stage	sb	ID	Fa	trans	dnds	dn	ds
G43	unbias	43_unbias	RBH_pair_9821.fa	TRINITY_DN122105_c1_g1_i1	0.1033	0.1674	1.62
G43	unbias	43_unbias	RBH_pair_3418.fa	TRINITY_DN128541_c5_g2_i1	0.1313	0.2128	1.62
G43	unbias	43_unbias	RBH_pair_9837.fa	TRINITY_DN129466_c0_g2_i1	0.1249	0.2023	1.6201
G43	unbias	43_unbias	RBH_pair_4286.fa	TRINITY_DN129938_c3_g3_i1	0.0639	0.1036	1.6203
G43	unbias	43_unbias	RBH_pair_3822.fa	TRINITY_DN118956_c3_g2_i1	0.0834	0.1351	1.6203
G43	unbias	43_unbias	RBH_pair_8864.fa	TRINITY_DN114069_c3_g1_i5	0.1021	0.1655	1.6203
G43	unbias	43_unbias	RBH_pair_10590.fa	TRINITY_DN120827_c4_g1_i7	0.0851	0.138	1.6205
G43	unbias	43_unbias	RBH_pair_8547.fa	TRINITY_DN131228_c1_g2_i2	0.0311	0.0504	1.6207
G43	unbias	43_unbias	RBH_pair_10271.fa	TRINITY_DN129276_c5_g1_i1	0.0138	0.0224	1.6208
G43	unbias	43_unbias	RBH_pair_600.fa	TRINITY_DN139635_c0_g2_i5	0.0725	0.1175	1.6208
G43	unbias	43_unbias	RBH_pair_124.fa	TRINITY_DN138125_c2_g7_i2	0.1629	0.2641	1.6209
G43	unbias	43_unbias	RBH_pair_2079.fa	TRINITY_DN136772_c1_g1_i2	0.1139	0.1846	1.6211
G43	unbias	43_unbias	RBH_pair_3871.fa	TRINITY_DN133168_c6_g2_i1	0.1183	0.1918	1.6214
G43	unbias	43_unbias	RBH_pair_6244.fa	TRINITY_DN135837_c0_g1_i1	0.0251	0.0407	1.6215
G43	unbias	43_unbias	RBH_pair_4728.fa	TRINITY_DN136602_c1_g1_i1	0.1183	0.1918	1.6217
G43	unbias	43_unbias	RBH_pair_9197.fa	TRINITY_DN122013_c5_g1_i1	0.0358	0.0581	1.6223
G43	unbias	43_unbias	RBH_pair_9841.fa	TRINITY_DN127371_c1_g4_i1	0.1624	0.2635	1.6227
G43	unbias	43_unbias	RBH_pair_4002.fa	TRINITY_DN129371_c1_g2_i3	0.0747	0.1212	1.6231
G43	unbias	43_unbias	RBH_pair_8918.fa	TRINITY_DN115851_c10_g2_i10	0.0413	0.0671	1.6236
G43	unbias	43_unbias	RBH_pair_7094.fa	TRINITY_DN130327_c0_g3_i2	0.0528	0.0856	1.6236
G43	unbias	43_unbias	RBH_pair_528.fa	TRINITY_DN131875_c2_g1_i3	0.0568	0.0922	1.6236
G43	unbias	43_unbias	RBH_pair_9155.fa	TRINITY_DN129959_c1_g7_i2	0.057	0.0925	1.6236
G43	unbias	43_unbias	RBH_pair_2266.fa	TRINITY_DN138812_c1_g1_i4	0.06	0.0975	1.6238
G43	unbias	43_unbias	RBH_pair_8567.fa	TRINITY_DN110429_c0_g1_i1	0.0238	0.0386	1.6239
G43	unbias	43_unbias	RBH_pair_2538.fa	TRINITY_DN126231_c0_g2_i5	0.0469	0.0762	1.6242
G43	unbias	43_unbias	RBH_pair_5204.fa	TRINITY_DN131113_c0_g1_i7	0.0551	0.0895	1.6242
G43	unbias	43_unbias	RBH_pair_8817.fa	TRINITY_DN139357_c0_g1_i5	0.0392	0.0637	1.6244
G43	unbias	43_unbias	RBH_pair_4715.fa	TRINITY_DN113805_c0_g3_i1	0.0083	0.0135	1.6248
G43	unbias	43_unbias	RBH_pair_2158.fa	TRINITY_DN122571_c0_g1_i3	0.0234	0.038	1.6251
G43	unbias	43_unbias	RBH_pair_2728.fa	TRINITY_DN126210_c0_g1_i2	0.0861	0.14	1.6253
G43	unbias	43_unbias	RBH_pair_9034.fa	TRINITY_DN133448_c6_g1_i1	0.0182	0.0296	1.6255
G43	unbias	43_unbias	RBH_pair_4519.fa	TRINITY_DN128732_c0_g1_i3	0.0455	0.074	1.6256
G43	unbias	43_unbias	RBH_pair_2963.fa	TRINITY_DN117432_c1_g1_i1	0.0487	0.0792	1.6258
G43	unbias	43_unbias	RBH_pair_10557.fa	TRINITY_DN142733_c8_g1_i7	0.1107	0.18	1.6258
G43	unbias	43_unbias	RBH_pair_7043.fa	TRINITY_DN138809_c0_g2_i1	0.0712	0.1158	1.6261
G43	unbias	43_unbias	RBH_pair_3712.fa	TRINITY_DN131902_c1_g1_i1	0.0472	0.0768	1.6269
G43	unbias	43_unbias	RBH_pair_7725.fa	TRINITY_DN114929_c0_g1_i4	0.0706	0.1149	1.6273
G43	unbias	43_unbias	RBH_pair_2346.fa	TRINITY_DN125818_c3_g1_i1	0.0645	0.105	1.6276
G43	unbias	43_unbias	RBH_pair_2881.fa	TRINITY_DN118660_c0_g3_i1	0.0314	0.0511	1.6277
G43	unbias	43_unbias	RBH_pair_10429.fa	TRINITY_DN132240_c4_g1_i2	0.0453	0.0738	1.6279
G43	unbias	43_unbias	RBH_pair_2532.fa	TRINITY_DN133652_c0_g1_i3	0.0754	0.1227	1.6282
G43	unbias	43_unbias	RBH_pair_2334.fa	TRINITY_DN135294_c0_g1_i1	0.0444	0.0723	1.629
G43	unbias	43_unbias	RBH_pair_1897.fa	TRINITY_DN138169_c0_g1_i2	0.0555	0.0904	1.6292
G43	unbias	43_unbias	RBH_pair_10751.fa	TRINITY_DN134319_c0_g1_i2	0.0613	0.0999	1.6293
G43	unbias	43_unbias	RBH_pair_2157.fa	TRINITY_DN139794_c0_g1_i8	0.0344	0.0561	1.6294
G43	unbias	43_unbias	RBH_pair_5637.fa	TRINITY_DN130739_c8_g1_i2	0.0373	0.0608	1.6295
G43	unbias	43_unbias	RBH_pair_8065.fa	TRINITY_DN119434_c3_g1_i5	0.057	0.0929	1.6298
G43	unbias	43_unbias	RBH_pair_7770.fa	TRINITY_DN118127_c1_g2_i2	0.001	0.0016	1.6299
G43	unbias	43_unbias	RBH_pair_2786.fa	TRINITY_DN126518_c1_g2_i1	0.0908	0.1481	1.63
G43	unbias	43_unbias	RBH_pair_9264.fa	TRINITY_DN126924_c4_g3_i2	0.0204	0.0333	1.6304
G43	unbias	43_unbias	RBH_pair_3628.fa	TRINITY_DN141641_c3_g1_i1	0.0888	0.1448	1.6304
G43	unbias	43_unbias	RBH_pair_2806.fa	TRINITY_DN134702_c2_g1_i1	0.0336	0.0547	1.6305
G43	unbias	43_unbias	RBH_pair_5849.fa	TRINITY_DN137148_c0_g1_i2	0.1204	0.1964	1.6305
G43	unbias	43_unbias	RBH_pair_8956.fa	TRINITY_DN139987_c1_g1_i1	0.116	0.1893	1.6316
G43	unbias	43_unbias	RBH_pair_3101.fa	TRINITY_DN135552_c2_g1_i5	0.0345	0.0563	1.6317
G43	unbias	43_unbias	RBH_pair_2592.fa	TRINITY_DN142079_c4_g2_i1	0.054	0.0881	1.6319
G43	unbias	43_unbias	RBH_pair_9182.fa	TRINITY_DN117213_c2_g1_i3	0.0303	0.0495	1.6321
G43	unbias	43_unbias	RBH_pair_10504.fa	TRINITY_DN142090_c0_g1_i2	0.0778	0.1271	1.6325
G43	unbias	43_unbias	RBH_pair_8342.fa	TRINITY_DN142268_c2_g1_i1	0.0393	0.0642	1.6327
G43	unbias	43_unbias	RBH_pair_2913.fa	TRINITY_DN135557_c1_g1_i2	0.0513	0.0837	1.6329
G43	unbias	43_unbias	RBH_pair_2879.fa	TRINITY_DN124924_c2_g1_i1	0.0799	0.1304	1.6329
G43	unbias	43_unbias	RBH_pair_9949.fa	TRINITY_DN135912_c0_g1_i1	0.1383	0.2259	1.6331
G43	unbias	43_unbias	RBH_pair_8390.fa	TRINITY_DN125385_c1_g1_i2	0.018	0.0293	1.6339
G43	unbias	43_unbias	RBH_pair_3227.fa	TRINITY_DN119065_c7_g1_i1	0.0199	0.0325	1.6339
G43	unbias	43_unbias	RBH_pair_4175.fa	TRINITY_DN126922_c2_g1_i3	0.1203	0.1967	1.6341
G43	unbias	43_unbias	RBH_pair_6483.fa	TRINITY_DN120770_c0_g2_i4	0.0548	0.0895	1.6342
G43	unbias	43_unbias	RBH_pair_6418.fa	TRINITY_DN141149_c3_g1_i1	0.0812	0.1327	1.6343
G43	unbias	43_unbias	RBH_pair_8821.fa	TRINITY_DN132295_c1_g2_i8	0.104	0.17	1.6344
G43	unbias	43_unbias	RBH_pair_5215.fa	TRINITY_DN123113_c1_g4_i1	0.0375	0.0613	1.6345
G43	unbias	43_unbias	RBH_pair_2559.fa	TRINITY_DN131460_c0_g3_i1	0.0422	0.0689	1.6346
G43	unbias	43_unbias	RBH_pair_4701.fa	TRINITY_DN141824_c0_g1_i1	0.047	0.0768	1.6351
G43	unbias	43_unbias	RBH_pair_5974.fa	TRINITY_DN140890_c1_g2_i1	0.1144	0.1871	1.6357
G43	unbias	43_unbias	RBH_pair_5557.fa	TRINITY_DN130646_c1_g3_i1	0.0662	0.1084	1.6363
G43	unbias	43_unbias	RBH_pair_4964.fa	TRINITY_DN142536_c1_g2_i1	0.0981	0.1606	1.6373
G43	unbias	43_unbias	RBH_pair_5644.fa	TRINITY_DN126954_c2_g1_i1	0.0507	0.083	1.6377
G43	unbias	43_unbias	RBH_pair_7022.fa	TRINITY_DN134954_c3_g3_i1	0.1002	0.164	1.6379
G43	unbias	43_unbias	RBH_pair_9243.fa	TRINITY_DN142013_c11_g1_i1	0.0398	0.0652	1.6384
G43	unbias	43_unbias	RBH_pair_9501.fa	TRINITY_DN113769_c0_g1_i3	0.0402	0.0659	1.6384
G43	unbias	43_unbias	RBH_pair_2847.fa	TRINITY_DN111664_c0_g1_i1	0.0604	0.0989	1.6386
G43	unbias	43_unbias	RBH_pair_2159.fa	TRINITY_DN125278_c0_g1_i3	0.0736	0.1205	1.6386
G43	unbias	43_unbias	RBH_pair_1586.fa	TRINITY_DN142077_c1_g1_i3	0.0494	0.081	1.6395
G43	unbias	43_unbias	RBH_pair_7793.fa	TRINITY_DN123730_c2_g1_i1	0.0359	0.0588	1.6398
G43	unbias	43_unbias	RBH_pair_9602.fa	TRINITY_DN108403_c0_g1_i1	0.025	0.041	1.6401
G43	unbias	43_unbias	RBH_pair_2436.fa	TRINITY_DN140608_c1_g2_i1	0.0602	0.0987	1.6402
G43	unbias	43_unbias	RBH_pair_8943.fa	TRINITY_DN114674_c6_g2_i2	0.0765	0.1255	1.6403
G43	unbias	43_unbias	RBH_pair_5515.fa	TRINITY_DN120574_c4_g1_i2	0.0402	0.066	1.6407
G43	unbias	43_unbias	RBH_pair_5094.fa	TRINITY_DN114821_c0_g1_i3	0.0532	0.0873	1.641
G43	unbias	43_unbias	RBH_pair_10466.fa	TRINITY_DN134615_c1_g1_i2	0.0533	0.0874	1.641
G43	unbias	43_unbias	RBH_pair_2534.fa	TRINITY_DN135920_c0_g1_i5	0.0959	0.1573	1.6414
G43	unbias	43_unbias	RBH_pair_10022.fa	TRINITY_DN119688_c1_g1_i2	0.0125	0.0205	1.6417
G43	unbias	43_unbias	RBH_pair_4716.fa	TRINITY_DN138608_c5_g1_i8	0.0201	0.033	1.6417
G43	unbias	43_unbias	RBH_pair_7401.fa	TRINITY_DN127524_c3_g2_i2	0.0863	0.1418	1.6419
G43	unbias	43_unbias	RBH_pair_9606.fa	TRINITY_DN114971_c0_g4_i1	0.0357	0.0586	1.6423
G43	unbias	43_unbias	RBH_pair_3736.fa	TRINITY_DN132865_c0_g1_i1	0.059	0.0968	1.6424
G43	unbias	43_unbias	RBH_pair_5767.fa	TRINITY_DN133568_c2_g3_i3	0.0659	0.1082	1.6426
G43	unbias	43_unbias	RBH_pair_1319.fa	TRINITY_DN140880_c1_g4_i2	0.0211	0.0347	1.6427
G43	unbias	43_unbias	RBH_pair_4407.fa	TRINITY_DN120429_c0_g2_i2	0.2804	0.4606	1.6427
G43	unbias	43_unbias	RBH_pair_577.fa	TRINITY_DN134784_c1_g2_i1	0.07	0.115	1.6431
G43	unbias	43_unbias	RBH_pair_5379.fa	TRINITY_DN142965_c2_g1_i2	0.0619	0.1017	1.6436
G43	unbias	43_unbias	RBH_pair_9210.fa	TRINITY_DN134995_c5_g1_i1	0.0674	0.1109	1.6439
G43	unbias	43_unbias	RBH_pair_1461.fa	TRINITY_DN143250_c2_g1_i1	0.0701	0.1153	1.6439
G43	unbias	43_unbias	RBH_pair_5710.fa	TRINITY_DN119448_c3_g1_i1	0.1155	0.19	1.644
G43	unbias	43_unbias	RBH_pair_3937.fa	TRINITY_DN132706_c0_g1_i8	0.0786	0.1293	1.6442
G43	unbias	43_unbias	RBH_pair_2247.fa	TRINITY_DN138623_c3_g2_i2	0.1591	0.2616	1.6443
G43	unbias	43_unbias	RBH_pair_9864.fa	TRINITY_DN128607_c5_g1_i1	0.1448	0.2382	1.6448
G43	unbias	43_unbias	RBH_pair_527.fa	TRINITY_DN125972_c9_g2_i1	0.0195	0.0321	1.6449
G43	unbias	43_unbias	RBH_pair_6888.fa	TRINITY_DN139768_c7_g1_i4	0.0464	0.0764	1.6449
G43	unbias	43_unbias	RBH_pair_202.fa	TRINITY_DN144038_c7_g1_i2	0.0961	0.1581	1.6452
G43	unbias	43_unbias	RBH_pair_3630.fa	TRINITY_DN141535_c5_g4_i1	0.1173	0.193	1.6454
G43	unbias	43_unbias	RBH_pair_8151.fa	TRINITY_DN122029_c0_g1_i9	0.052	0.0856	1.6455
G43	unbias	43_unbias	RBH_pair_9823.fa	TRINITY_DN120103_c6_g1_i2	0.0252	0.0414	1.6456
G43	unbias	43_unbias	RBH_pair_5559.fa	TRINITY_DN136207_c0_g1_i2	0.027	0.0444	1.6456
G43	unbias	43_unbias	RBH_pair_5495.fa	TRINITY_DN122340_c1_g3_i3	0.0412	0.0678	1.6457
G43	unbias	43_unbias	RBH_pair_6181.fa	TRINITY_DN124277_c4_g2_i2	0.0445	0.0732	1.6458
G43	unbias	43_unbias	RBH_pair_5461.fa	TRINITY_DN117955_c4_g1_i6	0.1391	0.2289	1.6458
G43	unbias	43_unbias	RBH_pair_9393.fa	TRINITY_DN141716_c3_g1_i12	0.0441	0.0726	1.646
G43	unbias	43_unbias	RBH_pair_1468.fa	TRINITY_DN143030_c4_g1_i1	0.0273	0.045	1.6462
G43	unbias	43_unbias	RBH_pair_9482.fa	TRINITY_DN131895_c1_g2_i1	0.0821	0.1352	1.6462
G43	unbias	43_unbias	RBH_pair_8055.fa	TRINITY_DN135029_c0_g5_i1	0.0201	0.0331	1.6464
G43	unbias	43_unbias	RBH_pair_9875.fa	TRINITY_DN137657_c0_g1_i1	0.1172	0.1929	1.6464
G43	unbias	43_unbias	RBH_pair_7120.fa	TRINITY_DN124455_c3_g1_i4	0.0603	0.0994	1.6466
G43	unbias	43_unbias	RBH_pair_9638.fa	TRINITY_DN112804_c0_g1_i1	0.1071	0.1764	1.6469
G43	unbias	43_unbias	RBH_pair_6560.fa	TRINITY_DN121967_c4_g4_i3	0.071	0.117	1.6471
G43	unbias	43_unbias	RBH_pair_10476.fa	TRINITY_DN115235_c0_g2_i3	0.086	0.1416	1.6471
G43	unbias	43_unbias	RBH_pair_7959.fa	TRINITY_DN119543_c2_g2_i2	0.0129	0.0213	1.6472
G43	unbias	43_unbias	RBH_pair_4166.fa	TRINITY_DN130421_c1_g1_i5	0.0555	0.0915	1.6472
G43	unbias	43_unbias	RBH_pair_9736.fa	TRINITY_DN127055_c0_g2_i3	0.073	0.1202	1.6472
G43	unbias	43_unbias	RBH_pair_3372.fa	TRINITY_DN142310_c1_g1_i5	0.1329	0.219	1.6473
G43	unbias	43_unbias	RBH_pair_8788.fa	TRINITY_DN128587_c4_g1_i2	0.0325	0.0536	1.6475
G43	unbias	43_unbias	RBH_pair_7843.fa	TRINITY_DN125651_c0_g1_i1	0.056	0.0922	1.6476
G43	unbias	43_unbias	RBH_pair_2377.fa	TRINITY_DN119529_c1_g1_i8	0.0833	0.1374	1.6493
G43	unbias	43_unbias	RBH_pair_4091.fa	TRINITY_DN119069_c2_g2_i1	0.0351	0.0579	1.6494
G43	unbias	43_unbias	RBH_pair_235.fa	TRINITY_DN143936_c2_g1_i1	0.0579	0.0955	1.6495
G43	unbias	43_unbias	RBH_pair_476.fa	TRINITY_DN134707_c1_g2_i7	0.1137	0.1876	1.6497
G43	unbias	43_unbias	RBH_pair_2283.fa	TRINITY_DN135069_c6_g3_i3	0.1002	0.1652	1.6498
G43	unbias	43_unbias	RBH_pair_173.fa	TRINITY_DN128475_c5_g1_i2	0.0156	0.0258	1.65
G43	unbias	43_unbias	RBH_pair_36.fa	TRINITY_DN134075_c0_g1_i1	0.076	0.1254	1.6502
G43	unbias	43_unbias	RBH_pair_2535.fa	TRINITY_DN136273_c1_g1_i2	0.1004	0.1656	1.6505
G43	unbias	43_unbias	RBH_pair_5322.fa	TRINITY_DN142072_c3_g4_i1	0.0057	0.0095	1.6507
G43	unbias	43_unbias	RBH_pair_10070.fa	TRINITY_DN124886_c3_g2_i1	0.0319	0.0526	1.6507
G43	unbias	43_unbias	RBH_pair_15.fa	TRINITY_DN140943_c0_g1_i4	0.0531	0.0877	1.6508
G43	unbias	43_unbias	RBH_pair_192.fa	TRINITY_DN121029_c2_g1_i4	0.2819	0.4654	1.6508
G43	unbias	43_unbias	RBH_pair_8280.fa	TRINITY_DN115732_c4_g3_i1	0.0367	0.0606	1.651
G43	unbias	43_unbias	RBH_pair_4030.fa	TRINITY_DN134432_c1_g1_i9	0.0434	0.0716	1.6511
G43	unbias	43_unbias	RBH_pair_4775.fa	TRINITY_DN136724_c4_g1_i4	0.0606	0.1001	1.6511
G43	unbias	43_unbias	RBH_pair_8521.fa	TRINITY_DN141896_c8_g1_i2	0.005	0.0082	1.6512
G43	unbias	43_unbias	RBH_pair_9615.fa	TRINITY_DN132182_c4_g1_i7	0.0389	0.0642	1.6514
G43	unbias	43_unbias	RBH_pair_7013.fa	TRINITY_DN129373_c0_g2_i2	0.0376	0.0621	1.6516
G43	unbias	43_unbias	RBH_pair_849.fa	TRINITY_DN139064_c4_g1_i2	0.0887	0.1465	1.6519
G43	unbias	43_unbias	RBH_pair_8909.fa	TRINITY_DN134417_c0_g1_i3	0.0207	0.0341	1.6521
G43	unbias	43_unbias	RBH_pair_6142.fa	TRINITY_DN116758_c6_g1_i2	0.1739	0.2873	1.6525
G43	unbias	43_unbias	RBH_pair_6756.fa	TRINITY_DN142899_c0_g1_i5	0.0756	0.1249	1.6527
G43	unbias	43_unbias	RBH_pair_9047.fa	TRINITY_DN139185_c1_g1_i3	0.0524	0.0867	1.6531
G43	unbias	43_unbias	RBH_pair_2719.fa	TRINITY_DN135145_c3_g1_i1	0.0075	0.0124	1.6534
G43	unbias	43_unbias	RBH_pair_7457.fa	TRINITY_DN121525_c2_g2_i4	0.0443	0.0732	1.6534
G43	unbias	43_unbias	RBH_pair_126.fa	TRINITY_DN116326_c0_g1_i1	0.0878	0.1452	1.6535
G43	unbias	43_unbias	RBH_pair_3280.fa	TRINITY_DN118439_c0_g4_i7	0.034	0.0563	1.6537
G43	unbias	43_unbias	RBH_pair_8680.fa	TRINITY_DN139192_c0_g1_i11	0.0308	0.0509	1.6543
G43	unbias	43_unbias	RBH_pair_9455.fa	TRINITY_DN131515_c11_g1_i5	0.0693	0.1146	1.6544
G43	unbias	43_unbias	RBH_pair_6987.fa	TRINITY_DN135724_c1_g1_i4	0.0238	0.0393	1.6546
G43	unbias	43_unbias	RBH_pair_9316.fa	TRINITY_DN121866_c1_g4_i2	0.0298	0.0493	1.6546
G43	unbias	43_unbias	RBH_pair_1128.fa	TRINITY_DN142307_c1_g2_i11	0.1611	0.2666	1.6553
G43	unbias	43_unbias	RBH_pair_3987.fa	TRINITY_DN121963_c1_g1_i7	0.0237	0.0393	1.6555
G43	unbias	43_unbias	RBH_pair_4723.fa	TRINITY_DN141875_c7_g1_i2	0.108	0.1787	1.6555
G43	unbias	43_unbias	RBH_pair_594.fa	TRINITY_DN139468_c0_g1_i2	0.0372	0.0616	1.6557
G43	unbias	43_unbias	RBH_pair_4283.fa	TRINITY_DN129257_c3_g2_i1	0.187	0.3096	1.656
G43	unbias	43_unbias	RBH_pair_2796.fa	TRINITY_DN119037_c5_g2_i1	0.076	0.1259	1.6562
G43	unbias	43_unbias	RBH_pair_2551.fa	TRINITY_DN141015_c1_g1_i1	0.0765	0.1267	1.6565
G43	unbias	43_unbias	RBH_pair_3716.fa	TRINITY_DN131220_c6_g2_i2	0.1811	0.3	1.6567
G43	unbias	43_unbias	RBH_pair_4537.fa	TRINITY_DN116994_c1_g3_i2	0.0239	0.0396	1.6568
G43	unbias	43_unbias	RBH_pair_2485.fa	TRINITY_DN123603_c2_g1_i6	0.0472	0.0783	1.6568
G43	unbias	43_unbias	RBH_pair_10367.fa	TRINITY_DN135001_c0_g1_i3	0.0173	0.0287	1.6569
G43	unbias	43_unbias	RBH_pair_6111.fa	TRINITY_DN134905_c0_g4_i1	0.0694	0.1151	1.6571
G43	unbias	43_unbias	RBH_pair_4836.fa	TRINITY_DN139147_c0_g1_i4	0.1092	0.181	1.6576
G43	unbias	43_unbias	RBH_pair_2528.fa	TRINITY_DN127781_c1_g2_i1	0.087	0.1443	1.658
G43	unbias	43_unbias	RBH_pair_6977.fa	TRINITY_DN129979_c0_g1_i2	0.0366	0.0606	1.6582
G43	unbias	43_unbias	RBH_pair_7979.fa	TRINITY_DN122246_c4_g1_i4	0.0262	0.0434	1.6586
G43	unbias	43_unbias	RBH_pair_626.fa	TRINITY_DN15888_c0_g1_i1	0.2893	0.4799	1.6587
G43	unbias	43_unbias	RBH_pair_8847.fa	TRINITY_DN131478_c2_g1_i17	0.0817	0.1355	1.659
G43	unbias	43_unbias	RBH_pair_7798.fa	TRINITY_DN131429_c0_g1_i3	0.0243	0.0403	1.6593
G43	unbias	43_unbias	RBH_pair_10208.fa	TRINITY_DN136560_c1_g1_i3	0.0746	0.1238	1.6594
G43	unbias	43_unbias	RBH_pair_3525.fa	TRINITY_DN116051_c0_g2_i1	0.0367	0.0609	1.6596
G43	unbias	43_unbias	RBH_pair_2544.fa	TRINITY_DN126134_c0_g1_i5	0.0403	0.0668	1.6597
G43	unbias	43_unbias	RBH_pair_9188.fa	TRINITY_DN141998_c4_g1_i2	0.019	0.0316	1.66
G43	unbias	43_unbias	RBH_pair_8480.fa	TRINITY_DN134620_c2_g2_i2	0.0571	0.0947	1.66
G43	unbias	43_unbias	RBH_pair_10043.fa	TRINITY_DN136230_c3_g1_i2	0.0414	0.0688	1.6601
G43	unbias	43_unbias	RBH_pair_3785.fa	TRINITY_DN137867_c0_g1_i2	0.0148	0.0246	1.6602
G43	unbias	43_unbias	RBH_pair_3562.fa	TRINITY_DN136229_c0_g2_i2	0.1122	0.1862	1.6602
G43	unbias	43_unbias	RBH_pair_3740.fa	TRINITY_DN141016_c3_g1_i5	0.0508	0.0844	1.6603
G43	unbias	43_unbias	RBH_pair_10748.fa	TRINITY_DN133302_c1_g1_i4	0.1	0.1661	1.6604
G43	unbias	43_unbias	RBH_pair_2579.fa	TRINITY_DN115318_c4_g1_i5	0.0213	0.0353	1.6606
G43	unbias	43_unbias	RBH_pair_6813.fa	TRINITY_DN134108_c3_g1_i3	0.1249	0.2074	1.6608
G43	unbias	43_unbias	RBH_pair_2211.fa	TRINITY_DN129685_c2_g1_i2	0.1066	0.177	1.661
G43	unbias	43_unbias	RBH_pair_8427.fa	TRINITY_DN116399_c1_g2_i3	0.0409	0.068	1.6612
G43	unbias	43_unbias	RBH_pair_8482.fa	TRINITY_DN131678_c0_g3_i2	0.0443	0.0736	1.6612
G43	unbias	43_unbias	RBH_pair_2367.fa	TRINITY_DN122390_c5_g1_i1	0.059	0.098	1.6621
G43	unbias	43_unbias	RBH_pair_4452.fa	TRINITY_DN127424_c0_g3_i5	0.1511	0.2513	1.6624
G43	unbias	43_unbias	RBH_pair_8188.fa	TRINITY_DN120821_c1_g1_i2	0.0929	0.1544	1.6627
G43	unbias	43_unbias	RBH_pair_9412.fa	TRINITY_DN142414_c1_g1_i6	0.0126	0.0209	1.6629
G43	unbias	43_unbias	RBH_pair_9836.fa	TRINITY_DN142661_c2_g1_i8	0.0821	0.1365	1.6629
G43	unbias	43_unbias	RBH_pair_8897.fa	TRINITY_DN143352_c2_g4_i3	0.058	0.0964	1.663
G43	unbias	43_unbias	RBH_pair_6815.fa	TRINITY_DN142178_c0_g1_i2	0.0747	0.1243	1.6634
G43	unbias	43_unbias	RBH_pair_7329.fa	TRINITY_DN136844_c2_g2_i2	0.0081	0.0135	1.6637
G43	unbias	43_unbias	RBH_pair_9425.fa	TRINITY_DN129079_c4_g2_i1	0.0888	0.1478	1.6639
G43	unbias	43_unbias	RBH_pair_5516.fa	TRINITY_DN139718_c0_g1_i2	0.0142	0.0237	1.664
G43	unbias	43_unbias	RBH_pair_5968.fa	TRINITY_DN123183_c1_g1_i2	0.0698	0.1162	1.6641
G43	unbias	43_unbias	RBH_pair_8849.fa	TRINITY_DN111866_c0_g1_i1	0.1099	0.1829	1.6641
G43	unbias	43_unbias	RBH_pair_6799.fa	TRINITY_DN118032_c3_g1_i1	0.0904	0.1505	1.6642
G43	unbias	43_unbias	RBH_pair_5265.fa	TRINITY_DN123901_c6_g2_i1	0.0103	0.0172	1.6643
G43	unbias	43_unbias	RBH_pair_7226.fa	TRINITY_DN125375_c3_g1_i3	0.0147	0.0245	1.6644
G43	unbias	43_unbias	RBH_pair_4564.fa	TRINITY_DN134980_c0_g1_i2	0.1493	0.2485	1.6644
G43	unbias	43_unbias	RBH_pair_9760.fa	TRINITY_DN127954_c0_g1_i2	0.0285	0.0475	1.6645
G43	unbias	43_unbias	RBH_pair_32.fa	TRINITY_DN139890_c2_g1_i1	0.0456	0.076	1.6646
G43	unbias	43_unbias	RBH_pair_7277.fa	TRINITY_DN137905_c0_g2_i6	0.2511	0.4179	1.6646
G43	unbias	43_unbias	RBH_pair_2150.fa	TRINITY_DN124515_c4_g1_i2	0.1282	0.2135	1.6648
G43	unbias	43_unbias	RBH_pair_9099.fa	TRINITY_DN131705_c1_g1_i4	0.0898	0.1495	1.6651
G43	unbias	43_unbias	RBH_pair_5281.fa	TRINITY_DN116649_c3_g1_i5	0.0445	0.0741	1.6657
G43	unbias	43_unbias	RBH_pair_4992.fa	TRINITY_DN141930_c4_g1_i1	0.0536	0.0892	1.6661
G43	unbias	43_unbias	RBH_pair_3709.fa	TRINITY_DN134411_c2_g1_i3	0.0622	0.1037	1.6663
G43	unbias	43_unbias	RBH_pair_5689.fa	TRINITY_DN136388_c3_g1_i1	0.031	0.0517	1.6666
G43	unbias	43_unbias	RBH_pair_2734.fa	TRINITY_DN140843_c0_g2_i3	0.0706	0.1177	1.6666
G43	unbias	43_unbias	RBH_pair_1357.fa	TRINITY_DN134223_c1_g1_i4	0.0641	0.1069	1.6669
G43	unbias	43_unbias	RBH_pair_2791.fa	TRINITY_DN113156_c0_g1_i2	0.0393	0.0655	1.667
G43	unbias	43_unbias	RBH_pair_9178.fa	TRINITY_DN136417_c0_g1_i1	0.0718	0.1196	1.667
G43	unbias	43_unbias	RBH_pair_8132.fa	TRINITY_DN111392_c0_g1_i2	0.1421	0.2369	1.667
G43	unbias	43_unbias	RBH_pair_2883.fa	TRINITY_DN133086_c7_g2_i1	0.0323	0.0539	1.6671
G43	unbias	43_unbias	RBH_pair_10709.fa	TRINITY_DN127882_c8_g1_i4	0.0403	0.0672	1.6673
G43	unbias	43_unbias	RBH_pair_6311.fa	TRINITY_DN125452_c3_g1_i6	0.0154	0.0257	1.6674
G43	unbias	43_unbias	RBH_pair_5536.fa	TRINITY_DN142349_c2_g1_i3	0.0225	0.0376	1.6676
G43	unbias	43_unbias	RBH_pair_8175.fa	TRINITY_DN123633_c3_g1_i7	0.0196	0.0327	1.6678
