gid	gname	chr	start	end
TRINITY_DN120657_c6_g1_i5	NASC31A_HUMANSC31A_HUMANQ	NA	NA	NA
TRINITY_DN120658_c0_g2_i2	NASTBD1_HUMANSTBD1_HUMANQ	NA	NA	NA
TRINITY_DN120659_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN120660_c2_g1_i9	NA	NA	NA	NA
TRINITY_DN120660_c2_g3_i6	NA	NA	NA	NA
TRINITY_DN120661_c1_g3_i3	NA	NA	NA	NA
TRINITY_DN120662_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120662_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN120662_c4_g4_i2	NA	NA	NA	NA
TRINITY_DN120663_c7_g2_i2	NA	NA	NA	NA
TRINITY_DN120664_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120664_c5_g2_i3	NA	NA	NA	NA
TRINITY_DN120664_c5_g3_i5	NA	NA	NA	NA
TRINITY_DN120664_c5_g4_i2	NA	NA	NA	NA
TRINITY_DN120666_c2_g2_i11	NA	NA	NA	NA
TRINITY_DN120666_c2_g4_i1	NA	NA	NA	NA
TRINITY_DN120666_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120667_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120667_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120667_c5_g1_i3	NA	NA	NA	NA
TRINITY_DN120667_c6_g1_i10	NA	NA	NA	NA
TRINITY_DN120668_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120668_c2_g1_i8	NA	NA	NA	NA
TRINITY_DN120669_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120669_c8_g2_i2	NA	NA	NA	NA
TRINITY_DN120669_c8_g3_i8	NA	NA	NA	NA
TRINITY_DN120669_c8_g4_i2	NA	NA	NA	NA
TRINITY_DN120670_c2_g1_i5	NA	NA	NA	NA
TRINITY_DN120670_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN120671_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120671_c3_g1_i1	NAZN300_HUMANZN300_HUMANQ	NA	NA	NA
TRINITY_DN120671_c3_g3_i2	NAZNF3_HUMANZNF3_HUMANQ	NA	NA	NA
TRINITY_DN120671_c3_g7_i1	NAZN551_HUMANZN551_HUMANQ	NA	NA	NA
TRINITY_DN120672_c11_g2_i1	NACG073_HUMANCG073_HUMANQ	NA	NA	NA
TRINITY_DN120673_c6_g2_i3	NA	NA	NA	NA
TRINITY_DN120673_c7_g2_i1	NA	NA	NA	NA
TRINITY_DN120674_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120674_c2_g1_i1	NARABL6_HUMANRABL6_HUMANQ	NA	NA	NA
TRINITY_DN120674_c2_g2_i3	NA	NA	NA	NA
TRINITY_DN120675_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120675_c4_g1_i6	NA	NA	NA	NA
TRINITY_DN120676_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120676_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120677_c4_g1_i4	NA	NA	NA	NA
TRINITY_DN120677_c5_g1_i8	NA	NA	NA	NA
TRINITY_DN120679_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN120680_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120680_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN120680_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN120681_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN120682_c7_g1_i2	NA	NA	NA	NA
TRINITY_DN120682_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN120683_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN120684_c7_g3_i3	NA	NA	NA	NA
TRINITY_DN120686_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120686_c3_g3_i1	NA	NA	NA	NA
TRINITY_DN120688_c7_g2_i9	NA	NA	NA	NA
TRINITY_DN120688_c7_g4_i1	NA	NA	NA	NA
TRINITY_DN120688_c7_g5_i1	NA	NA	NA	NA
TRINITY_DN120689_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120689_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN12068_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN120692_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120692_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN120693_c8_g1_i2	NA	NA	NA	NA
TRINITY_DN120693_c9_g1_i2	NA	NA	NA	NA
TRINITY_DN120693_c9_g2_i2	NA	NA	NA	NA
TRINITY_DN120693_c9_g3_i1	NA	NA	NA	NA
TRINITY_DN120694_c2_g1_i2	NATRI29_HUMANTRI29_HUMANQ	NA	NA	NA
TRINITY_DN120695_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN120695_c8_g6_i2	NA	NA	NA	NA
TRINITY_DN120696_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN120697_c6_g2_i1	NA	NA	NA	NA
TRINITY_DN120697_c6_g6_i1	NA	NA	NA	NA
TRINITY_DN120698_c3_g2_i3	NALYM5A_DANRELYM5A_DANREQ	NA	NA	NA
TRINITY_DN120699_c8_g1_i2	NA	NA	NA	NA
TRINITY_DN120699_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN120700_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN120704_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN120705_c4_g2_i3	NA	NA	NA	NA
TRINITY_DN120706_c1_g1_i1	NAZN773_HUMANZN773_HUMANQ	NA	NA	NA
TRINITY_DN120707_c5_g2_i2	NA	NA	NA	NA
TRINITY_DN120707_c6_g1_i6	NA	NA	NA	NA
TRINITY_DN120708_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120709_c2_g1_i1	NAExpAA=2343PredHel=1Topology=o20-39i	NA	NA	NA
TRINITY_DN120709_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN120709_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN120709_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120709_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN12070_c0_g1_i1	NAExpAA=2635PredHel=1Topology=o15-37i	NA	NA	NA
TRINITY_DN120710_c1_g3_i2	NAExpAA=4543PredHel=2Topology=i24-46o56-78i	NA	NA	NA
TRINITY_DN120711_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120711_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN120711_c8_g4_i1	NA	NA	NA	NA
TRINITY_DN120711_c8_g5_i2	NA	NA	NA	NA
TRINITY_DN120713_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120714_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN120714_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN120715_c2_g1_i8	NA	NA	NA	NA
TRINITY_DN120715_c2_g2_i2	NALORF2_MOUSELORF2_MOUSEQ	NA	NA	NA
TRINITY_DN120715_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN120716_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120716_c7_g1_i3	NA	NA	NA	NA
TRINITY_DN120717_c5_g2_i2	NAExpAA=7879PredHel=3Topology=i7-29o49-71i78-100o	NA	NA	NA
TRINITY_DN120717_c5_g3_i6	NAExpAA=13057PredHel=5Topology=o45-67i74-96o111-133i146-168o183-205i	NA	NA	NA
TRINITY_DN120719_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN120719_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN120719_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN120719_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120720_c3_g1_i8	NA	NA	NA	NA
TRINITY_DN120721_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120721_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120721_c3_g2_i2	NA	NA	NA	NA
TRINITY_DN120721_c3_g4_i1	NA	NA	NA	NA
TRINITY_DN120723_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN120724_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120724_c2_g2_i3	NASTM1A_XENLASTM1A_XENLAQ	NA	NA	NA
TRINITY_DN120725_c2_g1_i1	NAExpAA=2527PredHel=1Topology=i5-27o	NA	NA	NA
TRINITY_DN120725_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120725_c6_g1_i9	NAExpAA=11184PredHel=5Topology=o22-44i51-73o93-115i122-144o148-167i	NA	NA	NA
TRINITY_DN120726_c0_g3_i7	NA	NA	NA	NA
TRINITY_DN120726_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN120727_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN120728_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120728_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN120730_c0_g1_i11	NAUROM_PONABUROM_PONABQ	NA	NA	NA
TRINITY_DN120731_c1_g2_i1	NABMP6_RATBMP6_RATQ	NA	NA	NA
TRINITY_DN120732_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN120732_c2_g1_i3	NAExpAA=2260PredHel=1Topology=o40-62i	NA	NA	NA
TRINITY_DN120732_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN120734_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120736_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120737_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN120737_c5_g4_i1	NA	NA	NA	NA
TRINITY_DN120738_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN120738_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120739_c3_g2_i10	NAIFM10_HUMANIFM10_HUMANQ	NA	NA	NA
TRINITY_DN120740_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120740_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN120741_c7_g3_i2	NA	NA	NA	NA
TRINITY_DN120741_c7_g4_i3	NA	NA	NA	NA
TRINITY_DN120742_c1_g1_i1	NAExpAA=3909PredHel=1Topology=i92-114o	NA	NA	NA
TRINITY_DN120742_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120744_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120745_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120745_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN120745_c3_g4_i3	NA	NA	NA	NA
TRINITY_DN120746_c2_g1_i1	NAExpAA=2184PredHel=1Topology=o24-46i	NA	NA	NA
TRINITY_DN120746_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN120746_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120747_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120748_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120749_c6_g2_i2	NA	NA	NA	NA
TRINITY_DN120750_c10_g2_i3	NA	NA	NA	NA
TRINITY_DN120750_c11_g1_i1	NA	NA	NA	NA
TRINITY_DN120751_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN120752_c0_g1_i6	NA	NA	NA	NA
TRINITY_DN120753_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120753_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN120753_c3_g4_i3	NAH33_XENTRH33_XENTRQ	NA	NA	NA
TRINITY_DN120753_c3_g5_i1	NA	NA	NA	NA
TRINITY_DN120753_c3_g6_i1	NA	NA	NA	NA
TRINITY_DN120754_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120755_c5_g3_i2	NA	NA	NA	NA
TRINITY_DN120756_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN120757_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120758_c0_g1_i2	NAZG66_XENLAZG66_XENLAQ	NA	NA	NA
TRINITY_DN120759_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN120760_c2_g1_i2	NAATLA2_MOUSEATLA2_MOUSEQ	NA	NA	NA
TRINITY_DN120761_c1_g1_i3	NAEF1A2_TRYB2EF1A2_TRYB2Q	NA	NA	NA
TRINITY_DN120762_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120762_c4_g1_i2	NA	NA	NA	NA
TRINITY_DN120762_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120762_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN120763_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120763_c6_g4_i2	NA	NA	NA	NA
TRINITY_DN120764_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120765_c1_g1_i6	NAEST5A_MOUSEEST5A_MOUSEQ	NA	NA	NA
TRINITY_DN120766_c4_g1_i5	NA	NA	NA	NA
TRINITY_DN120766_c4_g2_i3	NA	NA	NA	NA
TRINITY_DN120766_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120766_c5_g2_i2	NA	NA	NA	NA
TRINITY_DN120767_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120767_c2_g3_i1	NA	NA	NA	NA
TRINITY_DN120769_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120770_c1_g1_i3	NATM147_XENTRTM147_XENTRQ	NA	NA	NA
TRINITY_DN120771_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120771_c6_g2_i1	NA	NA	NA	NA
TRINITY_DN120771_c6_g4_i1	NA	NA	NA	NA
TRINITY_DN120772_c0_g1_i2	NATF2H5_CHICKTF2H5_CHICKQ	NA	NA	NA
TRINITY_DN120772_c1_g1_i3	NA	NA	NA	NA
TRINITY_DN120774_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN120775_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN120776_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120776_c1_g2_i2	NA	NA	NA	NA
TRINITY_DN120776_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN120777_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN120778_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120778_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120779_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120779_c1_g3_i1	NA	NA	NA	NA
TRINITY_DN120780_c3_g1_i4	NAExpAA=6940PredHel=3Topology=i29-51o61-83i90-112o	NA	NA	NA
TRINITY_DN120780_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN120781_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN120781_c6_g1_i2	NA	NA	NA	NA
TRINITY_DN120781_c6_g2_i2	NA	NA	NA	NA
TRINITY_DN120782_c5_g1_i3	NA	NA	NA	NA
TRINITY_DN120782_c6_g1_i2	NA	NA	NA	NA
TRINITY_DN120782_c6_g4_i1	NA	NA	NA	NA
TRINITY_DN120784_c3_g1_i1	NAExpAA=6858PredHel=4Topology=o10-32i37-56o66-83i96-118o	NA	NA	NA
TRINITY_DN120784_c3_g2_i2	NA	NA	NA	NA
TRINITY_DN120785_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120786_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN120787_c0_g2_i8	NA	NA	NA	NA
TRINITY_DN120788_c0_g3_i2	NA	NA	NA	NA
TRINITY_DN120788_c0_g4_i1	NA	NA	NA	NA
TRINITY_DN120789_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN120789_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN120789_c0_g6_i1	NA	NA	NA	NA
TRINITY_DN120789_c0_g7_i1	NA	NA	NA	NA
TRINITY_DN120790_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120790_c4_g1_i4	NA	NA	NA	NA
TRINITY_DN120790_c4_g4_i1	NA	NA	NA	NA
TRINITY_DN120792_c5_g1_i4	NA	NA	NA	NA
TRINITY_DN120792_c5_g2_i2	NAExpAA=2055PredHel=1Topology=o47-69i	NA	NA	NA
TRINITY_DN120792_c6_g3_i1	NALORF2_HUMANLORF2_HUMANQ	NA	NA	NA
TRINITY_DN120793_c8_g2_i2	NATCB1_CAEBRTCB1_CAEBRQ	NA	NA	NA
TRINITY_DN120793_c8_g6_i1	NA	NA	NA	NA
TRINITY_DN120794_c3_g1_i1	NAZN182_HUMANZN182_HUMANQ	NA	NA	NA
TRINITY_DN120794_c6_g1_i4	NA	NA	NA	NA
TRINITY_DN120794_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN120795_c4_g2_i1	NA	NA	NA	NA
TRINITY_DN120795_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN120795_c4_g4_i1	NA	NA	NA	NA
TRINITY_DN120796_c10_g1_i1	NA	NA	NA	NA
TRINITY_DN120797_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120797_c8_g1_i1	NACRDL2_HUMANCRDL2_HUMANQ	NA	NA	NA
TRINITY_DN120798_c8_g2_i1	NA	NA	NA	NA
TRINITY_DN120798_c9_g2_i1	NA	NA	NA	NA
TRINITY_DN120799_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120802_c1_g3_i2	NA	NA	NA	NA
TRINITY_DN120804_c5_g3_i1	NA	NA	NA	NA
TRINITY_DN120804_c5_g4_i1	NA	NA	NA	NA
TRINITY_DN120805_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN120807_c11_g1_i1	NAPLIB_ELAQUPLIB_ELAQUQ	NA	NA	NA
TRINITY_DN120807_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120807_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120808_c1_g6_i1	NA	NA	NA	NA
TRINITY_DN120809_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN120809_c0_g3_i3	NA	NA	NA	NA
TRINITY_DN120811_c4_g3_i1	NAFCN1_HUMANFCN1_HUMANQ	NA	NA	NA
TRINITY_DN120811_c4_g5_i1	NA	NA	NA	NA
TRINITY_DN120813_c3_g2_i2	NA	NA	NA	NA
TRINITY_DN120814_c4_g2_i5	NAFCN1_HUMANFCN1_HUMANQ	NA	NA	NA
TRINITY_DN120814_c4_g7_i1	NAFCN1_HUMANFCN1_HUMANQ	NA	NA	NA
TRINITY_DN120815_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120815_c2_g4_i1	NA	NA	NA	NA
TRINITY_DN120816_c0_g3_i1	NA	NA	NA	NA
TRINITY_DN120816_c0_g5_i3	NA	NA	NA	NA
TRINITY_DN120816_c0_g6_i1	NA	NA	NA	NA
TRINITY_DN120817_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN120818_c1_g1_i4	NA	NA	NA	NA
TRINITY_DN120819_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120819_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120820_c6_g1_i2	NA	NA	NA	NA
TRINITY_DN120820_c7_g1_i4	NA	NA	NA	NA
TRINITY_DN120821_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN120822_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120822_c2_g2_i3	NA	NA	NA	NA
TRINITY_DN120822_c2_g3_i2	NA	NA	NA	NA
TRINITY_DN120823_c1_g2_i3	NA	NA	NA	NA
TRINITY_DN120824_c8_g1_i2	NAExpAA=1713PredHel=1Topology=o15-34i	NA	NA	NA
TRINITY_DN120825_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120827_c3_g1_i3	NASMKR1_HUMANSMKR1_HUMANQ	NA	NA	NA
TRINITY_DN120828_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN120831_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120831_c7_g2_i1	NA	NA	NA	NA
TRINITY_DN120831_c7_g3_i1	NA	NA	NA	NA
TRINITY_DN120831_c8_g1_i2	NA	NA	NA	NA
TRINITY_DN120832_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120833_c2_g1_i5	NA	NA	NA	NA
TRINITY_DN120833_c2_g4_i8	NA	NA	NA	NA
TRINITY_DN120834_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120836_c7_g1_i1	NASPB6_PONABSPB6_PONABQ	NA	NA	NA
TRINITY_DN120837_c5_g1_i5	NA	NA	NA	NA
TRINITY_DN120837_c5_g4_i1	NAKCRB_CHICKKCRB_CHICKQ	NA	NA	NA
TRINITY_DN120838_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN120839_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120839_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120841_c3_g1_i7	NAANR31_HUMANANR31_HUMANQ	NA	NA	NA
TRINITY_DN120842_c7_g2_i2	NA	NA	NA	NA
TRINITY_DN120842_c8_g2_i2	NA	NA	NA	NA
TRINITY_DN120843_c0_g1_i2	NA	NA	NA	NA
TRINITY_DN120844_c3_g2_i1	NA	NA	NA	NA
TRINITY_DN120844_c3_g3_i2	NA	NA	NA	NA
TRINITY_DN120844_c3_g6_i1	NA	NA	NA	NA
TRINITY_DN120845_c0_g2_i1	NA	NA	NA	NA
TRINITY_DN120849_c6_g3_i1	NASMLR1_HUMANSMLR1_HUMANQ	NA	NA	NA
TRINITY_DN120850_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120850_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120851_c8_g2_i2	NA	NA	NA	NA
TRINITY_DN120851_c8_g6_i1	NA	NA	NA	NA
TRINITY_DN120852_c5_g5_i1	NA	NA	NA	NA
TRINITY_DN120852_c5_g7_i1	NA	NA	NA	NA
TRINITY_DN120853_c1_g1_i8	NA	NA	NA	NA
TRINITY_DN120854_c5_g1_i9	NA	NA	NA	NA
TRINITY_DN120854_c6_g2_i2	NA	NA	NA	NA
TRINITY_DN120855_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120855_c6_g1_i2	NA	NA	NA	NA
TRINITY_DN120855_c7_g1_i3	NA	NA	NA	NA
TRINITY_DN120855_c8_g1_i2	NA	NA	NA	NA
TRINITY_DN120856_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN120856_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN120859_c2_g2_i1	NA	NA	NA	NA
TRINITY_DN12085_c0_g1_i1	NAYH24_CAEELYH24_CAEELQ	NA	NA	NA
TRINITY_DN120860_c1_g1_i1	NAHARB1_BOVINHARB1_BOVINQ	NA	NA	NA
TRINITY_DN120861_c4_g2_i3	NA	NA	NA	NA
TRINITY_DN120861_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN120862_c2_g1_i3	NA	NA	NA	NA
TRINITY_DN120864_c4_g1_i1	NANAA10_MOUSENAA10_MOUSEQ	NA	NA	NA
TRINITY_DN120864_c4_g3_i1	NA	NA	NA	NA
TRINITY_DN120865_c6_g1_i4	NA	NA	NA	NA
TRINITY_DN120866_c1_g1_i2	NA	NA	NA	NA
TRINITY_DN120867_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120867_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120868_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120868_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120868_c4_g1_i11	NA	NA	NA	NA
TRINITY_DN120869_c3_g1_i4	NA	NA	NA	NA
TRINITY_DN120870_c4_g3_i3	NA	NA	NA	NA
TRINITY_DN120871_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120871_c5_g2_i1	NA	NA	NA	NA
TRINITY_DN120871_c6_g1_i1	NA	NA	NA	NA
TRINITY_DN120873_c0_g1_i17	NA	NA	NA	NA
TRINITY_DN120875_c5_g1_i5	NAGP2_MOUSEGP2_MOUSEQ	NA	NA	NA
TRINITY_DN120875_c5_g2_i11	NA	NA	NA	NA
TRINITY_DN120876_c0_g1_i1	NACOCA1_CHICKCOCA1_CHICKQ	NA	NA	NA
TRINITY_DN120876_c2_g1_i1	NA	NA	NA	NA
TRINITY_DN120876_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120876_c4_g3_i1	NASYTC2_XENTRSYTC2_XENTRQ	NA	NA	NA
TRINITY_DN120877_c8_g1_i1	NA	NA	NA	NA
TRINITY_DN120878_c7_g2_i2	NA	NA	NA	NA
TRINITY_DN120878_c7_g3_i3	NA	NA	NA	NA
TRINITY_DN120879_c0_g1_i7	NASLPI_MOUSESLPI_MOUSEQ	NA	NA	NA
TRINITY_DN120879_c0_g2_i4	NAExpAA=4124PredHel=2Topology=i2-24o46-68i	NA	NA	NA
TRINITY_DN120881_c1_g1_i5	NA	NA	NA	NA
TRINITY_DN120882_c7_g3_i2	NA	NA	NA	NA
TRINITY_DN120882_c9_g2_i5	NA	NA	NA	NA
TRINITY_DN120883_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120883_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120883_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120883_c5_g6_i1	NA	NA	NA	NA
TRINITY_DN120884_c2_g1_i2	NA	NA	NA	NA
TRINITY_DN120884_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120885_c8_g2_i6	NA	NA	NA	NA
TRINITY_DN120885_c8_g3_i1	NA	NA	NA	NA
TRINITY_DN120885_c9_g1_i1	NA	NA	NA	NA
TRINITY_DN120886_c2_g3_i10	NA	NA	NA	NA
TRINITY_DN120887_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120888_c0_g1_i5	NAZNF22_RATZNF22_RATQ	NA	NA	NA
TRINITY_DN120889_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120889_c6_g1_i3	NA	NA	NA	NA
TRINITY_DN120890_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120890_c4_g1_i1	NA	NA	NA	NA
TRINITY_DN120890_c7_g1_i3	NA	NA	NA	NA
TRINITY_DN120890_c8_g1_i4	NA	NA	NA	NA
TRINITY_DN120891_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN120893_c10_g1_i1	NA	NA	NA	NA
TRINITY_DN120893_c8_g1_i2	NATC1A_CAEELTC1A_CAEELQ	NA	NA	NA
TRINITY_DN120894_c9_g2_i1	NA	NA	NA	NA
TRINITY_DN120896_c0_g1_i6	NA	NA	NA	NA
TRINITY_DN120898_c1_g1_i1	NA	NA	NA	NA
TRINITY_DN120899_c4_g1_i6	NA	NA	NA	NA
TRINITY_DN120900_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120900_c5_g1_i1	NA	NA	NA	NA
TRINITY_DN120900_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN120900_c7_g4_i3	NA	NA	NA	NA
TRINITY_DN120900_c7_g6_i1	NA	NA	NA	NA
TRINITY_DN120901_c0_g1_i1	NA	NA	NA	NA
TRINITY_DN120901_c1_g1_i5	NASC61B_PONABSC61B_PONABQ	NA	NA	NA
TRINITY_DN120902_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120902_c5_g1_i2	NA	NA	NA	NA
TRINITY_DN120903_c3_g1_i1	NA	NA	NA	NA
TRINITY_DN120903_c6_g1_i3	NATCB2_CAEBRTCB2_CAEBRQ	NA	NA	NA
TRINITY_DN120903_c7_g1_i1	NA	NA	NA	NA
TRINITY_DN120905_c1_g1_i1	NAPHLA2_XENLAPHLA2_XENLAQ	NA	NA	NA
TRINITY_DN120905_c2_g3_i8	NA	NA	NA	NA
TRINITY_DN120905_c3_g1_i2	NA	NA	NA	NA
TRINITY_DN120907_c7_g1_i3	NA	NA	NA	NA
TRINITY_DN120907_c9_g1_i2	NA	NA	NA	NA
TRINITY_DN120908_c5_g1_i6	NA	NA	NA	NA
TRINITY_DN120912_c1_g2_i1	NA	NA	NA	NA
TRINITY_DN120914_c7_g2_i1	NAExpAA=2323PredHel=1Topology=o20-42i	NA	NA	NA
TRINITY_DN120914_c8_g1_i4	NA	NA	NA	NA
TRINITY_DN120914_c9_g1_i3	NA	NA	NA	NA
