stage	sb	ID	Fa	trans	dnds	dn	ds
G46	M-bias	46_M-bias	RBH_pair_9057.fa	TRINITY_DN115043_c5_g2_i1	0.0275	0.0308	1.1212
G46	M-bias	46_M-bias	RBH_pair_5942.fa	TRINITY_DN134235_c5_g2_i1	0.0721	0.0813	1.1264
G46	M-bias	46_M-bias	RBH_pair_8904.fa	TRINITY_DN115368_c0_g1_i2	0.0936	0.1055	1.1281
G46	M-bias	46_M-bias	RBH_pair_10436.fa	TRINITY_DN138529_c2_g1_i5	0.0773	0.0872	1.1282
G46	M-bias	46_M-bias	RBH_pair_9406.fa	TRINITY_DN132393_c2_g1_i4	0.0041	0.0047	1.1333
G46	M-bias	46_M-bias	RBH_pair_7257.fa	TRINITY_DN118568_c3_g1_i4	0.0196	0.0222	1.1357
G46	M-bias	46_M-bias	RBH_pair_3123.fa	TRINITY_DN130875_c5_g1_i2	0.106	0.1204	1.1363
G46	M-bias	46_M-bias	RBH_pair_4262.fa	TRINITY_DN133267_c3_g1_i4	0.024	0.0273	1.1395
G46	M-bias	46_M-bias	RBH_pair_4967.fa	TRINITY_DN117863_c0_g1_i1	0.1098	0.1251	1.1396
G46	M-bias	46_M-bias	RBH_pair_991.fa	TRINITY_DN134786_c4_g2_i1	0.0624	0.0712	1.1408
G46	M-bias	46_M-bias	RBH_pair_5512.fa	TRINITY_DN142371_c0_g1_i10	0.062	0.0707	1.1414
G46	M-bias	46_M-bias	RBH_pair_3111.fa	TRINITY_DN118992_c0_g1_i2	0.0033	0.0038	1.1427
G46	M-bias	46_M-bias	RBH_pair_4493.fa	TRINITY_DN132389_c3_g1_i1	0.0565	0.0646	1.1428
G46	M-bias	46_M-bias	RBH_pair_4604.fa	TRINITY_DN123770_c1_g1_i4	0.1932	0.2208	1.1429
G46	M-bias	46_M-bias	RBH_pair_4951.fa	TRINITY_DN127245_c0_g1_i1	0.0137	0.0157	1.1455
G46	M-bias	46_M-bias	RBH_pair_3533.fa	TRINITY_DN132690_c0_g1_i1	0.0573	0.0656	1.1456
G46	M-bias	46_M-bias	RBH_pair_9361.fa	TRINITY_DN128702_c1_g1_i2	0.0769	0.0886	1.1515
G46	M-bias	46_M-bias	RBH_pair_5895.fa	TRINITY_DN116617_c4_g3_i5	0.0895	0.1038	1.1598
G46	M-bias	46_M-bias	RBH_pair_6858.fa	TRINITY_DN125317_c4_g1_i1	0.139	0.1613	1.1609
G46	M-bias	46_M-bias	RBH_pair_5166.fa	TRINITY_DN125077_c5_g1_i2	0.0212	0.0246	1.1618
G46	M-bias	46_M-bias	RBH_pair_1633.fa	TRINITY_DN122696_c0_g1_i3	0.0474	0.0551	1.1629
G46	M-bias	46_M-bias	RBH_pair_5183.fa	TRINITY_DN132872_c1_g3_i1	0.0053	0.0061	1.1642
G46	M-bias	46_M-bias	RBH_pair_6086.fa	TRINITY_DN127490_c4_g3_i3	0.0093	0.0109	1.1666
G46	M-bias	46_M-bias	RBH_pair_5456.fa	TRINITY_DN121322_c1_g1_i1	0.0494	0.0576	1.1679
G46	M-bias	46_M-bias	RBH_pair_5300.fa	TRINITY_DN117136_c14_g1_i2	0.0452	0.0528	1.1681
G46	M-bias	46_M-bias	RBH_pair_1483.fa	TRINITY_DN117966_c0_g1_i5	0.0374	0.0438	1.1711
G46	M-bias	46_M-bias	RBH_pair_9936.fa	TRINITY_DN141256_c5_g1_i2	0.0254	0.0298	1.1715
G46	M-bias	46_M-bias	RBH_pair_10457.fa	TRINITY_DN122943_c1_g1_i2	0.0261	0.0307	1.1757
G46	M-bias	46_M-bias	RBH_pair_9363.fa	TRINITY_DN132404_c1_g2_i1	0.1206	0.142	1.1774
G46	M-bias	46_M-bias	RBH_pair_4218.fa	TRINITY_DN120510_c4_g1_i5	0.0509	0.06	1.1778
G46	M-bias	46_M-bias	RBH_pair_8165.fa	TRINITY_DN112997_c0_g1_i4	0.0294	0.0347	1.1796
G46	M-bias	46_M-bias	RBH_pair_10676.fa	TRINITY_DN123892_c2_g2_i3	0.0526	0.062	1.1796
G46	M-bias	46_M-bias	RBH_pair_3699.fa	TRINITY_DN125635_c6_g2_i1	0.0596	0.0703	1.1804
G46	M-bias	46_M-bias	RBH_pair_1442.fa	TRINITY_DN115125_c8_g2_i1	0.1588	0.1875	1.1808
G46	M-bias	46_M-bias	RBH_pair_9005.fa	TRINITY_DN130312_c2_g1_i7	0.035	0.0415	1.1856
G46	M-bias	46_M-bias	RBH_pair_2599.fa	TRINITY_DN116629_c6_g1_i2	0.0089	0.0106	1.1877
G46	M-bias	46_M-bias	RBH_pair_8450.fa	TRINITY_DN137627_c1_g1_i3	0.0171	0.0203	1.189
G46	M-bias	46_M-bias	RBH_pair_8457.fa	TRINITY_DN118719_c2_g2_i4	0.0073	0.0087	1.1931
G46	M-bias	46_M-bias	RBH_pair_6222.fa	TRINITY_DN143112_c3_g1_i1	0.0075	0.009	1.1943
G46	M-bias	46_M-bias	RBH_pair_10548.fa	TRINITY_DN143116_c6_g2_i4	0.325	0.389	1.1968
G46	M-bias	46_M-bias	RBH_pair_2321.fa	TRINITY_DN126430_c3_g1_i4	0.0392	0.047	1.1992
G46	M-bias	46_M-bias	RBH_pair_8910.fa	TRINITY_DN114371_c2_g1_i3	0.0414	0.0497	1.1994
G46	M-bias	46_M-bias	RBH_pair_5415.fa	TRINITY_DN127138_c6_g1_i6	0.0513	0.0615	1.1999
G46	M-bias	46_M-bias	RBH_pair_8463.fa	TRINITY_DN120143_c3_g2_i2	0.0208	0.025	1.2007
G46	M-bias	46_M-bias	RBH_pair_3722.fa	TRINITY_DN113643_c0_g1_i4	0.0171	0.0206	1.2026
G46	M-bias	46_M-bias	RBH_pair_3094.fa	TRINITY_DN117983_c1_g1_i6	0.0146	0.0176	1.2042
G46	M-bias	46_M-bias	RBH_pair_8921.fa	TRINITY_DN135945_c1_g2_i4	0.0485	0.0584	1.2044
G46	M-bias	46_M-bias	RBH_pair_4855.fa	TRINITY_DN110786_c0_g1_i2	0.0641	0.0774	1.2079
G46	M-bias	46_M-bias	RBH_pair_10546.fa	TRINITY_DN130477_c1_g1_i3	0.0627	0.0758	1.2082
G46	M-bias	46_M-bias	RBH_pair_7071.fa	TRINITY_DN125792_c0_g1_i1	0.0133	0.0162	1.2173
G46	M-bias	46_M-bias	RBH_pair_3163.fa	TRINITY_DN131942_c6_g3_i2	0.052	0.0633	1.2183
G46	M-bias	46_M-bias	RBH_pair_2655.fa	TRINITY_DN132236_c0_g1_i4	0.0967	0.1179	1.2189
G46	M-bias	46_M-bias	RBH_pair_4582.fa	TRINITY_DN133728_c10_g1_i1	0.0518	0.0632	1.219
G46	M-bias	46_M-bias	RBH_pair_3100.fa	TRINITY_DN132818_c0_g2_i16	0.008	0.0097	1.2226
G46	M-bias	46_M-bias	RBH_pair_2361.fa	TRINITY_DN110790_c0_g1_i1	0.0743	0.0911	1.227
G46	M-bias	46_M-bias	RBH_pair_7579.fa	TRINITY_DN117018_c0_g1_i2	0.0846	0.1038	1.227
G46	M-bias	46_M-bias	RBH_pair_316.fa	TRINITY_DN141407_c0_g1_i5	0.0429	0.0527	1.2279
G46	M-bias	46_M-bias	RBH_pair_1268.fa	TRINITY_DN142034_c0_g1_i1	0.0958	0.1177	1.2281
G46	M-bias	46_M-bias	RBH_pair_10544.fa	TRINITY_DN115592_c0_g1_i1	0.0928	0.1142	1.2303
G46	M-bias	46_M-bias	RBH_pair_7871.fa	TRINITY_DN133838_c0_g1_i1	0.016	0.0197	1.232
G46	M-bias	46_M-bias	RBH_pair_5371.fa	TRINITY_DN115092_c0_g2_i1	0.06	0.0742	1.2372
G46	M-bias	46_M-bias	RBH_pair_49.fa	TRINITY_DN122993_c5_g1_i1	0.0451	0.0558	1.2391
G46	M-bias	46_M-bias	RBH_pair_1141.fa	TRINITY_DN137584_c0_g1_i1	0.0267	0.0332	1.24
G46	M-bias	46_M-bias	RBH_pair_8470.fa	TRINITY_DN124767_c4_g1_i2	0.0709	0.088	1.24
G46	M-bias	46_M-bias	RBH_pair_1558.fa	TRINITY_DN119133_c0_g1_i2	0.0489	0.0607	1.2418
G46	M-bias	46_M-bias	RBH_pair_5503.fa	TRINITY_DN114374_c0_g1_i2	0.0737	0.0918	1.2449
G46	M-bias	46_M-bias	RBH_pair_2884.fa	TRINITY_DN122031_c7_g1_i9	0.0154	0.0192	1.2454
G46	M-bias	46_M-bias	RBH_pair_5403.fa	TRINITY_DN118710_c4_g2_i2	0.0423	0.0527	1.2468
G46	M-bias	46_M-bias	RBH_pair_9587.fa	TRINITY_DN138368_c4_g2_i1	0.0444	0.0554	1.2476
G46	M-bias	46_M-bias	RBH_pair_7322.fa	TRINITY_DN116170_c0_g1_i3	0.0525	0.0655	1.248
G46	M-bias	46_M-bias	RBH_pair_3947.fa	TRINITY_DN133520_c4_g1_i1	0.0645	0.0805	1.2491
G46	M-bias	46_M-bias	RBH_pair_3482.fa	TRINITY_DN133864_c2_g1_i3	0.0603	0.0754	1.25
G46	M-bias	46_M-bias	RBH_pair_4378.fa	TRINITY_DN123043_c0_g1_i3	0.0985	0.1232	1.251
G46	M-bias	46_M-bias	RBH_pair_4738.fa	TRINITY_DN136546_c0_g1_i8	0.0574	0.0718	1.2515
G46	M-bias	46_M-bias	RBH_pair_3308.fa	TRINITY_DN123023_c7_g1_i1	0.0939	0.1176	1.2516
G46	M-bias	46_M-bias	RBH_pair_6380.fa	TRINITY_DN139040_c4_g1_i7	0.0203	0.0254	1.2518
G46	M-bias	46_M-bias	RBH_pair_3768.fa	TRINITY_DN138913_c0_g1_i2	0.0368	0.046	1.2523
G46	M-bias	46_M-bias	RBH_pair_2839.fa	TRINITY_DN117869_c1_g1_i5	0.2356	0.295	1.2525
G46	M-bias	46_M-bias	RBH_pair_2140.fa	TRINITY_DN124124_c1_g1_i1	0.1358	0.1702	1.2532
G46	M-bias	46_M-bias	RBH_pair_7193.fa	TRINITY_DN134020_c8_g1_i3	0.0106	0.0133	1.2563
G46	M-bias	46_M-bias	RBH_pair_10288.fa	TRINITY_DN113394_c0_g1_i2	0.0945	0.1187	1.2564
G46	M-bias	46_M-bias	RBH_pair_5070.fa	TRINITY_DN131421_c3_g2_i2	0.0893	0.1123	1.2584
G46	M-bias	46_M-bias	RBH_pair_8611.fa	TRINITY_DN135548_c2_g1_i5	0.0363	0.0457	1.2586
G46	M-bias	46_M-bias	RBH_pair_6106.fa	TRINITY_DN116608_c0_g1_i2	0.0796	0.1002	1.2592
G46	M-bias	46_M-bias	RBH_pair_5534.fa	TRINITY_DN130907_c6_g1_i2	0.0307	0.0386	1.2594
G46	M-bias	46_M-bias	RBH_pair_9958.fa	TRINITY_DN117322_c5_g1_i4	0.0466	0.0586	1.2596
G46	M-bias	46_M-bias	RBH_pair_4528.fa	TRINITY_DN124896_c0_g1_i18	0.1143	0.144	1.2596
G46	M-bias	46_M-bias	RBH_pair_2178.fa	TRINITY_DN141059_c6_g1_i3	0.069	0.0872	1.2634
G46	M-bias	46_M-bias	RBH_pair_8998.fa	TRINITY_DN123787_c0_g1_i8	0.1624	0.2059	1.2676
G46	M-bias	46_M-bias	RBH_pair_3089.fa	TRINITY_DN127236_c4_g1_i10	0.0068	0.0087	1.269
G46	M-bias	46_M-bias	RBH_pair_4467.fa	TRINITY_DN143146_c6_g1_i1	0.2027	0.2582	1.2742
G46	M-bias	46_M-bias	RBH_pair_3451.fa	TRINITY_DN124015_c4_g3_i3	0.088	0.1122	1.2744
G46	M-bias	46_M-bias	RBH_pair_4596.fa	TRINITY_DN124313_c0_g1_i1	0.0597	0.0763	1.2767
G46	M-bias	46_M-bias	RBH_pair_5792.fa	TRINITY_DN132938_c0_g1_i1	0.0321	0.0412	1.2825
G46	M-bias	46_M-bias	RBH_pair_632.fa	TRINITY_DN112600_c0_g1_i1	0.5026	0.6448	1.2828
G46	M-bias	46_M-bias	RBH_pair_2704.fa	TRINITY_DN117797_c3_g1_i4	0.7343	0.942	1.2828
G46	M-bias	46_M-bias	RBH_pair_6141.fa	TRINITY_DN120504_c4_g1_i1	0.0393	0.0505	1.2852
G46	M-bias	46_M-bias	RBH_pair_9526.fa	TRINITY_DN118167_c7_g2_i2	0.0538	0.0692	1.2869
G46	M-bias	46_M-bias	RBH_pair_7178.fa	TRINITY_DN103852_c0_g1_i1	0.1667	0.2147	1.288
G46	M-bias	46_M-bias	RBH_pair_8507.fa	TRINITY_DN115420_c1_g2_i4	0.0092	0.0119	1.2896
G46	M-bias	46_M-bias	RBH_pair_9972.fa	TRINITY_DN142344_c1_g1_i3	0.038	0.049	1.2903
G46	M-bias	46_M-bias	RBH_pair_9035.fa	TRINITY_DN142394_c3_g2_i1	0.0324	0.0418	1.2906
G46	M-bias	46_M-bias	RBH_pair_5380.fa	TRINITY_DN127649_c2_g1_i8	0.0486	0.0627	1.291
G46	M-bias	46_M-bias	RBH_pair_580.fa	TRINITY_DN141317_c3_g1_i1	0.0483	0.0625	1.2925
G46	M-bias	46_M-bias	RBH_pair_4475.fa	TRINITY_DN113750_c0_g1_i3	0.0964	0.1246	1.2927
G46	M-bias	46_M-bias	RBH_pair_8462.fa	TRINITY_DN123145_c1_g4_i1	0.019	0.0246	1.2931
G46	M-bias	46_M-bias	RBH_pair_4626.fa	TRINITY_DN139523_c0_g2_i3	0.1032	0.1338	1.2974
G46	M-bias	46_M-bias	RBH_pair_3342.fa	TRINITY_DN135147_c7_g1_i1	0.053	0.0688	1.2983
G46	M-bias	46_M-bias	RBH_pair_1125.fa	TRINITY_DN127949_c4_g1_i2	0.0442	0.0576	1.3024
G46	M-bias	46_M-bias	RBH_pair_7766.fa	TRINITY_DN113710_c0_g1_i2	0.0173	0.0225	1.3038
G46	M-bias	46_M-bias	RBH_pair_8166.fa	TRINITY_DN119546_c4_g1_i4	0.0202	0.0264	1.3061
G46	M-bias	46_M-bias	RBH_pair_7073.fa	TRINITY_DN140432_c1_g2_i10	0.0481	0.063	1.3087
G46	M-bias	46_M-bias	RBH_pair_8448.fa	TRINITY_DN122241_c2_g1_i3	0.0154	0.0202	1.3092
G46	M-bias	46_M-bias	RBH_pair_8104.fa	TRINITY_DN121279_c5_g3_i1	0.0245	0.0321	1.3122
G46	M-bias	46_M-bias	RBH_pair_493.fa	TRINITY_DN140376_c2_g5_i1	0.0697	0.0915	1.3122
G46	M-bias	46_M-bias	RBH_pair_5679.fa	TRINITY_DN116716_c1_g1_i3	0.0697	0.0916	1.3126
G46	M-bias	46_M-bias	RBH_pair_8509.fa	TRINITY_DN122954_c1_g1_i7	0.0053	0.007	1.3128
G46	M-bias	46_M-bias	RBH_pair_7181.fa	TRINITY_DN136893_c2_g1_i2	0.0292	0.0384	1.3137
G46	M-bias	46_M-bias	RBH_pair_1591.fa	TRINITY_DN116291_c2_g1_i2	0.0108	0.0142	1.3139
G46	M-bias	46_M-bias	RBH_pair_6656.fa	TRINITY_DN125495_c3_g1_i1	0.1112	0.1464	1.3158
G46	M-bias	46_M-bias	RBH_pair_9971.fa	TRINITY_DN122962_c2_g1_i4	0.0701	0.0924	1.318
G46	M-bias	46_M-bias	RBH_pair_6113.fa	TRINITY_DN140531_c1_g1_i1	0.0348	0.0459	1.3181
G46	M-bias	46_M-bias	RBH_pair_4968.fa	TRINITY_DN125838_c0_g1_i1	0.0572	0.0755	1.3194
G46	M-bias	46_M-bias	RBH_pair_5930.fa	TRINITY_DN116497_c0_g1_i5	0.0945	0.1247	1.3203
G46	M-bias	46_M-bias	RBH_pair_7323.fa	TRINITY_DN127844_c5_g2_i4	0.0228	0.0301	1.3221
G46	M-bias	46_M-bias	RBH_pair_4946.fa	TRINITY_DN136336_c3_g2_i1	0.0462	0.0611	1.3225
G46	M-bias	46_M-bias	RBH_pair_2396.fa	TRINITY_DN121737_c7_g1_i2	0.0288	0.0381	1.3233
G46	M-bias	46_M-bias	RBH_pair_2393.fa	TRINITY_DN123357_c0_g3_i9	0.0357	0.0472	1.3235
G46	M-bias	46_M-bias	RBH_pair_7450.fa	TRINITY_DN127390_c3_g3_i1	0.0394	0.0521	1.3236
G46	M-bias	46_M-bias	RBH_pair_8898.fa	TRINITY_DN123094_c2_g1_i2	0.0532	0.0704	1.3238
G46	M-bias	46_M-bias	RBH_pair_9208.fa	TRINITY_DN134125_c7_g2_i2	0.051	0.0676	1.3249
G46	M-bias	46_M-bias	RBH_pair_4181.fa	TRINITY_DN138225_c1_g1_i5	0.026	0.0345	1.3251
G46	M-bias	46_M-bias	RBH_pair_6717.fa	TRINITY_DN123864_c4_g1_i5	0.1163	0.1541	1.3254
G46	M-bias	46_M-bias	RBH_pair_8609.fa	TRINITY_DN129284_c2_g1_i6	0.0406	0.0538	1.3256
G46	M-bias	46_M-bias	RBH_pair_2701.fa	TRINITY_DN124065_c0_g1_i3	0.0545	0.0725	1.3291
G46	M-bias	46_M-bias	RBH_pair_2932.fa	TRINITY_DN126933_c0_g3_i5	0.0296	0.0394	1.33
G46	M-bias	46_M-bias	RBH_pair_8691.fa	TRINITY_DN120895_c0_g1_i1	0.0954	0.127	1.3314
G46	M-bias	46_M-bias	RBH_pair_8001.fa	TRINITY_DN138168_c3_g1_i8	0.0243	0.0323	1.3315
G46	M-bias	46_M-bias	RBH_pair_8039.fa	TRINITY_DN134900_c2_g1_i7	0.1611	0.2148	1.3336
G46	M-bias	46_M-bias	RBH_pair_8873.fa	TRINITY_DN118927_c0_g1_i1	0.066	0.088	1.3338
G46	M-bias	46_M-bias	RBH_pair_862.fa	TRINITY_DN116831_c2_g1_i1	0.0802	0.1071	1.335
G46	M-bias	46_M-bias	RBH_pair_2895.fa	TRINITY_DN142952_c3_g1_i2	0.0649	0.0868	1.3364
G46	M-bias	46_M-bias	RBH_pair_10522.fa	TRINITY_DN132857_c3_g1_i1	0.0442	0.0593	1.3412
G46	M-bias	46_M-bias	RBH_pair_948.fa	TRINITY_DN133900_c0_g1_i8	0.0836	0.1121	1.3421
G46	M-bias	46_M-bias	RBH_pair_8843.fa	TRINITY_DN116584_c0_g2_i1	0.0628	0.0844	1.3432
G46	M-bias	46_M-bias	RBH_pair_7468.fa	TRINITY_DN123915_c10_g1_i3	0.038	0.051	1.3442
G46	M-bias	46_M-bias	RBH_pair_3358.fa	TRINITY_DN113215_c0_g1_i3	0.0368	0.0496	1.3453
G46	M-bias	46_M-bias	RBH_pair_7014.fa	TRINITY_DN117194_c0_g3_i1	0.0694	0.0935	1.3464
G46	M-bias	46_M-bias	RBH_pair_10647.fa	TRINITY_DN140753_c0_g1_i3	0.1256	0.1692	1.3475
G46	M-bias	46_M-bias	RBH_pair_9635.fa	TRINITY_DN139936_c3_g1_i5	0.0346	0.0466	1.3476
G46	M-bias	46_M-bias	RBH_pair_851.fa	TRINITY_DN116089_c0_g1_i3	0.1387	0.1874	1.3509
G46	M-bias	46_M-bias	RBH_pair_5879.fa	TRINITY_DN132696_c0_g2_i1	0.0201	0.0272	1.3546
G46	M-bias	46_M-bias	RBH_pair_9165.fa	TRINITY_DN129713_c1_g1_i4	0.0748	0.1016	1.357
G46	M-bias	46_M-bias	RBH_pair_4358.fa	TRINITY_DN140757_c3_g3_i4	0.0529	0.0718	1.3572
G46	M-bias	46_M-bias	RBH_pair_10128.fa	TRINITY_DN116882_c0_g1_i3	0.0695	0.0944	1.3584
G46	M-bias	46_M-bias	RBH_pair_791.fa	TRINITY_DN128215_c4_g1_i3	0.0464	0.0631	1.3597
G46	M-bias	46_M-bias	RBH_pair_7360.fa	TRINITY_DN117326_c1_g2_i1	0.0566	0.0771	1.361
G46	M-bias	46_M-bias	RBH_pair_2224.fa	TRINITY_DN141959_c7_g3_i3	0.0581	0.0791	1.3616
G46	M-bias	46_M-bias	RBH_pair_3773.fa	TRINITY_DN128170_c2_g5_i4	0.0141	0.0193	1.3668
G46	M-bias	46_M-bias	RBH_pair_416.fa	TRINITY_DN114231_c0_g1_i2	0.1088	0.1487	1.3669
G46	M-bias	46_M-bias	RBH_pair_5917.fa	TRINITY_DN128100_c3_g1_i1	0.0237	0.0325	1.3684
G46	M-bias	46_M-bias	RBH_pair_1766.fa	TRINITY_DN125642_c0_g2_i13	0.1201	0.1644	1.3685
G46	M-bias	46_M-bias	RBH_pair_8736.fa	TRINITY_DN115840_c3_g2_i9	0.0522	0.0715	1.3709
G46	M-bias	46_M-bias	RBH_pair_8180.fa	TRINITY_DN113783_c5_g3_i2	0.0591	0.081	1.3712
G46	M-bias	46_M-bias	RBH_pair_3776.fa	TRINITY_DN115957_c6_g1_i8	0.4659	0.6392	1.372
G46	M-bias	46_M-bias	RBH_pair_1518.fa	TRINITY_DN128741_c0_g1_i6	0.0527	0.0724	1.3748
G46	M-bias	46_M-bias	RBH_pair_8546.fa	TRINITY_DN131680_c1_g1_i2	0.1201	0.1654	1.3767
G46	M-bias	46_M-bias	RBH_pair_2420.fa	TRINITY_DN129139_c2_g2_i2	0.0783	0.1078	1.3768
G46	M-bias	46_M-bias	RBH_pair_6762.fa	TRINITY_DN135826_c0_g1_i1	0.0615	0.0847	1.377
G46	M-bias	46_M-bias	RBH_pair_2708.fa	TRINITY_DN138618_c4_g3_i1	0.1012	0.1394	1.3775
G46	M-bias	46_M-bias	RBH_pair_2633.fa	TRINITY_DN129281_c4_g3_i2	0.0479	0.0662	1.3804
G46	M-bias	46_M-bias	RBH_pair_7828.fa	TRINITY_DN123782_c5_g2_i3	0.0665	0.092	1.3824
G46	M-bias	46_M-bias	RBH_pair_4090.fa	TRINITY_DN124427_c2_g1_i1	0.0898	0.1242	1.3834
G46	M-bias	46_M-bias	RBH_pair_10087.fa	TRINITY_DN141280_c0_g1_i1	0.0736	0.1019	1.3844
G46	M-bias	46_M-bias	RBH_pair_2445.fa	TRINITY_DN129230_c0_g1_i12	0.0844	0.1169	1.385
G46	M-bias	46_M-bias	RBH_pair_6968.fa	TRINITY_DN114106_c0_g1_i2	0.0941	0.1303	1.3853
G46	M-bias	46_M-bias	RBH_pair_1140.fa	TRINITY_DN118398_c2_g1_i2	0.1452	0.2013	1.3856
G46	M-bias	46_M-bias	RBH_pair_9026.fa	TRINITY_DN117476_c6_g1_i7	0.1212	0.1681	1.387
G46	M-bias	46_M-bias	RBH_pair_3837.fa	TRINITY_DN130195_c3_g1_i9	0.1446	0.2007	1.3878
G46	M-bias	46_M-bias	RBH_pair_5406.fa	TRINITY_DN126130_c0_g1_i4	0.0459	0.0636	1.3879
G46	M-bias	46_M-bias	RBH_pair_4077.fa	TRINITY_DN128839_c0_g1_i1	0.0863	0.1198	1.3885
G46	M-bias	46_M-bias	RBH_pair_7901.fa	TRINITY_DN111682_c0_g2_i1	0.0519	0.0721	1.3895
G46	M-bias	46_M-bias	RBH_pair_6037.fa	TRINITY_DN120517_c6_g1_i2	0.0564	0.0784	1.3916
G46	M-bias	46_M-bias	RBH_pair_503.fa	TRINITY_DN133872_c2_g2_i2	0.1127	0.157	1.3928
G46	M-bias	46_M-bias	RBH_pair_4601.fa	TRINITY_DN126062_c5_g2_i3	0.099	0.1379	1.393
G46	M-bias	46_M-bias	RBH_pair_7333.fa	TRINITY_DN142686_c3_g1_i9	0.0327	0.0456	1.394
G46	M-bias	46_M-bias	RBH_pair_6765.fa	TRINITY_DN134326_c7_g1_i6	0.1008	0.1405	1.3942
G46	M-bias	46_M-bias	RBH_pair_8443.fa	TRINITY_DN139995_c3_g1_i6	0.0193	0.0269	1.3947
G46	M-bias	46_M-bias	RBH_pair_7629.fa	TRINITY_DN131064_c1_g1_i1	0.0552	0.0769	1.3948
G46	M-bias	46_M-bias	RBH_pair_585.fa	TRINITY_DN120937_c5_g1_i2	0.421	0.5875	1.3953
G46	M-bias	46_M-bias	RBH_pair_4376.fa	TRINITY_DN135321_c3_g3_i6	0.008	0.0112	1.3966
G46	M-bias	46_M-bias	RBH_pair_2184.fa	TRINITY_DN129235_c2_g2_i2	0.0123	0.0172	1.3978
G46	M-bias	46_M-bias	RBH_pair_5389.fa	TRINITY_DN130083_c1_g1_i2	0.1138	0.159	1.398
G46	M-bias	46_M-bias	RBH_pair_4783.fa	TRINITY_DN137544_c0_g1_i9	0.0533	0.0747	1.4002
G46	M-bias	46_M-bias	RBH_pair_5433.fa	TRINITY_DN132032_c4_g1_i12	0.0102	0.0143	1.401
G46	M-bias	46_M-bias	RBH_pair_5212.fa	TRINITY_DN141054_c1_g1_i1	0.0391	0.0548	1.4028
G46	M-bias	46_M-bias	RBH_pair_9488.fa	TRINITY_DN141795_c0_g3_i2	0.0935	0.1315	1.4063
G46	M-bias	46_M-bias	RBH_pair_9982.fa	TRINITY_DN142123_c3_g1_i7	0.0295	0.0415	1.407
G46	M-bias	46_M-bias	RBH_pair_4558.fa	TRINITY_DN130640_c1_g1_i1	0.0864	0.1216	1.4071
G46	M-bias	46_M-bias	RBH_pair_8377.fa	TRINITY_DN118624_c6_g1_i3	0.11	0.1548	1.4075
G46	M-bias	46_M-bias	RBH_pair_10746.fa	TRINITY_DN115130_c3_g1_i1	0.1283	0.1813	1.4128
G46	M-bias	46_M-bias	RBH_pair_7726.fa	TRINITY_DN121710_c0_g2_i1	0.0247	0.0349	1.4131
G46	M-bias	46_M-bias	RBH_pair_6937.fa	TRINITY_DN141758_c1_g4_i1	0.1428	0.202	1.415
G46	M-bias	46_M-bias	RBH_pair_9252.fa	TRINITY_DN117099_c0_g2_i1	0.0648	0.0917	1.4155
G46	M-bias	46_M-bias	RBH_pair_7358.fa	TRINITY_DN116425_c10_g1_i2	0.0272	0.0387	1.419
G46	M-bias	46_M-bias	RBH_pair_4284.fa	TRINITY_DN141982_c3_g1_i3	0.0754	0.107	1.4204
G46	M-bias	46_M-bias	RBH_pair_7324.fa	TRINITY_DN114731_c0_g1_i1	0.0318	0.0452	1.4206
G46	M-bias	46_M-bias	RBH_pair_9710.fa	TRINITY_DN142471_c3_g1_i1	0.0491	0.0698	1.4217
G46	M-bias	46_M-bias	RBH_pair_8089.fa	TRINITY_DN133941_c6_g1_i2	0.0029	0.0041	1.4256
G46	M-bias	46_M-bias	RBH_pair_5185.fa	TRINITY_DN129603_c3_g3_i1	0.025	0.0356	1.4264
G46	M-bias	46_M-bias	RBH_pair_8476.fa	TRINITY_DN143511_c7_g1_i4	0.0368	0.0525	1.4265
G46	M-bias	46_M-bias	RBH_pair_10438.fa	TRINITY_DN122634_c3_g1_i6	0.0716	0.1023	1.4285
G46	M-bias	46_M-bias	RBH_pair_4849.fa	TRINITY_DN130947_c0_g2_i1	0.0533	0.0762	1.4308
G46	M-bias	46_M-bias	RBH_pair_4711.fa	TRINITY_DN137886_c1_g3_i4	0.0251	0.0359	1.4312
G46	M-bias	46_M-bias	RBH_pair_6116.fa	TRINITY_DN125802_c0_g1_i1	0.0355	0.0509	1.4313
G46	M-bias	46_M-bias	RBH_pair_5777.fa	TRINITY_DN118617_c0_g2_i1	0.0537	0.0769	1.4315
G46	M-bias	46_M-bias	RBH_pair_209.fa	TRINITY_DN139571_c1_g2_i2	0.1065	0.1529	1.4349
G46	M-bias	46_M-bias	RBH_pair_6927.fa	TRINITY_DN118697_c0_g1_i1	0.0539	0.0774	1.4361
G46	M-bias	46_M-bias	RBH_pair_7085.fa	TRINITY_DN124679_c0_g1_i3	0.0711	0.1021	1.4365
G46	M-bias	46_M-bias	RBH_pair_7980.fa	TRINITY_DN128541_c4_g1_i7	0.0186	0.0267	1.4383
G46	M-bias	46_M-bias	RBH_pair_17.fa	TRINITY_DN125177_c0_g1_i3	0.0623	0.0896	1.4389
G46	M-bias	46_M-bias	RBH_pair_4846.fa	TRINITY_DN136871_c3_g4_i2	0.0361	0.0519	1.44
G46	M-bias	46_M-bias	RBH_pair_7300.fa	TRINITY_DN126694_c2_g3_i1	0.0463	0.0667	1.44
