gid	gname	chr	start	end	logCPM	logFC.XY43.XX43	logFC.XY43.XYa43	logFC.XYa43.F43	logFC.M43.F43	PV.XY43.XX43	PV.XY43.XYa43	PV.XYa43.F43	PV.M43.F43	FDR.XY43.XX43	FDR.XY43.XYa43	FDR.XYa43.F43	FDR.M43.F43	Tv1_431	Tv1_432	Tv2_431	Tv3_431	Tv5_431	Tv5_432	Tv5_433	Tv5_434	Tv6_431	Tv6_432	Tv6_433
TRINITY_DN120567_c1_g1_i5	ID=Xetrov90011991mgName=dhx9]DHX9_XENLADHX9_XENLAQ	Chr04	89969812	89969812	5.94085672	-0.603602092	-0.334408474	-0.269193618	-0.469005283	0.133176902	0.385124703	0.37329908	0.200679043	0.788726022	1	0.999972759	0.94351197	6.03305932	5.497560287	5.563954831	5.609105579	5.738121531	5.976136203	6.394665667	6.201015984	5.55220704	6.126983336	6.287540955
TRINITY_DN120594_c1_g10_i1	ID=Xetrov90011236mgName=thap11]THA11_XENTRTHA11_XENTRQ	Chr04	43957999	43957999	1.48690764	-0.61052714	-0.433698243	-0.176828897	-0.522112692	0.205413118	0.350585994	0.622005378	0.236954746	0.911128884	1	0.999972759	0.979058562	0.931687744	1.096978869	1.979782537	1.033669647	1.745865115	1.274224699	1.530683168	1.43437728	1.577398363	1.542356362	1.801421456
TRINITY_DN120674_c2_g3_i3	ID=Xetrov90011934mgName=tmem59]TMM59_HUMANTMM59_HUMANQ	Chr04	87303247	87303247	5.358930369	-0.06822889	-0.156718732	0.088489842	-0.112473811	0.863616198	0.684460161	0.773171458	0.755328156	0.999969	1	0.999972759	0.999992197	5.379018287	5.223484425	4.931421812	5.299085692	5.657208619	5.103160091	5.356110391	6.082469437	5.305212027	5.18484581	5.046910048
TRINITY_DN120681_c5_g1_i1	ID=Xetrov90011046mgName=ehd1]EHD1_BOVINEHD1_BOVINQ	Chr04	38542884	38542884	4.759316692	-0.447673546	-0.178275243	-0.269398303	-0.312974394	0.278254275	0.651924402	0.389043269	0.403753492	0.971109384	1	0.999972759	0.999992197	4.939414866	4.432077618	4.123415092	4.576586504	4.549617055	4.900264717	5.013251127	5.150831183	3.915695862	4.931922692	5.23536313
TRINITY_DN120733_c0_g1_i1	ID=Xetrov90010195mgName=fjx1]FJX1_MOUSEFJX1_MOUSEQ	Chr04	4140356	4140356	0.793159852	0.772311007	0.868507519	-0.096196511	0.820409263	0.252762346	0.177170044	0.858627026	0.165020277	0.955216467	1	0.999972759	0.893958669	1.052980215	0.855543388	1.083912786	1.807058461	-1.395251841	0.011158494	0.644179143	0.614774671	-0.437614533	1.285958588	1.002103364
TRINITY_DN120741_c7_g1_i5	ID=Xetrov90010929mgName=LOC100489423]TLR5_HUMANTLR5_HUMANQ	Chr04	35460428	35460428	3.451872307	0.648438485	1.715393428	-1.066954944	1.181915957	0.389884919	0.01452269	0.073543601	0.066220579	0.999969	0.418918214	0.999972759	0.629691896	1.673637631	3.738360853	3.172949951	4.709905605	4.979930332	2.245666677	1.251720471	1.376384719	3.423442783	1.847090219	3.695832196
TRINITY_DN120764_c6_g1_i4	ID=Xetrov90010925mgName=MGC89853]UBIM_PONABUBIM_PONABQ	Chr04	35432353	35432353	8.870740444	-0.032176598	0.284933769	-0.317110366	0.126378585	0.926710383	0.39219405	0.239837282	0.686241378	0.999969	1	0.999972759	0.999992197	8.898347055	8.92180888	8.254401077	9.036858695	8.759743659	8.796873691	9.157707549	8.957120806	8.446191391	8.980724878	9.119591495
TRINITY_DN120821_c1_g2_i2	ID=Xetrov90011782mgName=raver2]RAVR2_HUMANRAVR2_HUMANQ	Chr04	78996780	78996780	4.794104822	-0.454265901	-0.486686505	0.032420604	-0.470476203	0.245598951	0.200596563	0.913038267	0.19020088	0.950619125	1	0.999972759	0.930035647	4.501652744	4.406678854	4.998575501	4.389357053	4.611889508	4.40997926	4.927550538	4.647574973	5.541051722	4.94185054	4.899419571
TRINITY_DN120829_c0_g1_i1	ID=Xetrov90010718mgName=mcoln2-like]MCLN2_HUMANMCLN2_HUMANQ	Chr04	25221375	25221375	2.923045392	-0.922847873	-0.995603075	0.072755202	-0.959225474	0.146693846	0.109482281	0.877144378	0.105227386	0.819532087	1	0.999972759	0.76684361	2.720727713	2.241521552	3.851554109	1.949458296	2.848842788	1.098982965	2.893900147	2.068136338	3.915695862	3.013791723	3.266402062
TRINITY_DN120855_c9_g1_i2	ID=Xetrov90012708mgName=xpc-like]XPC_MOUSEXPC_MOUSEQ	Chr04	122474147	122474147	4.610545704	-0.223366597	-0.064779748	-0.158586849	-0.144073173	0.555241088	0.858644316	0.584215234	0.674253354	0.999969	1	0.999972759	0.999992197	4.103333957	4.601154062	4.451298711	4.387083426	4.167714353	4.495626755	5.055489809	4.638351751	4.97776322	4.740442097	4.78122388
TRINITY_DN120858_c3_g1_i4	ID=Xetrov90012375mgName=LOC101734319]GT252_HUMANGT252_HUMANQ	Chr04	109606044	109606044	3.488274458	-0.589822638	-0.247053089	-0.34276955	-0.418437864	0.164900598	0.542585335	0.282601507	0.27869282	0.851961782	1	0.999972759	0.999992197	3.451802997	2.970269573	3.19107704	3.302834614	2.892069115	3.590502197	4.094597193	3.612714698	3.03090957	3.788752424	3.896690111
TRINITY_DN120903_c7_g3_i2	ID=Xetrov90012484mgName=LOC100486372-like]PRVA_PELESPRVA_PELESQ	Chr04	112981744	112981744	6.571455709	2.909180459	2.081510918	0.82766954	2.495345688	4.49E-06	0.000444056	0.108927074	1.16E-06	0.003939727	0.065502172	0.999972759	0.001535592	6.752370097	7.857565357	6.550698158	8.371567111	4.846591572	4.93199022	3.36615292	5.111378562	6.050592513	6.42028738	4.673582151
TRINITY_DN120931_c6_g2_i1	ID=Xetrov90012255mgName=emp1]EMP1_RABITEMP1_RABITQ	Chr04	104120278	104120278	8.073912644	0.653454334	0.378894099	0.274560235	0.516174216	0.12815623	0.362935188	0.421214413	0.176936797	0.779699244	1	0.999972759	0.913537773	8.422948446	8.518833869	8.489754555	8.408886871	8.433567468	7.800497065	7.126807529	7.946380007	7.542889659	7.973676392	7.337761582
TRINITY_DN120943_c0_g1_i1	ID=Xetrov90012570mgName=gnai2]GNAI2_HUMANGNAI2_HUMANQ	Chr04	116547556	116547556	5.031049042	-0.255964167	-0.149242198	-0.106721969	-0.202603182	0.486215293	0.673416558	0.704269197	0.543771779	0.999969	1	0.999972759	0.999992197	4.724956098	4.706383663	4.729185742	5.012407252	4.866853488	5.250927079	5.455024378	5.202853665	5.084796522	5.197331813	4.891433753
TRINITY_DN120988_c1_g1_i1	ID=Xetrov90012697mgName=trh]TRHA_XENLATRHA_XENLAQ	Chr04	121804865	121804865	2.722241098	0.520931939	0.326848308	0.194083631	0.423890124	0.233658624	0.439126467	0.574562866	0.277250974	0.938486552	1	0.999972759	0.999992197	2.606474622	3.16461921	3.019098918	2.918087948	2.595984169	2.647117925	2.477729079	1.872245931	3.144773088	2.590176831	2.449585333
TRINITY_DN121082_c4_g1_i2	ID=Xetrov90011799mgName=mier1-like]MIER1_XENLAMIER1_XENLAQ	Chr04	79838756	79838756	3.792763814	-0.327452376	-0.189244062	-0.138208314	-0.258348219	0.363868788	0.585623826	0.614525224	0.430617934	0.999969	1	0.999972759	0.999992197	3.598499169	3.621791374	3.86290603	3.546412455	3.625025835	3.759164949	4.011206634	3.952414292	3.656900426	3.904959662	4.062339949
TRINITY_DN121105_c4_g1_i3	ID=Xetrov90010777mgName=gins3]PSF3_PONABPSF3_PONABQ	Chr04	27811257	27811257	2.636103564	-1.285921861	-0.948614821	-0.337307041	-1.117268341	0.012157901	0.054046113	0.361324796	0.018622272	0.222197079	0.783720141	0.999972759	0.320995441	2.658373826	1.729568762	2.812144792	1.649048331	1.676919256	2.456680447	3.526667713	2.585850154	2.586101208	3.004348379	3.061024643
TRINITY_DN121159_c4_g1_i1	ID=Xetrov90010221mgName=arhgap1]RHG01_MOUSERHG01_MOUSEQ	Chr04	4992929	4992929	1.842270234	0.705758852	0.978317495	-0.272558643	0.842038174	0.212466321	0.06880422	0.545250763	0.088341672	0.920415058	0.868198863	0.999972759	0.709671647	2.106196775	1.484554885	1.871547555	3.067547313	1.155135715	1.430467117	1.108013245	0.664083523	1.143944442	2.133618992	2.359829826
TRINITY_DN121181_c4_g4_i1	ID=Xetrov90012505mgName=Xetrov90012505mg]OMD_BOVINOMD_BOVINQ	Chr04	113694781	113694781	3.935378347	0.27692636	0.160734548	0.116191812	0.218830454	0.54531913	0.716734642	0.746137354	0.594666178	0.999969	1	0.999972759	0.999992197	4.375541879	3.565522589	4.048340434	4.494480494	3.23195914	4.20235151	3.702711207	3.889019282	2.710804296	4.230664422	3.974350258
TRINITY_DN121200_c2_g2_i2	ID=Xetrov90012506mgName=ogn]MIME_BOVINMIME_BOVINQ	Chr04	113709111	113709111	8.557823385	0.267940004	-0.02144537	0.289385375	0.123247317	0.451855933	0.950829408	0.301035586	0.701977059	0.999969	1	0.999972759	0.999992197	8.636735186	8.549618684	9.006727682	8.723426868	8.587069994	8.6509047	8.200990406	8.717776994	8.169609108	8.45951151	8.198132042
TRINITY_DN121205_c0_g1_i6	ID=Xetrov90011719mgName=elovl1]ELOV1_HUMANELOV1_HUMANQ	Chr04	75102191	75102191	5.587019664	0.121270777	0.005733072	0.115537705	0.063501925	0.760816984	0.988161364	0.709713942	0.859962049	0.999969	1	0.999972759	0.999992197	5.128382978	5.345461287	5.874122955	5.871483903	5.810719253	5.836438984	5.34713639	5.855206243	5.261218214	5.699664991	5.073623087
TRINITY_DN121279_c6_g1_i1	ID=Xetrov90011615mgName=rrad]RAD_MOUSERAD_MOUSEQ	Chr04	69542809	69542809	2.979919863	0.653149286	0.720636705	-0.067487419	0.686892995	0.170441379	0.113656396	0.858149391	0.10145954	0.865613138	1	0.999972759	0.757425604	2.849099524	3.322349097	3.303656906	3.682420515	3.053081127	3.313770252	2.743952383	2.248684478	1.602144794	2.790260382	2.854716545
TRINITY_DN121291_c0_g4_i1	ID=Xetrov90010512mgName=pkp3]PKP3_MOUSEPKP3_MOUSEQ	Chr04	13951571	13951571	5.414067907	0.426822605	0.067203596	0.359619009	0.247013101	0.296314236	0.86629759	0.265778417	0.50223977	0.983328694	1	0.999972759	0.999992197	6.118916491	5.534671513	5.541170655	5.639031381	4.818058368	5.191003534	4.924872381	5.660144396	4.729451762	5.485604378	5.316630357
TRINITY_DN121294_c6_g1_i2	ID=Xetrov90011980mgName=angptl1]ANGL1_HUMANANGL1_HUMANQ	Chr04	89574223	89574223	4.400034953	-0.165912269	0.121025874	-0.286938143	-0.022443198	0.65428221	0.732249975	0.312566908	0.946318739	0.999969	1	0.999972759	0.999992197	4.176350247	4.211481049	4.471832842	4.546341686	4.248340307	4.326901513	4.857654747	4.475258055	3.784004957	4.254758469	4.74844042
TRINITY_DN121318_c0_g1_i1	ID=Xetrov90012535mgName=usp4]UBP4_BOVINUBP4_BOVINQ	Chr04	115415191	115415191	6.754974173	-0.153948066	-0.132199696	-0.021748371	-0.143073881	0.688856799	0.722034745	0.941398387	0.681819472	0.999969	1	0.999972759	0.999992197	6.703028214	6.592536746	6.734577443	6.681844149	6.543609586	6.745842428	6.794821773	6.894305539	6.764540229	6.925168272	6.874877213
TRINITY_DN121327_c2_g2_i1	ID=Xetrov90012480mgName=tst]THTR_RATTHTR_RATQ	Chr04	112891642	112891642	4.060329229	0.157688094	0.126294079	0.031394015	0.141991086	0.753286314	0.79428642	0.935991381	0.753066275	0.999969	1	0.999972759	0.999992197	4.262712202	4.354499197	3.596676794	3.967514322	4.271908691	4.089658878	3.848327713	3.947443953	4.245204379	4.743283311	2.093620986
TRINITY_DN121436_c0_g1_i2	ID=Xetrov90010720mgName=neto2]NETO2_RATNETO2_RATQ	Chr04	25306454	25306454	3.007047143	0.44049642	0.356032939	0.084463481	0.39826468	0.310807148	0.395281207	0.805071925	0.304222684	0.987557704	1	0.999972759	0.999992197	3.07594499	3.482866672	3.261390156	3.134136163	3.222313651	2.950543119	2.662697874	2.086338364	3.178073828	2.664004264	2.895214689
TRINITY_DN121544_c0_g1_i1	ID=Xetrov90010389mgName=eif3m]EIF3M_XENLAEIF3M_XENLAQ	Chr04	9547215	9547215	7.620607037	-0.292629124	-0.200319281	-0.092309843	-0.246474203	0.437135008	0.581249666	0.74847207	0.471702016	0.999969	1	0.999972759	0.999992197	7.562322668	7.410284883	7.476808447	7.429061701	7.605639043	7.754106659	7.834536356	7.847628458	7.411019222	7.556447027	7.829980363
TRINITY_DN121566_c1_g2_i3	ID=Xetrov90012053mgName=LOC100489839-like]FRRS1_DANREFRRS1_DANREQ	Chr04	93699303	93699303	2.909684063	-0.556581598	-0.174756979	-0.381824619	-0.365669288	0.312447813	0.73938658	0.357473782	0.464544296	0.988369668	1	0.999972759	0.999992197	3.150325237	1.938950156	2.764518002	3.067547313	3.163045932	2.751561033	3.43553044	3.325315186	1.092476096	3.157038877	2.846478687
TRINITY_DN121606_c4_g2_i1	ID=Xetrov90011237mgName=edc4-like]EDC4_XENLAEDC4_XENLAQ	Chr04	43966522	43966522	5.318244537	-0.458075698	-0.388999729	-0.069075969	-0.423537714	0.196879542	0.257072893	0.797446083	0.192094354	0.901585984	1	0.999972759	0.932805354	5.394402994	4.934553894	5.49175401	4.997580364	5.121572058	5.242517457	5.453166885	5.143243866	5.47140615	5.547056229	5.534835563
TRINITY_DN121616_c3_g1_i5	ID=Xetrov90011110mgName=LOC100487418]BAD_RATBAD_RATQ	Chr04	40013655	40013655	4.556606055	-0.63843078	-0.438631202	-0.199799578	-0.538530991	0.079190167	0.209887942	0.464002082	0.105653023	0.634260399	1	0.999972759	0.767874572	4.271070731	3.92435683	4.55641928	4.273507724	4.508542233	4.890878486	4.572939387	4.499231538	4.443093124	4.883809347	4.971265308
TRINITY_DN121840_c4_g1_i1	ID=Xetrov90010976mgName=ccs]CCS_HUMANCCS_HUMANQ	Chr04	36764847	36764847	2.896555059	-0.553713222	-0.308937916	-0.244775306	-0.431325569	0.175497944	0.431094095	0.425195855	0.247201221	0.872299391	1	0.999972759	0.989958424	2.826592838	2.585048406	3.107649069	2.505221416	2.969064241	2.640732251	3.158413295	2.782868731	2.856763961	3.199035761	3.039505438
TRINITY_DN121853_c1_g4_i4	ID=Xetrov90011245mgName=rpgrip1l]FTM_HUMANFTM_HUMANQ	Chr04	44179853	44179853	3.695107392	-0.226698784	-0.205746639	-0.020952145	-0.216222711	0.520061213	0.545931343	0.93805875	0.500043459	0.999969	1	0.999972759	0.999992197	3.637811367	3.500981661	3.86290603	3.534135335	3.710302647	3.695895517	3.733646327	3.677183198	3.72607989	3.744061628	3.784742651
TRINITY_DN121930_c0_g1_i3	ID=Xetrov90012240mgName=edem3-like]EDEM3_XENLAEDEM3_XENLAQ	Chr04	103857337	103857337	3.602157806	-0.058140526	0.045072465	-0.103212991	-0.00653403	0.876349715	0.900191823	0.72026388	0.984539224	0.999969	1	0.999972759	0.999992197	3.870138118	3.35591321	3.479883103	3.806703993	3.650423169	3.573839914	3.416591168	3.495017777	3.307850166	3.738376667	3.801885633
TRINITY_DN121958_c0_g1_i1	ID=Xetrov90010399mgName=mpped2]MPPD2_PONABMPPD2_PONABQ	Chr04	10385465	10385465	3.739339643	-0.29467614	-0.335941145	0.041265006	-0.315308642	0.415308644	0.338555642	0.881119236	0.340093547	0.999969	1	0.999972759	0.999992197	3.669772556	3.605139968	3.790445312	3.336216949	3.72061637	3.941668499	3.936059996	3.962303892	3.653944695	3.632019704	3.767393514
TRINITY_DN121967_c4_g4_i3	ID=Xetrov90012477mgName=mpst]THTM_HUMANTHTM_HUMANQ	Chr04	112841175	112841175	2.318581314	0.053430108	0.316481673	-0.263051565	0.18495589	0.905372965	0.461012099	0.45003004	0.645498501	0.999969	1	0.999972759	0.999992197	2.423617821	2.429803629	2.401697795	2.513583205	2.037463085	1.988389279	1.996329602	1.829661087	2.078425715	2.471829113	2.965364252
TRINITY_DN121988_c4_g1_i1	ID=Xetrov90011922mgName=cpt2]CPT2_XENLACPT2_XENLAQ	Chr04	86990194	86990194	4.180891474	0.321720564	0.214768768	0.106951796	0.268244666	0.355857764	0.523647333	0.695621745	0.390549312	0.999969	1	0.999972759	0.999992197	4.567603457	4.502702806	4.201497665	4.268575721	4.192625741	4.160558575	4.046129587	4.087316766	3.753953478	4.054283566	3.974350258
TRINITY_DN122014_c4_g2_i7	ID=Xetrov90011595mgName=ca5b]CAH5B_HUMANCAH5B_HUMANQ	Chr04	68234606	68234606	4.744420844	0.059670643	0.133426895	-0.073756252	0.096548769	0.877938653	0.721066527	0.806557426	0.782336219	0.999969	1	0.999972759	0.999992197	4.131149912	4.770013172	4.466261547	4.879621437	5.19368102	5.053546685	4.506426176	5.134523503	4.410189081	4.697138447	4.559778479
TRINITY_DN122121_c0_g1_i3	ID=Xetrov90010759mgName=il34]IL34_MOUSEIL34_MOUSEQ	Chr04	27120439	27120439	3.019483836	-1.384086027	-1.017185742	-0.366900286	-1.200635884	0.112675013	0.223269258	0.560089466	0.137363306	0.742969861	1	0.999972759	0.842190152	3.743708632	1.218730755	2.447658269	2.496810879	1.559257202	3.977582078	1.868365613	2.095353977	0.327303969	4.274533953	3.943785999
TRINITY_DN122147_c0_g1_i1	ID=Xetrov90012101mgName=lmo41]LMO42_XENTRLMO42_XENTRQ	Chr04	96287951	96287951	4.425309897	-0.174378324	-0.090943419	-0.083434905	-0.132660871	0.609314871	0.782087543	0.749958031	0.667915468	0.999969	1	0.999972759	0.999992197	4.26689752	4.380824918	4.443758693	4.256171441	4.27424449	4.249277609	4.555731043	4.471800519	4.587955669	4.70881377	4.400093239
TRINITY_DN122171_c1_g2_i1	ID=Xetrov90012027mgName=alg14-like]ALG14_HUMANALG14_HUMANQ	Chr04	91532368	91532368	3.103539443	-0.335477079	-0.347155915	0.011678836	-0.341316497	0.490980351	0.462211273	0.974887719	0.443199405	0.999969	1	0.999972759	0.999992197	3.056734906	2.785560481	2.972698614	2.85368121	2.689959249	2.59522317	3.078732585	2.826836236	3.954650436	2.734236915	3.810381335
TRINITY_DN122181_c3_g3_i4	ID=Xetrov90011943mgName=fam151a]F151A_DANREF151A_DANREQ	Chr04	87497533	87497533	1.935385328	-0.18622018	-0.307501364	0.121281183	-0.246860772	0.731123575	0.559132362	0.770433305	0.617483484	0.999969	1	0.999972759	0.999992197	2.14309444	1.384023501	1.332793652	1.99794266	0.706903194	1.817743887	1.82305802	2.678750689	1.828735257	2.281676589	2.336490469
TRINITY_DN122183_c3_g3_i6	ID=Xetrov90012420mgName=tnrc6b-like]TNR6B_MOUSETNR6B_MOUSEQ	Chr04	111289037	111289037	4.535388498	0.042804884	0.018372092	0.024432792	0.030588488	0.90329058	0.956961275	0.928720412	0.923406831	0.999969	1	0.999972759	0.999992197	4.715800053	4.802023707	4.298743054	4.268575721	4.255451337	4.604634829	4.553998865	4.733818456	4.285868125	4.568480155	4.657191182
TRINITY_DN122359_c0_g1_i7	ID=Xetrov90012711mgName=chchd4]MIA40_XENTRMIA40_XENTRQ	Chr04	122502293	122502293	2.663253718	-0.374829152	-0.05866614	-0.316163012	-0.216747646	0.400414878	0.890469946	0.349464132	0.59111784	0.999969	1	0.999972759	0.999992197	2.281915353	2.573681921	2.689993408	2.40989344	2.143478205	2.621403872	3.246846983	2.777277368	2.306349121	3.013791723	2.83819352
TRINITY_DN122369_c1_g1_i6	ID=Xetrov90011148mgName=atl3]ATLA3_HUMANATLA3_HUMANQ	Chr04	41135917	41135917	3.673851248	-0.552052682	-0.389776596	-0.162276085	-0.470914639	0.224716433	0.373579094	0.635559135	0.257349686	0.930455201	1	0.999972759	0.996892216	4.194041174	3.817588244	3.692046233	2.445291232	3.724037958	3.536491089	3.334214101	3.535326426	3.238513718	3.944998965	4.201255636
TRINITY_DN122385_c0_g1_i3	ID=Xetrov90012681mgName=vhl]VHL_MOUSEVHL_MOUSEQ	Chr04	121349960	121349960	1.67582827	-0.256393799	-0.184387492	-0.072006307	-0.220390646	0.569981523	0.671912351	0.834042978	0.591096303	0.999969	1	0.999972759	0.999992197	1.794528824	1.159138791	1.559017263	1.765652297	1.36254577	1.675053849	1.944383423	1.818815529	1.539464156	1.691029656	1.93173128
TRINITY_DN122389_c3_g1_i5	ID=Xetrov90012310mgName=LOC101732130]DDX47_BOVINDDX47_BOVINQ	Chr04	106136927	106136927	5.058906541	-0.494495211	-0.415112746	-0.079382465	-0.454803978	0.160587529	0.223075422	0.765912992	0.158606949	0.842739785	1	0.999972759	0.882401556	4.934161094	4.672152918	5.279435022	4.689754236	4.909551388	4.922808794	5.278515335	5.032605678	5.263159146	5.219945879	5.260382574
TRINITY_DN122410_c0_g1_i1	ID=Xetrov90012680mgName=thumpd3]THUM3_BOVINTHUM3_BOVINQ	Chr04	121340230	121340230	1.889306552	-0.298185922	-0.093880316	-0.204305606	-0.196033119	0.524564049	0.83466746	0.565824166	0.644496857	0.999969	1	0.999972759	0.999992197	1.456297467	1.903071971	1.349030264	1.5549617	1.480526715	2.008367762	2.265508577	2.148295611	1.98743181	2.080685838	2.174821646
TRINITY_DN122432_c4_g1_i2	ID=Xetrov90011416mgName=cdh8]CADH8_HUMANCADH8_HUMANQ	Chr04	58368696	58368696	4.057182155	0.226845779	0.147763709	0.07908207	0.187304744	0.555870798	0.691391085	0.792662268	0.588502175	0.999969	1	0.999972759	0.999992197	4.011535897	4.481571824	4.135166255	3.863413828	4.449825868	4.007669234	3.632224849	3.528686043	4.451628785	3.868989885	3.823031814
TRINITY_DN122436_c1_g1_i3	ID=Xetrov90012259mgName=atf7ip-like]MCAF1_HUMANMCAF1_HUMANQ	Chr04	104642391	104642391	6.196574837	-0.302873369	-0.334996443	0.032123073	-0.318934906	0.42205491	0.360302827	0.911359828	0.354887957	0.999969	1	0.999972759	0.999992197	6.146436456	5.991799363	6.481040342	5.864146221	6.24332056	6.186392408	6.255582763	6.235576018	6.245791826	6.063608031	6.350062079
TRINITY_DN122463_c2_g1_i2	ID=Xetrov90011294mgName=prmt7]ANM7_XENLAANM7_XENLAQ	Chr04	49690988	49690988	2.434706262	-0.486362504	0.045171054	-0.531533558	-0.220595725	0.384427629	0.932072679	0.207724718	0.66172064	0.999969	1	0.999972759	0.999992197	2.658373826	2.735436105	1.559017263	1.5549617	2.251747013	2.608372908	3.297416943	2.486553152	1.193639722	2.916455743	2.187921622
TRINITY_DN122545_c4_g4_i2	ID=Xetrov90012330mgName=gorab-like]GORAB_BOVINGORAB_BOVINQ	Chr04	108029113	108029113	3.774493145	0.065501148	-0.168040802	0.23354195	-0.051269827	0.877245482	0.68446962	0.478934541	0.894160348	0.999969	1	0.999972759	0.999992197	3.598499169	3.638252781	4.749205199	3.793030181	3.429315978	3.407023347	3.645299359	3.668147922	3.527230117	3.821384835	3.691239529
TRINITY_DN122554_c5_g2_i1	ID=Xetrov90010805mgName=setd6]SETD6_XENTRSETD6_XENTRQ	Chr04	28293445	28293445	3.124830473	-0.602339458	-0.565360013	-0.036979444	-0.583849736	0.219938334	0.234920028	0.920153639	0.195922914	0.925502728	1	0.999972759	0.937403468	1.969074532	2.311619432	3.088435611	2.899066027	2.751609055	3.064658558	3.490900668	3.612714698	3.671588925	3.23177467	3.361967706
TRINITY_DN122571_c0_g1_i3	ID=Xetrov90012390mgName=aco2]ACON_BOVINACON_BOVINQ	Chr04	109970271	109970271	8.936920816	0.361070976	0.366335177	-0.005264201	0.363703076	0.279010936	0.253513885	0.983949661	0.221426531	0.972007781	1	0.999972759	0.960435348	9.183933317	9.343539525	8.939542495	9.101296264	8.85235063	8.651103275	8.676803918	8.645194537	8.81463201	9.033325175	8.881331541
TRINITY_DN122582_c2_g1_i9	ID=Xetrov90012497mgName=LOC733778]SHSA4_MOUSESHSA4_MOUSEQ	Chr04	113477703	113477703	6.750133306	-0.799279528	-0.409775177	-0.389504351	-0.604527352	0.066681752	0.323753376	0.23016752	0.12853641	0.585843709	1	0.999972759	0.825711993	6.693731488	6.180646226	6.134542254	6.308706659	6.910514455	6.748814433	7.097972554	7.142002495	6.34945718	6.701657168	7.38189265
TRINITY_DN122627_c2_g2_i1	ID=Xetrov90012130mgName=vamp4]VAMP4_HUMANVAMP4_HUMANQ	Chr04	97463792	97463792	1.972827394	0.086661846	-0.107221108	0.193882953	-0.010279631	0.846024865	0.804552379	0.575680324	0.979732369	0.999969	1	0.999972759	0.999992197	2.393309281	1.70893667	2.305136413	2.155852085	1.83716815	1.502669492	2.036580531	1.818815529	2.113274886	1.737367214	1.835118867
TRINITY_DN122669_c4_g1_i1	ID=Xetrov90011135mgName=naa40]NAA40_XENLANAA40_XENLAQ	Chr04	40850090	40850090	4.127153785	-0.462859229	-0.271018581	-0.191840648	-0.366938905	0.192455336	0.427252617	0.474928442	0.256720687	0.895970218	1	0.999972759	0.996616084	3.945182619	3.869638141	4.262771956	3.786144366	4.084977997	4.133525296	4.649556592	4.198176959	3.915695862	4.218464803	4.128381836
TRINITY_DN122696_c0_g1_i3	ID=Xetrov90010533mgName=Xetrov90010533mg]SYT7_HUMANSYT7_HUMANQ	Chr04	14361208	14361208	3.766633238	0.028060293	-0.086633362	0.114693655	-0.029286534	0.941643863	0.815781712	0.699420764	0.932814245	0.999969	1	0.999972759	0.999992197	3.564900358	3.817588244	3.739007465	3.652444062	4.036265224	3.708162697	3.642041823	3.596930904	4.347539047	3.63813868	3.451594351
TRINITY_DN122712_c7_g1_i2	ID=Xetrov90011162mgName=eef1g]EF1GA_XENLAEF1GA_XENLAQ	Chr04	41529466	41529466	10.45151557	-0.080966955	0.072564823	-0.153531778	-0.004201066	0.772820394	0.787454966	0.477577947	0.986737724	0.999969	1	0.999972759	0.999992197	10.40243105	10.43944268	10.37541522	10.46722203	10.31742046	10.44178031	10.6632064	10.53122282	10.12184791	10.5049075	10.62712294
TRINITY_DN122789_c0_g1_i2	ID=Xetrov90011741mgName=c8a]CO8A_RABITCO8A_RABITQ	Chr04	76109496	76109496	3.99675334	-1.116447251	-0.98399043	-0.13245682	-1.050218841	0.051085715	0.075930615	0.751917604	0.048192992	0.518245053	0.901184455	0.999972759	0.536554842	3.007559897	3.362533336	3.324334812	2.779345966	3.628681513	4.771745061	4.706802585	4.877930332	3.258110471	3.680259889	4.503258474
TRINITY_DN122814_c0_g2_i5	ID=Xetrov90011964mgName=tnn]TENN_HUMANTENN_HUMANQ	Chr04	88015342	88015342	6.622500774	-0.120738232	-0.209830957	0.089092725	-0.165284595	0.798269798	0.647588964	0.806941881	0.700723371	0.999969	1	0.999972759	0.999992197	6.996222238	5.930743452	6.930725429	6.87836578	6.224721489	6.580948929	6.369773152	6.923390396	5.639968618	7.09215197	6.564876907
TRINITY_DN122845_c2_g1_i2	ID=Xetrov90011125mgName=stip1]STIP1_HUMANSTIP1_HUMANQ	Chr04	40410607	40410607	7.242334523	-0.629316367	-0.36764862	-0.261667748	-0.498482493	0.116160624	0.338204364	0.384749095	0.172733478	0.750975919	1	0.999972759	0.905938638	7.167182939	6.90579064	7.198564042	6.750663991	7.130806082	7.313417007	7.680914758	7.399791841	6.851285525	7.381478831	7.583698571
TRINITY_DN122867_c0_g1_i1	ID=Xetrov90011732mgName=pif1-like1]PIF1_XENLAPIF1_XENLAQ	Chr04	75339570	75339570	1.817561992	-1.748471118	-1.607567553	-0.140903565	-1.678019336	0.008185246	0.012422653	0.760357424	0.006969311	0.17106315	0.390696028	0.999972759	0.170161723	1.456297467	0.012823062	2.236973786	0.664671411	1.3088713	0.982616054	2.506673762	0.968834815	2.96088499	2.297227332	1.947222566
