gid	gname	chr	start	end	logCPM	logFC.XY46.XXm46	PV.XY46.XXm46	FDR.XY46.XXm46	Tv1_463	Tv2_461	Tv2_462	Tv2_464
TRINITY_DN112722_c0_g1_i1	ID=Xetrov90015465mgName=mrpl55-like]RM55_BOVINRM55_BOVINQ	Chr06	2091676	2095397	3.72041042	0.195107121	0.706717444	0.999945023	3.889204633	4.04214288	3.572389866	3.249492421
TRINITY_DN112853_c0_g1_i1	ID=Xetrov90016058mgName=agmo]ALKMO_XENTRALKMO_XENTRQ	Chr06	45196116	45332055	3.639099085	0.440991505	0.385482432	0.999945023	4.038116831	3.624692148	3.297960075	3.491577693
TRINITY_DN112860_c0_g1_i1	ID=Xetrov90015896mgName=hibadh]3HIDH_HUMAN3HIDH_HUMANQ	Chr06	32622949	32708691	5.741091828	0.172106484	0.728872554	0.999945023	5.988225538	5.958411179	5.610286971	5.300712628
TRINITY_DN112923_c0_g1_i1	ID=Xetrov90016641mgName=apcdd1]APCD1_PELSIAPCD1_PELSIQ	Chr06	89607524	89633324	4.478314323	-0.104191548	0.821147296	0.999945023	4.471342357	4.638589814	4.555686362	4.211959491
TRINITY_DN113123_c0_g1_i2	ID=Xetrov90017099mgName=cthrc1]CTHR1_RATCTHR1_RATQ	Chr06	118388864	118402832	2.969456192	-0.610651246	0.26900512	0.999945023	2.910320996	3.2003146	3.399115537	2.010912034
TRINITY_DN113156_c0_g1_i2	ID=Xetrov90015649mgName=bambi]BAMBI_RATBAMBI_RATQ	Chr06	15893169	15900908	3.675430891	0.229603331	0.65381362	0.999945023	4.052482288	3.702481988	3.50066174	3.347466647
TRINITY_DN113191_c1_g1_i1	ID=Xetrov90017163mgName=has2]HYAS2_XENLAHYAS2_XENLAQ	Chr06	124008341	124022902	2.18637722	-0.389519284	0.461455087	0.999945023	2.157045235	1.963629478	2.465095183	2.114732738
TRINITY_DN113278_c0_g1_i1	ID=Xetrov90016062mgName=etv1]ETV4_HUMANETV4_HUMANQ	Chr06	45673995	45720996	4.537314562	0.051063015	0.912375952	0.999945023	4.348655625	4.605416884	4.498965832	4.67520408
TRINITY_DN113575_c0_g1_i1	ID=Xetrov90015887mgName=cpvl]CPVL_HUMANCPVL_HUMANQ	Chr06	31835717	31914566	4.289575528	-0.109532823	0.843210835	0.999945023	4.648225594	4.472161852	4.370718048	3.356907841
TRINITY_DN113723_c0_g2_i1	ID=Xetrov90017095mgName=slc25a32]MFTC_MACFAMFTC_MACFAQ	Chr06	118353943	118359438	1.575982364	-0.25011395	0.653783465	0.999945023	1.726482935	1.632226666	1.756412218	1.087975759
TRINITY_DN113974_c2_g1_i1	ID=Xetrov90015921mgName=hnrnpa2b1]RO21_XENLARO21_XENLAQ	Chr06	33457018	33464081	8.325012885	-0.050034805	0.927769637	0.999945023	8.131290309	8.512942153	8.362368905	8.266473602
TRINITY_DN114036_c0_g1_i1	ID=Xetrov90016194mgName=drosha]RNC_HUMANRNC_HUMANQ	Chr06	54141234	54271960	3.753283529	0.030900275	0.949662188	0.999945023	3.587656495	3.636065096	3.730057075	4.020287019
TRINITY_DN114069_c3_g1_i5	ID=Xetrov90015914mgName=skap2]SKAP2_XENTRSKAP2_XENTRQ	Chr06	33087585	33231031	3.262934431	-0.387972557	0.443599932	0.999945023	2.94152986	2.875141605	3.542084841	3.554474261
TRINITY_DN114153_c0_g1_i1	ID=Xetrov90016776mgName=LOC100145479]MARE2_XENLAMARE2_XENLAQ	Chr06	98003489	98044390	4.675231762	-0.153540504	0.73478298	0.999945023	4.548371603	4.708129717	4.788642013	4.644694661
TRINITY_DN114166_c0_g1_i1	ID=Xetrov90016853mgName=ggh]GGH_HUMANGGH_HUMANQ	Chr06	102968635	102983101	5.249692696	-0.040265265	0.930662948	0.999945023	5.168286839	5.414703267	5.279807079	5.117058051
TRINITY_DN114175_c0_g1_i6	ID=Xetrov90015932mgName=dfna5]DFNA5_HUMANDFNA5_HUMANQ	Chr06	34107073	34129971	1.565047906	0.448643388	0.425890234	0.999945023	1.850048072	1.604705625	1.223120687	1.516453778
TRINITY_DN114176_c2_g3_i1	ID=Xetrov90015672mgName=apbb1ip]AB1IP_XENLAAB1IP_XENLAQ	Chr06	16773896	16826587	1.829144243	-0.454964879	0.517043283	0.999945023	1.256139955	0.583896623	2.153838155	2.569243885
TRINITY_DN114231_c0_g1_i2	ID=Xetrov90016784mgName=LOC100488828]CLCB_DICDICLCB_DICDIQ	Chr06	98400311	98464128	4.295505963	0.131930531	0.814734686	0.999945023	4.963082433	3.979237604	4.195747034	3.731848313
TRINITY_DN114235_c0_g1_i1	ID=Xetrov90017069mgName=dpy19l4-like]D19L4_HUMAND19L4_HUMANQ	Chr06	115669394	115695351	3.004716928	0.178825255	0.731938648	0.999945023	3.375515432	2.779923995	2.869382098	2.920728218
TRINITY_DN114294_c0_g1_i1	ID=Xetrov90017125mgName=ebag9]RCAS1_HUMANRCAS1_HUMANQ	Chr06	120208689	120220224	4.931373511	0.360484306	0.440610725	0.999945023	4.997643454	4.946936226	4.653426699	5.091835913
TRINITY_DN114341_c0_g3_i1	ID=Xetrov90015901mgName=hoxa10]HXA10_HUMANHXA10_HUMANQ	Chr06	32893871	32895822	0.887502485	-0.133787147	0.80276133	0.999945023	0.818716487	0.743828367	0.983556582	0.994289006
TRINITY_DN114447_c0_g1_i1	ID=Xetrov90016948mgName=tpd52]TPD52_HUMANTPD52_HUMANQ	Chr06	108759727	108769790	5.47964165	0.337982396	0.476666543	0.999945023	5.379015222	5.634190151	5.219380739	5.64216964
TRINITY_DN114471_c0_g1_i15	ID=Xetrov90016114mgName=dtnbp1]DTBP1_CHICKDTBP1_CHICKQ	Chr06	49158298	49228968	4.319705429	0.255085835	0.589975263	0.999945023	4.54023965	4.319703123	4.124813374	4.26306822
TRINITY_DN114708_c4_g1_i2	ID=Xetrov90015728mgName=Xetrov90015728mg]	Chr06	20798284	20801506	0.749243927	-0.557675744	0.333471517	0.999945023	0.791569026	0.932748431	1.135623865	-0.224295069
TRINITY_DN114723_c0_g1_i3	ID=Xetrov90016133mgName=eci2]ECI2_HUMANECI2_HUMANQ	Chr06	50609671	50619982	3.043929491	-0.155627161	0.755216463	0.999945023	3.132132371	3.095465155	3.158427102	2.752090355
TRINITY_DN114772_c5_g1_i2	ID=Xetrov90016297mgName=mrpl32]RM32_MOUSERM32_MOUSEQ	Chr06	66006238	66010097	3.607992975	0.564785769	0.254854849	0.999945023	3.816996478	3.723958432	3.167278889	3.642029251
TRINITY_DN114803_c0_g2_i4	ID=Xetrov90015720mgName=vim]VIM1_XENLAVIM1_XENLAQ	Chr06	20321226	20334804	9.252654301	0.062343685	0.915894582	0.999945023	9.314570626	9.378235272	9.205649058	9.096222479
TRINITY_DN114861_c0_g1_i1	ID=Xetrov90016680mgName=colec12]COL12_HUMANCOL12_HUMANQ	Chr06	93116533	93190469	5.39145637	0.086730834	0.862619814	0.999945023	4.999127487	5.324090847	5.325994357	5.801046532
TRINITY_DN114876_c3_g4_i2	ID=Xetrov90016463mgName=rab5a]RAB5A_MOUSERAB5A_MOUSEQ	Chr06	78579722	78603907	5.492471087	-0.049504109	0.915074482	0.999945023	5.532426022	5.305692209	5.529349872	5.587076405
TRINITY_DN114894_c0_g1_i4	ID=Xetrov90017130mgName=utp23]UTP23_HUMANUTP23_HUMANQ	Chr06	121589641	121592990	2.28563813	0.06078682	0.915092291	0.999945023	2.453988431	2.539489476	2.240269489	1.791741828
TRINITY_DN114909_c0_g1_i4	ID=Xetrov90016437mgName=nek10]NEK10_MOUSENEK10_MOUSEQ	Chr06	76081595	76127199	1.727123692	-0.164937033	0.765143992	0.999945023	1.424642132	1.941799742	1.847343656	1.629832006
TRINITY_DN115003_c0_g1_i1	ID=Xetrov90016878mgName=vcpip1]VCIP1_HUMANVCIP1_HUMANQ	Chr06	104145603	104152752	1.156055829	0.127401698	0.82143566	0.999945023	1.388861158	0.902930181	1.061592878	1.23857628
TRINITY_DN115020_c2_g2_i1	ID=Xetrov90016327mgName=LOC100491044]CG072_MOUSECG072_MOUSEQ	Chr06	68491759	68527682	0.493730143	-0.42451086	0.461803232	0.999945023	-0.036949801	0.917916342	0.7908198	-0.014980128
TRINITY_DN115057_c1_g1_i2	ID=Xetrov90016547mgName=snrnp48]SNR48_MOUSESNR48_MOUSEQ	Chr06	83266419	83275871	2.058647028	-0.274367107	0.61233558	0.999945023	1.810024181	1.956389538	2.256951318	2.169337909
TRINITY_DN115097_c0_g1_i3	ID=Xetrov90017080mgName=emc2]EMC2_XENTREMC2_XENTRQ	Chr06	116351853	116392673	5.515847607	-0.023717824	0.95972967	0.999945023	5.31967712	5.720058445	5.533634766	5.460325031
TRINITY_DN115173_c0_g1_i3	ID=Xetrov90015501mgName=ngfr]TNR16_CHICKTNR16_CHICKQ	Chr06	4218769	4239037	1.108938677	-0.134214127	0.821140144	0.999945023	1.49364705	1.099769535	1.206040701	0.440662366
TRINITY_DN115214_c0_g1_i2	ID=Xetrov90017134mgName=ext1]EXT1_PAPANEXT1_PAPANQ	Chr06	121947085	122081857	4.508464528	0.110358293	0.816489893	0.999945023	4.546342908	4.774471274	4.425239066	4.232620754
TRINITY_DN115218_c8_g1_i5	ID=Xetrov90016944mgName=hey1]HEY1_XENTRHEY1_XENTRQ	Chr06	108628766	108632542	2.875905933	-0.412099776	0.406694371	0.999945023	2.521635946	2.942645028	3.171684499	2.78743182
TRINITY_DN115313_c6_g1_i4	ID=Xetrov90016318mgName=igfbp1]IBP1_RATIBP1_RATQ	Chr06	67730452	67735606	5.181992173	1.41888988	0.032438618	0.999945023	4.834318933	4.719935189	4.011411336	6.214652793
TRINITY_DN115398_c9_g1_i4	ID=Xetrov90016100mgName=gmpr]GMPR1_HUMANGMPR1_HUMANQ	Chr06	48201047	48250350	1.391611018	0.159626714	0.791055541	0.999945023	1.901742501	0.961962843	1.273179905	1.278867408
TRINITY_DN115451_c0_g1_i1	ID=Xetrov90016152mgName=exoc2]EXOC2_HUMANEXOC2_HUMANQ	Chr06	51224877	51328637	5.335002225	0.097518468	0.835139861	0.999945023	5.282378831	5.261582248	5.261323479	5.518271596
TRINITY_DN115487_c0_g1_i5	ID=Xetrov90016219mgName=fbxl7]FBXL7_MOUSEFBXL7_MOUSEQ	Chr06	59266373	59402283	1.596825713	0.263197148	0.636112496	0.999945023	1.796432276	1.538371566	1.398754549	1.629832006
TRINITY_DN115517_c2_g1_i5	ID=Xetrov90016664mgName=myl12b]MYL9_BOVINMYL9_BOVINQ	Chr06	91881117	91897456	8.818236494	0.105950539	0.852549926	0.999945023	8.912921228	8.952829337	8.73806209	8.647549689
TRINITY_DN115558_c0_g1_i1	ID=Xetrov90017090mgName=dpys]DPYS_RATDPYS_RATQ	Chr06	117944939	117983277	5.60864755	0.22819166	0.739779685	0.999945023	6.505715052	5.38602541	5.43446382	4.268080906
TRINITY_DN115560_c0_g1_i4	ID=Xetrov90017181mgName=sla-like]SLAP1_RATSLAP1_RATQ	Chr06	126760477	126786201	1.859861248	-0.251568212	0.702814414	0.999945023	1.153258986	1.188955893	2.042784024	2.569243885
TRINITY_DN115585_c16_g1_i3	ID=Xetrov90015945mgName=malsu1]MASU1_HUMANMASU1_HUMANQ	Chr06	34811097	34814641	1.661563552	-0.013898054	0.980163136	0.999945023	1.836829766	1.762467869	1.671856037	1.318063803
TRINITY_DN115668_c0_g2_i2	ID=Xetrov90016418mgName=dync1li1]DC1L1_CHICKDC1L1_CHICKQ	Chr06	73984600	74007699	3.400811923	-0.125883604	0.7987973	0.999945023	3.132132371	3.26913149	3.493640765	3.653567236
TRINITY_DN115725_c2_g2_i12	ID=Xetrov90016560mgName=slc35b3]S35B3_MOUSES35B3_MOUSEQ	Chr06	83735985	83755794	2.907136187	-0.104203661	0.836461781	0.999945023	3.065699352	2.871297178	2.984037932	2.67869907
TRINITY_DN115756_c1_g1_i1	ID=Xetrov90015485mgName=klhl40]KLH40_XENLAKLH40_XENLAQ	Chr06	2588402	2595128	4.684396059	-0.004283697	0.99292766	0.999945023	4.878529406	4.848689547	4.687668206	4.23518273
TRINITY_DN115916_c4_g1_i2	ID=Xetrov90016479mgName=hacl1]HACL1_HUMANHACL1_HUMANQ	Chr06	80350371	80372201	2.005811119	1.074475268	0.228441501	0.999945023	3.300466707	1.073241186	1.153552905	0.969884851
TRINITY_DN115967_c0_g1_i6	ID=Xetrov90015512mgName=Xetrov90015512mg]CTHL6_BOVINCTHL6_BOVINQ	Chr06	4450088	4459796	1.943431454	0.454747044	0.432742124	0.999945023	2.209267828	1.737343293	1.595213027	2.147743215
TRINITY_DN115980_c6_g1_i1	ID=Xetrov90016064mgName=arl4a]ARL4A_RATARL4A_RATQ	Chr06	45990030	45994715	1.026144639	-0.075115948	0.891843979	0.999945023	0.791569026	0.887786715	1.080459803	1.298598716
TRINITY_DN116032_c2_g1_i1	ID=Xetrov90016070mgName=tmem106b]T106B_HUMANT106B_HUMANQ	Chr06	46240519	46255348	1.117516666	-0.33093138	0.590032562	0.999945023	0.228965403	1.018674643	1.352935331	1.549766853
TRINITY_DN116040_c2_g3_i1	ID=Xetrov90016295mgName=stk17a]ST17A_RABITST17A_RABITQ	Chr06	65785847	65810888	2.035648355	-0.614086574	0.28862237	0.999945023	1.559501537	1.478980533	2.465095183	2.369174602
TRINITY_DN116075_c2_g1_i4	ID=Xetrov90017104mgName=azin1]AZIN1_MOUSEAZIN1_MOUSEQ	Chr06	118644353	118661137	6.35128866	0.073916119	0.882206509	0.999945023	6.546376693	6.54446509	6.295552091	5.935511452
TRINITY_DN116089_c0_g1_i3	ID=Xetrov90016970mgName=LOC100495712]S7A13_MOUSES7A13_MOUSEQ	Chr06	110043451	110055526	2.273951496	0.266838406	0.737459016	0.999945023	3.08818531	2.407676975	2.071359217	0.404699382
TRINITY_DN116123_c0_g1_i3	ID=Xetrov90016159mgName=Xetrov90016159mg]GMDS_CRIGRGMDS_CRIGRQ	Chr06	51948567	52135793	6.025982651	-0.069965297	0.879978596	0.999945023	5.939590194	6.092419529	6.078110578	5.988102131
TRINITY_DN116143_c0_g2_i3	ID=Xetrov90016340mgName=mlh1]MLH1_HUMANMLH1_HUMANQ	Chr06	69432185	69464430	2.90671138	0.331252136	0.522673857	0.999945023	3.174780205	2.804324007	2.653275386	2.945970862
TRINITY_DN116381_c0_g1_i1	ID=Xetrov90016276mgName=ezh2]EZH2_XENTREZH2_XENTRQ	Chr06	63743289	63790070	4.198856893	0.131241567	0.785403672	0.999945023	4.454132497	4.183717901	4.099601529	4.020287019
TRINITY_DN116423_c0_g1_i1	ID=Xetrov90015488mgName=sec22c-like]SC22C_BOVINSC22C_BOVINQ	Chr06	2663966	2672926	1.686069755	0.053234703	0.923460562	0.999945023	1.49364705	1.904666384	1.646758067	1.660654006
TRINITY_DN116427_c3_g2_i1	ID=Xetrov90017105mgName=klf10]KLF10_HUMANKLF10_HUMANQ	Chr06	118685958	118698253	2.984685293	-0.643165886	0.315289581	0.999945023	3.266363976	1.417039202	3.436207909	3.105699016
TRINITY_DN116464_c0_g1_i3	ID=Xetrov90016043mgName=twist1]TWIST_XENLATWIST_XENLAQ	Chr06	43552014	43554407	2.757026719	0.064542775	0.899164777	0.999945023	2.648099663	2.935298741	2.708896991	2.715861348
TRINITY_DN116590_c7_g3_i3	ID=Xetrov90016139mgName=tubb2b]TBB2_CHICKTBB2_CHICKQ	Chr06	50703056	50707912	5.243915257	-0.134671475	0.777380927	0.999945023	4.867196881	5.498713856	5.343672643	5.191501798
TRINITY_DN116597_c0_g1_i1	ID=Xetrov90016113mgName=mylip]MYLIP_MOUSEMYLIP_MOUSEQ	Chr06	49120605	49141221	3.246789443	0.60510371	0.292012249	0.999945023	3.142913103	2.871297178	2.774089736	3.909164959
TRINITY_DN116676_c2_g2_i4	ID=Xetrov90015378mgName=Xetrov90015378mg]LIAT1_HUMANLIAT1_HUMANQ	Chr06	53446	54021	0.868392073	0.331367869	0.55357994	0.999945023	1.174430487	0.841378564	0.620803089	0.786415978
TRINITY_DN116691_c5_g2_i1	ID=Xetrov90015935mgName=stk31]STK31_MOUSESTK31_MOUSEQ	Chr06	34492394	34543971	0.299997174	-0.693140003	0.25666662	0.999945023	0.585727149	-0.883140233	0.767724354	0.291096889
TRINITY_DN116714_c0_g1_i1	ID=Xetrov90015621mgName=fzd8]FZD8_XENLAFZD8_XENLAQ	Chr06	13255731	13258850	4.187635536	0.301665646	0.541223278	0.999945023	4.507245569	3.955830435	3.956298636	4.258038057
TRINITY_DN116716_c1_g3_i2	ID=Xetrov90015966mgName=irx1]IRX1_XENTRIRX1_XENTRQ	Chr06	37230616	37235717	2.707065317	-0.168931899	0.749856817	0.999945023	2.209267828	2.686751527	2.830903256	2.989109832
TRINITY_DN116727_c6_g2_i1	ID=Xetrov90016347mgName=reck]RECK_HUMANRECK_HUMANQ	Chr06	69993686	70064133	3.632994563	0.049957995	0.930702255	0.999945023	4.188778234	3.620117746	3.595528062	2.808228465
TRINITY_DN116738_c1_g1_i3	ID=Xetrov90015906mgName=hoxa4]HXA4_HETFRHXA4_HETFRQ	Chr06	32930323	32932307	1.910331572	0.099256508	0.859105608	0.999945023	2.069346044	1.703148398	1.836285755	2.010912034
TRINITY_DN116767_c4_g1_i1	ID=Xetrov90017053mgName=cpq-like]CBPQ_XENLACBPQ_XENLAQ	Chr06	114616792	114807592	5.217330304	-0.049285686	0.926694735	0.999945023	5.792443304	4.854543186	5.25407097	4.717960989
TRINITY_DN116803_c1_g2_i3	ID=Xetrov90016223mgName=fam105b-like]OTUL_HUMANOTUL_HUMANQ	Chr06	59693167	59728216	4.788511601	0.155411297	0.73498768	0.999945023	4.88656991	4.825034552	4.670649038	4.763042217
TRINITY_DN116804_c2_g3_i4	ID=Xetrov90016361mgName=kiaa1143]K1143_XENLAK1143_XENLAQ	Chr06	71130219	71139664	3.023384791	0.133730392	0.788854043	0.999945023	2.966019798	3.062127322	2.922630413	3.133431399
TRINITY_DN116864_c16_g1_i2	ID=Xetrov90016568mgName=tmem14c]TM14C_HUMANTM14C_HUMANQ	Chr06	84576735	84585767	4.406041296	0.09584899	0.838169053	0.999945023	4.449797762	4.589125188	4.333846658	4.224907414
TRINITY_DN116872_c1_g1_i5	ID=Xetrov90016613mgName=seh1l]SEH1A_XENLASEH1A_XENLAQ	Chr06	88338441	88353664	3.67069488	-0.063702046	0.893654483	0.999945023	3.660740517	3.708958557	3.718058743	3.590936725
TRINITY_DN116875_c0_g1_i1	ID=Xetrov90016618mgName=cep76]CEP76_XENTRCEP76_XENTRQ	Chr06	88406064	88421938	1.731599415	0.031007621	0.954713364	0.999945023	1.667974124	1.795300835	1.708702848	1.749355682
TRINITY_DN116924_c0_g1_i1	ID=Xetrov90016608mgName=rnmt]MCES_XENTRMCES_XENTRQ	Chr06	87920054	87945092	4.278349459	0.152395005	0.747394926	0.999945023	4.398989072	4.362781414	4.162930644	4.172403538
TRINITY_DN116954_c6_g3_i2	ID=Xetrov90016675mgName=enosf1]ENOF1_XENLAENOF1_XENLAQ	Chr06	93031999	93056641	3.398271022	0.044454299	0.927397093	0.999945023	3.310064092	3.323604233	3.364896934	3.578884675
TRINITY_DN117006_c0_g1_i1	ID=Xetrov90016434mgName=cmc1]COXM1_HUMANCOXM1_HUMANQ	Chr06	75691687	75713147	4.611783793	0.008604559	0.986107654	0.999945023	4.889773606	4.739047255	4.605384092	4.095532115
TRINITY_DN117040_c3_g1_i5	ID=Xetrov90016824mgName=sdr16c5]RDHE2_MOUSERDHE2_MOUSEQ	Chr06	100960825	100978446	2.363830465	0.276831631	0.711548935	0.999945023	3.205958593	2.348068527	2.153838155	0.867917932
TRINITY_DN117077_c5_g2_i4	ID=Xetrov90016453mgName=nkiras1]KBRS1_MACFAKBRS1_MACFAQ	Chr06	77535650	77548803	3.778950473	-1.10176011	0.019002958	0.999945023	3.256470419	3.172466622	4.514657537	3.75345575
TRINITY_DN117119_c14_g1_i2	ID=Xetrov90015990mgName=ropn1l]ROP1L_XENLAROP1L_XENLAQ	Chr06	39011994	39047713	2.461144278	-0.430135564	0.460891599	0.999945023	1.637805155	2.851919854	2.768283366	2.272713571
TRINITY_DN117164_c0_g5_i4	ID=Xetrov90015849mgName=gmnn]GEMI_HUMANGEMI_HUMANQ	Chr06	28951728	28956652	3.94042557	-0.213681925	0.652881368	0.999945023	3.765606243	4.089240679	4.097287544	3.771217984
TRINITY_DN117307_c0_g1_i1	ID=Xetrov90016471mgName=plcl2]PLCL2_HUMANPLCL2_HUMANQ	Chr06	79692308	79835478	4.685573269	0.001365492	0.997632386	0.999945023	4.500974285	4.761029302	4.684588708	4.77893268
TRINITY_DN117385_c0_g1_i1	ID=Xetrov90016529mgName=snrpd1]SMD1_MOUSESMD1_MOUSEQ	Chr06	82288660	82295341	3.902116271	-0.20149529	0.676009631	0.999945023	3.765606243	4.092546698	4.050210923	3.649731485
TRINITY_DN117426_c0_g1_i1	ID=Xetrov90016640mgName=vapa]VAPA_BOVINVAPA_BOVINQ	Chr06	89567125	89587392	4.806882954	0.14127326	0.760928209	0.999945023	4.922989763	4.957853591	4.699920884	4.617459177
TRINITY_DN117634_c0_g1_i4	ID=Xetrov90016231mgName=srd5a1]S5A1_MOUSES5A1_MOUSEQ	Chr06	60053555	60059837	0.994477494	-0.32165441	0.561260143	0.999945023	1.195295786	0.961962843	1.223120687	0.475750637
TRINITY_DN117767_c3_g1_i4	ID=Xetrov90016510mgName=brd9]BRD9_XENTRBRD9_XENTRQ	Chr06	81859497	81885040	5.218560498	0.132702152	0.776952852	0.999945023	5.168286839	5.129412177	5.118017545	5.434919334
TRINITY_DN117803_c3_g2_i5	ID=Xetrov90015867mgName=e2f3]E2F3_HUMANE2F3_HUMANQ	Chr06	29731255	29743884	1.927616823	0.092945994	0.867491775	0.999945023	1.939332928	1.835318383	1.858317446	2.069509931
TRINITY_DN117850_c2_g4_i4	ID=Xetrov90016140mgName=LOC100145507]ACD_RATACD_RATQ	Chr06	50718826	50750348	4.2321914	0.29138982	0.580857157	0.999945023	4.049620617	3.909720427	4.008951363	4.782440251
TRINITY_DN117892_c6_g1_i2	ID=Xetrov90015609mgName=zmynd11]ZMY11_HUMANZMY11_HUMANQ	Chr06	11055087	11102993	3.116191996	-0.099028626	0.840959659	0.999945023	3.221298697	2.863577452	3.189173623	3.166021556
TRINITY_DN117945_c0_g2_i2	ID=Xetrov90016473mgName=oxnad1]OXND1_XENLAOXND1_XENLAQ	Chr06	80101878	80132838	3.457493581	0.048216548	0.921739174	0.999945023	3.551701556	3.617825095	3.421485201	3.203135658
TRINITY_DN118018_c3_g1_i16	ID=Xetrov90017197mgName=fam49b]FA49B_HUMANFA49B_HUMANQ	Chr06	128208746	128235639	4.226212917	-0.339655827	0.476298238	0.999945023	3.92399715	3.981022523	4.472427652	4.440056588
TRINITY_DN118088_c0_g1_i1	ID=Xetrov90016419mgName=cmtm6]CKLF6_PONABCKLF6_PONABQ	Chr06	74018165	74047388	3.549639591	-0.317737252	0.508420187	0.999945023	3.370937544	3.230639129	3.779965233	3.742692483
TRINITY_DN118149_c1_g2_i2	ID=Xetrov90015948mgName=klhl7]KLHL7_HUMANKLHL7_HUMANQ	Chr06	34864009	34879274	3.530630523	-0.132187542	0.784310374	0.999945023	3.587656495	3.203375897	3.627951873	3.661208279
TRINITY_DN118257_c0_g1_i3	ID=Xetrov90016155mgName=foxf2]FOXF2_HUMANFOXF2_HUMANQ	Chr06	51652455	51667139	1.060021307	-0.572699922	0.417643626	0.999945023	-0.630589373	0.961962843	1.457667493	1.582328031
TRINITY_DN118366_c0_g2_i1	ID=Xetrov90017077mgName=nudcd1]NUDC1_XENLANUDC1_XENLAQ	Chr06	116105683	116176191	3.764210413	0.018123518	0.970396442	0.999945023	3.726721468	4.004027721	3.750817002	3.533811922
TRINITY_DN118488_c0_g1_i1	ID=Xetrov90016832mgName=ubxn2b]NSF1C_CHICKNSF1C_CHICKQ	Chr06	101449636	101466263	4.975558632	-0.054672908	0.90556493	0.999945023	4.878529406	5.094387051	5.016357952	4.901736651
TRINITY_DN118488_c2_g2_i1	ID=Xetrov90016379mgName=mrpl3]RM03_MOUSERM03_MOUSEQ	Chr06	72005147	72050890	4.674309334	0.189619857	0.685328302	0.999945023	4.797266181	4.828012725	4.530180404	4.511543417
TRINITY_DN118503_c10_g4_i2	ID=Xetrov90015737mgName=dbf4]DBF4A_XENTRDBF4A_XENTRQ	Chr06	21028413	21042056	1.709448395	-0.047896208	0.929544292	0.999945023	1.823489229	1.676959611	1.744631971	1.582328031
TRINITY_DN118554_c4_g1_i8	ID=Xetrov90015978mgName=pigm]PIGM_XENTRPIGM_XENTRQ	Chr06	38436241	38444891	3.45266851	0.332258577	0.519239225	0.999945023	3.89240249	3.289440468	3.197839317	3.323589767
TRINITY_DN118577_c5_g1_i3	ID=Xetrov90015961mgName=mrpl36]RM36_OSMMORM36_OSMMOQ	Chr06	36119897	36123011	3.476836086	0.44652268	0.402732841	0.999945023	3.898777018	3.667440505	3.131541134	3.02508641
TRINITY_DN118600_c0_g1_i2	ID=Xetrov90016464mgName=efhb]EFHB_HUMANEFHB_HUMANQ	Chr06	78601633	78632029	1.709212865	-0.720924714	0.226718661	0.999945023	0.706920069	2.020277069	2.206315761	1.447427157
TRINITY_DN118624_c6_g1_i3	ID=Xetrov90016098mgName=rnf144b]R144B_BOVINR144B_BOVINQ	Chr06	48092168	48111226	2.221921748	-0.179801699	0.751270248	0.999945023	1.850048072	1.949113083	2.353183765	2.609295024
TRINITY_DN118637_c3_g4_i3	ID=Xetrov90015844mgName=LOC100498522-like]GYAR_THEONGYAR_THEONQ	Chr06	28844368	28848352	0.856740083	0.565519929	0.34409423	0.999945023	1.333468673	0.99059739	0.42804009	0.475750637
TRINITY_DN118660_c0_g3_i1	ID=Xetrov90016556mgName=bmp6]BMP6_RATBMP6_RATQ	Chr06	83435542	83521452	2.188209964	0.335452652	0.542753985	0.999945023	2.259665921	2.336960965	1.932882029	2.190614129
TRINITY_DN118697_c1_g2_i1	ID=Xetrov90016544mgName=riok1]RIOK1_HUMANRIOK1_HUMANQ	Chr06	83143440	83170479	3.491396715	-0.012619138	0.979009144	0.999945023	3.50232382	3.326415029	3.50066174	3.62259182
TRINITY_DN118716_c0_g1_i2	ID=Xetrov90015435mgName=Xetrov90015435mg]	Chr06	757757	758299	1.613928522	-0.096439442	0.861747318	0.999945023	1.606991808	1.307500223	1.684243166	1.819322863
TRINITY_DN118718_c0_g1_i2	ID=Xetrov90015659mgName=ptchd3]PTHD3_MOUSEPTHD3_MOUSEQ	Chr06	16561522	16566981	1.967137745	-1.785196279	0.000516997	0.231272584	1.40686257	1.176547602	3.052525107	1.278867408
TRINITY_DN118725_c0_g1_i2	ID=Xetrov90016050mgName=bzw2]BZW2_MACFABZW2_MACFAQ	Chr06	44608254	44627712	2.979799472	-0.078962534	0.890439117	0.999945023	2.167642077	3.405633457	3.038120507	3.03688196
TRINITY_DN118725_c0_g2_i1	ID=Xetrov90016051mgName=ankmy2-like]ANKY2_CHICKANKY2_CHICKQ	Chr06	44660368	44687259	4.065780202	-0.026671775	0.955868279	0.999945023	3.813626832	4.045558477	4.085661619	4.280536947
TRINITY_DN118801_c0_g1_i1	ID=Xetrov90015859mgName=pard6g]PAR6G_MOUSEPAR6G_MOUSEQ	Chr06	29494878	29559845	3.907497074	0.112425709	0.814804544	0.999945023	3.889204633	3.838653359	3.822612262	4.067054222
TRINITY_DN118808_c0_g1_i4	ID=Xetrov90017319mgName=Xetrov90017319mg]	Chr06	134432893	134440870	1.058681432	-0.324325757	0.620136948	0.999945023	-0.086456148	0.917916342	1.289487618	1.614170504
