gid	gname	chr	start	end	logCPM	logFC.XY46.XX46	logFC.XY46.XXm46	logFC.XXm46.XX46	logFC.XXM.XXF	PV.XY46.XX46	PV.XY46.XXm46	PV.XXm46.XX46	PV.XXM.XXF	FDR.XY46.XX46	FDR.XY46.XXm46	FDR.XXm46.XX46	FDR.XXM.XXF	Tv1_462	Tv1_463	Tv2_461	Tv2_462	Tv2_464	Tv5_461	Tv6_461
TRINITY_DN121436_c0_g1_i2	ID=Xetrov90010720mgName=neto2]NETO2_RATNETO2_RATQ	Chr04	25306454	25306454	0.558776643	0.715773281	-0.6332426	1.349015882	1.032394582	0.25185689	0.452076483	0.100518555	0.09716663	0.341165996	1	0.216371072	0.160460777	0.688958241	-1.050677685	1.110896631	1.310656841	1.130621387	-0.936904699	-0.177403113
TRINITY_DN121544_c0_g1_i1	ID=Xetrov90010389mgName=eif3m]EIF3M_XENLAEIF3M_XENLAQ	Chr04	9547215	9547215	7.671970684	0.125953244	0.214800992	-0.088847748	0.018552748	0.694516208	0.640030262	0.845476944	0.953857516	0.759962369	1	0.902408839	0.965936158	7.67580714	7.593242393	7.788952937	7.539728281	7.86755705	7.71938422	7.479307143
TRINITY_DN121566_c1_g2_i3	ID=Xetrov90012053mgName=LOC100489839-like]FRRS1_DANREFRRS1_DANREQ	Chr04	93699303	93699303	3.687651079	-3.361656423	1.556839413	-4.918495836	-4.14007613	2.96E-09	0.062458051	1.16E-06	1.14E-10	3.35E-08	1	2.32E-05	1.72E-09	5.403140314	2.412592154	0.456467159	-0.088142512	0.439787025	4.391457896	4.149535063
TRINITY_DN121606_c4_g2_i1	ID=Xetrov90011237mgName=edc4-like]EDC4_XENLAEDC4_XENLAQ	Chr04	43966522	43966522	5.871224978	-1.667079595	0.02395945	-1.691039045	-1.67905932	2.88E-10	0.947866429	3.10E-05	5.62E-10	3.74E-09	1	0.000401657	7.69E-09	6.538498593	4.945943913	4.760658486	4.899263008	5.049799231	6.526176396	6.695079114
TRINITY_DN121616_c3_g1_i5	ID=Xetrov90011110mgName=LOC100487418]BAD_RATBAD_RATQ	Chr04	40013655	40013655	3.894503135	-0.137878489	0.002665649	-0.140544138	-0.139211314	0.703176047	0.995850153	0.7853086	0.700654952	0.767253086	1	0.861229967	0.765613039	3.294742001	3.631033477	3.607152571	3.83151366	4.188738373	4.287978417	4.14587493
TRINITY_DN121840_c4_g1_i1	ID=Xetrov90010976mgName=ccs]CCS_HUMANCCS_HUMANQ	Chr04	36764847	36764847	3.140133359	-0.850767743	0.036823602	-0.887591345	-0.869179544	0.02959419	0.946999223	0.12618506	0.027657626	0.063723122	1	0.252277336	0.059833167	3.560804629	1.959682945	3.144687906	2.682327904	2.801355298	3.513131355	3.618678854
TRINITY_DN121853_c1_g4_i4	ID=Xetrov90011245mgName=rpgrip1l]FTM_HUMANFTM_HUMANQ	Chr04	44179853	44179853	3.916380378	-1.106099409	-0.391527654	-0.714571755	-0.910335582	0.000885243	0.391792607	0.140562018	0.006430859	0.003564671	1	0.271514598	0.018746526	4.274101749	2.860153343	3.480810581	3.686418834	3.463087803	4.605339219	4.292125754
TRINITY_DN121930_c0_g1_i3	ID=Xetrov90012240mgName=edem3-like]EDEM3_XENLAEDEM3_XENLAQ	Chr04	103857337	103857337	3.807975608	-1.793935675	0.095197477	-1.889133152	-1.841534414	1.01E-07	0.839920358	0.000295436	1.04E-07	9.05E-07	1	0.00263042	9.87E-07	4.582050106	3.065691301	2.643143166	2.682327904	2.574515607	4.337600313	4.742196375
TRINITY_DN121958_c0_g1_i1	ID=Xetrov90010399mgName=mpped2]MPPD2_PONABMPPD2_PONABQ	Chr04	10385465	10385465	1.921040222	1.17220008	-0.063002222	1.235202302	1.203701191	0.01166447	0.921876359	0.043652526	0.009299653	0.030518433	1	0.123601506	0.025246916	1.653839843	1.474046232	2.4487136	2.363340032	2.708468806	0.74495309	0.870760666
TRINITY_DN121967_c4_g4_i3	ID=Xetrov90012477mgName=mpst]THTM_HUMANTHTM_HUMANQ	Chr04	112841175	112841175	2.76142255	-0.944653304	-0.165632391	-0.779020913	-0.861837108	0.020506928	0.771484953	0.193215731	0.035567823	0.047754028	1	0.335953388	0.072953974	2.785572372	2.215025081	2.183946288	2.428275509	2.387432018	3.787614224	2.783992177
TRINITY_DN121988_c4_g1_i1	ID=Xetrov90011922mgName=cpt2]CPT2_XENLACPT2_XENLAQ	Chr04	86990194	86990194	4.536472654	-0.70398522	-0.162474007	-0.541511213	-0.622748216	0.023637905	0.70872907	0.231045426	0.046204649	0.053456751	1	0.378986054	0.089667054	5.016996284	4.537304787	4.23150797	4.335452869	3.59867471	4.681778079	4.909111144
TRINITY_DN122014_c4_g2_i7	ID=Xetrov90011595mgName=ca5b]CAH5B_HUMANCAH5B_HUMANQ	Chr04	68234606	68234606	4.306856833	0.455131584	0.906857922	-0.451726337	0.001702624	0.204905643	0.09125266	0.38692963	0.996245689	0.28965406	1	0.537990781	0.997233132	3.769475533	5.20912923	4.129922681	3.693040222	4.182995679	4.447620478	4.132990839
TRINITY_DN122147_c0_g1_i1	ID=Xetrov90012101mgName=lmo41]LMO42_XENTRLMO42_XENTRQ	Chr04	96287951	96287951	4.397472148	-1.480634795	-0.089900578	-1.390734217	-1.435684506	2.21E-07	0.820961268	0.001284735	7.72E-07	1.89E-06	1	0.008724594	6.26E-06	5.070900861	3.472268015	3.673641095	3.659625136	3.554879807	4.923349149	5.138223076
TRINITY_DN122171_c1_g2_i1	ID=Xetrov90012027mgName=alg14-like]ALG14_HUMANALG14_HUMANQ	Chr04	91532368	91532368	3.35999954	-1.501231836	-0.110068988	-1.391162848	-1.446197342	2.63E-05	0.824710614	0.009894536	6.70E-05	0.000155917	1	0.042745792	0.00037348	4.204938917	2.628778914	2.648050953	2.628076931	2.240354536	4.097687091	3.683230533
TRINITY_DN122183_c3_g3_i6	ID=Xetrov90012420mgName=tnrc6b-like]TNR6B_MOUSETNR6B_MOUSEQ	Chr04	111289037	111289037	4.480568403	-1.009653659	-0.180215859	-0.8294378	-0.919545729	0.000435442	0.652021982	0.049628274	0.001464976	0.001931675	1	0.134597503	0.005542979	5.133242224	4.076586252	3.718657844	4.121419107	4.008909497	4.770268151	4.920938081
TRINITY_DN122358_c0_g1_i4	ID=Xetrov90011896mgName=ttc39a]TT39A_XENTRTT39A_XENTRQ	Chr04	86079771	86079771	0.117745184	-1.801192061	0.378400898	-2.179592959	-1.99039251	0.009380244	0.710550141	0.046861267	0.005481119	0.025668851	1	0.129720824	0.016474585	1.754081118	-0.188958456	-1.512928712	-1.19319483	-1.14933773	-1.060013211	0.661112339
TRINITY_DN122359_c0_g1_i7	ID=Xetrov90012711mgName=chchd4]MIA40_XENTRMIA40_XENTRQ	Chr04	122502293	122502293	2.551025514	-1.413006258	0.19230808	-1.605314337	-1.509160297	0.000172139	0.720976966	0.005527487	8.61E-05	0.000852305	1	0.027553249	0.000468939	3.316763704	1.919215982	1.833798319	1.605573921	1.613003189	3.153221192	3.107492742
TRINITY_DN122369_c1_g1_i6	ID=Xetrov90011148mgName=atl3]ATLA3_HUMANATLA3_HUMANQ	Chr04	41135917	41135917	3.75558119	0.184492501	0.086898217	0.097594283	0.141043392	0.584522798	0.856290027	0.837109857	0.675580846	0.664836611	1	0.896999488	0.743326317	3.377392741	4.091838142	3.472534438	3.757634513	3.904600281	3.690698751	3.870078327
TRINITY_DN122385_c0_g1_i3	ID=Xetrov90012681mgName=vhl]VHL_MOUSEVHL_MOUSEQ	Chr04	121349960	121349960	1.335411319	-0.755251538	0.192191033	-0.94744257	-0.851347054	0.112701398	0.77985409	0.182707226	0.076737711	0.180574603	1	0.323716908	0.133257081	2.130732241	0.640290996	0.880091969	0.799295069	1.351492099	1.889607443	0.88839135
TRINITY_DN122389_c3_g1_i5	ID=Xetrov90012310mgName=LOC101732130]DDX47_BOVINDDX47_BOVINQ	Chr04	106136927	106136927	5.210349291	-1.412545398	0.1792146	-1.591759998	-1.502152698	4.42E-08	0.622758618	5.97E-05	1.26E-08	4.18E-07	1	0.00069171	1.38E-07	5.919578052	4.47585198	4.469126515	4.270530593	4.401500442	5.787415589	5.869529725
TRINITY_DN122410_c0_g1_i1	ID=Xetrov90012680mgName=thumpd3]THUM3_BOVINTHUM3_BOVINQ	Chr04	121340230	121340230	2.378518582	-0.745653629	-0.166801607	-0.578852022	-0.662252825	0.05098662	0.755926259	0.29728634	0.083824739	0.09718113	1	0.450588751	0.142978963	2.94958866	2.181199943	1.807718628	2.158509008	1.973878807	2.541073051	2.67647172
TRINITY_DN122432_c4_g1_i2	ID=Xetrov90011416mgName=cdh8]CADH8_HUMANCADH8_HUMANQ	Chr04	58368696	58368696	1.829884681	0.866190819	-0.46359335	1.329784168	1.097987494	0.050718171	0.441367896	0.022537046	0.012946563	0.096784279	1	0.07747685	0.032875156	1.665327963	1.510823264	2.034539668	2.505538896	2.44614749	0.799092988	0.9734508
TRINITY_DN122436_c1_g1_i3	ID=Xetrov90012259mgName=atf7ip-like]MCAF1_HUMANMCAF1_HUMANQ	Chr04	104642391	104642391	6.219234164	-1.59964371	-0.023208776	-1.576434934	-1.588039322	5.89E-08	0.954610106	0.000464857	1.38E-07	5.48E-07	1	0.003825684	1.27E-06	7.22118751	5.255917762	5.107417513	5.337811552	5.546699091	6.891682225	6.548572988
TRINITY_DN122463_c2_g1_i2	ID=Xetrov90011294mgName=prmt7]ANM7_XENLAANM7_XENLAQ	Chr04	49690988	49690988	2.608049641	-1.343781535	0.199885496	-1.54366703	-1.443724282	0.005142286	0.769705549	0.03610432	0.003232387	0.015685571	1	0.108260892	0.0107302	3.287326095	1.986043769	1.394027554	1.700639536	2.206787939	3.833735061	2.043347342
TRINITY_DN122545_c4_g4_i2	ID=Xetrov90012330mgName=gorab-like]GORAB_BOVINGORAB_BOVINQ	Chr04	108029113	108029113	4.902587889	-2.895774956	0.221265857	-3.117040813	-3.006407885	9.83E-17	0.639764533	3.22E-08	5.09E-16	2.58E-15	1	9.93E-07	1.47E-14	6.139906178	3.201249434	3.357393945	2.785068427	2.19542325	5.619543422	5.872854765
TRINITY_DN122554_c5_g2_i1	ID=Xetrov90010805mgName=setd6]SETD6_XENTRSETD6_XENTRQ	Chr04	28293445	28293445	3.29205963	-0.429896507	0.13268126	-0.562577767	-0.496237137	0.204096576	0.784007527	0.255590129	0.144727244	0.288775985	1	0.406183989	0.219991136	3.33845431	2.989562244	3.168793033	2.976342399	3.158173078	3.483128221	3.754662053
TRINITY_DN122571_c0_g1_i3	ID=Xetrov90012390mgName=aco2]ACON_BOVINACON_BOVINQ	Chr04	109970271	109970271	9.029018536	0.774992114	0.28306954	0.491922575	0.633457345	0.053522393	0.621825644	0.370571963	0.11265373	0.101031691	1	0.523300935	0.180390253	8.705141283	9.614758463	9.420823891	9.074342678	8.960970018	8.567757915	8.464384904
TRINITY_DN122582_c2_g1_i9	ID=Xetrov90012497mgName=LOC733778]SHSA4_MOUSESHSA4_MOUSEQ	Chr04	113477703	113477703	6.149340367	0.373576121	-0.355058517	0.728634638	0.551105379	0.181921235	0.359362131	0.055309795	0.048530843	0.263636993	1	0.144639507	0.093224266	5.701185645	6.473884877	5.88722801	6.590209946	6.285476439	6.065212306	5.794370279
TRINITY_DN122627_c2_g2_i1	ID=Xetrov90012130mgName=vamp4]VAMP4_HUMANVAMP4_HUMANQ	Chr04	97463792	97463792	1.979541037	-1.815387481	0.650786166	-2.466173647	-2.140780564	1.05E-05	0.289101894	0.000219455	7.00E-07	6.75E-05	1	0.002065252	5.73E-06	2.954279102	0.826862825	0.72151194	0.340804353	1.309940577	2.603256195	2.701621343
TRINITY_DN122669_c4_g1_i1	ID=Xetrov90011135mgName=naa40]NAA40_XENLANAA40_XENLAQ	Chr04	40850090	40850090	4.51011111	-1.396024932	0.353057163	-1.749082096	-1.572553514	9.91E-07	0.387281488	8.04E-05	7.96E-08	7.62E-06	1	0.000890828	7.69E-07	4.994402208	3.928142975	3.723315755	3.421238484	3.653690181	5.340301925	5.140983635
TRINITY_DN122696_c0_g1_i3	ID=Xetrov90010533mgName=Xetrov90010533mg]SYT7_HUMANSYT7_HUMANQ	Chr04	14361208	14361208	2.086320241	0.83768299	-0.183428916	1.021111906	0.929397448	0.05786992	0.764146626	0.083407303	0.034714403	0.107485929	1	0.190870998	0.071640004	1.806901209	1.39755419	2.643143166	2.535321719	2.684281705	1.289813637	1.435899446
TRINITY_DN122712_c7_g1_i2	ID=Xetrov90011162mgName=eef1g]EF1GA_XENLAEF1GA_XENLAQ	Chr04	41529466	41529466	10.15590492	0.770669084	0.363681024	0.40698806	0.588828572	0.088478309	0.575829458	0.512865794	0.1906022	0.149645572	1	0.648665948	0.27336286	9.681553339	10.42199665	10.60781188	10.13084427	10.44656901	9.799093971	9.687927206
TRINITY_DN122789_c0_g1_i2	ID=Xetrov90011741mgName=c8a]CO8A_RABITCO8A_RABITQ	Chr04	76109496	76109496	6.012060651	0.809242896	-0.02017497	0.829417867	0.819330382	0.005899446	0.960975073	0.036045277	0.005139796	0.017595791	1	0.108145687	0.015636145	4.912414305	6.253572962	6.191567517	6.322002437	6.448129398	5.716508675	5.711988213
TRINITY_DN122814_c0_g2_i5	ID=Xetrov90011964mgName=tnn]TENN_HUMANTENN_HUMANQ	Chr04	88015342	88015342	4.367661468	0.840982399	0.022821569	0.81816083	0.829571615	0.008166862	0.95924097	0.056102208	0.008800941	0.022974458	1	0.146059125	0.024143335	4.140547542	4.271353148	4.814037569	4.65154187	4.864896846	3.409628296	3.865634679
TRINITY_DN122845_c2_g1_i2	ID=Xetrov90011125mgName=stip1]STIP1_HUMANSTIP1_HUMANQ	Chr04	40410607	40410607	7.324129559	0.046001425	0.226323765	-0.18032234	-0.067160458	0.890670603	0.637081885	0.706212511	0.841038319	0.918232917	1	0.803014013	0.87901187	7.560952236	6.880097018	7.445672522	7.148054208	7.683817213	7.017852063	7.355037117
TRINITY_DN122867_c0_g1_i1	ID=Xetrov90011732mgName=pif1-like1]PIF1_XENLAPIF1_XENLAQ	Chr04	75339570	75339570	4.627904467	-5.817352612	-0.691299442	-5.12605317	-5.471702891	4.35E-52	0.14940731	2.22E-17	6.91E-40	7.97E-50	1	3.15E-15	1.08E-37	5.648616995	0.463963981	-0.578402538	0.723703	0.18785237	5.952779323	5.804852786
TRINITY_DN122873_c4_g1_i2	ID=Xetrov90010716mgName=dnaja2]DNJA2_MOUSEDNJA2_MOUSEQ	Chr04	25203795	25203795	6.853187526	-0.078292231	0.216187047	-0.294479278	-0.186385755	0.786910094	0.602395123	0.4799309	0.520631835	0.836086061	1	0.621123225	0.606831546	6.858310365	6.625162468	6.824268495	6.6312981	7.059885368	6.98319367	6.932671773
TRINITY_DN122875_c5_g1_i1	ID=Xetrov90012202mgName=Xetrov90012202mg]WDR47_HUMANWDR47_HUMANQ	Chr04	101872422	101872422	3.780859146	-2.534195959	-0.307916452	-2.226279506	-2.380237732	1.68E-11	0.540720306	0.00012396	8.80E-10	2.52E-10	1	0.00128493	1.17E-08	4.341890917	1.697873241	2.107617688	2.467424369	2.556861917	4.611656023	5.016232254
TRINITY_DN122897_c4_g2_i4	ID=Xetrov90012713mgName=uroc1]HUTU_MOUSEHUTU_MOUSEQ	Chr04	122529691	122529691	7.246332587	-0.722633481	0.636778399	-1.35941188	-1.041022681	0.031847171	0.196295277	0.008496547	0.002381185	0.06751926	1	0.038219324	0.008328492	7.857671762	7.358672824	6.954276219	6.313970395	6.373197539	7.563239147	7.57818425
TRINITY_DN122911_c3_g1_i2	ID=Xetrov90012706mgName=slc6a6]SC6A6_HUMANSC6A6_HUMANQ	Chr04	122371029	122371029	3.95919692	0.04639533	0.322460351	-0.276065021	-0.114834845	0.884143432	0.483299163	0.547021708	0.718807739	0.913662269	1	0.676400207	0.780670348	4.047037788	4.174391235	3.78476855	3.69963136	4.078611416	4.140255297	3.700799199
TRINITY_DN122967_c1_g1_i7	ID=Xetrov90012614mgName=twf2]TWF2B_XENLATWF2B_XENLAQ	Chr04	117798541	117798541	4.308396223	0.55108978	-0.273934135	0.825023915	0.688056848	0.080526692	0.531004712	0.05268341	0.028695483	0.138908642	1	0.139951939	0.061618325	4.073147393	3.994567873	4.431194186	4.743719414	4.857705344	3.79651357	3.878924772
TRINITY_DN122971_c8_g1_i1	ID=Xetrov90011937mgName=LOC100498184]TC1D1_MOUSETC1D1_MOUSEQ	Chr04	87340563	87340563	0.401586748	0.193301313	-1.481954483	1.675255795	0.934278554	0.714648802	0.030201925	0.013491659	0.073090275	0.77673228	1	0.053734046	0.128259046	0.52207533	-0.67531617	0.339983702	1.59146693	0.5148543	-0.283798514	-0.55229145
TRINITY_DN122975_c0_g1_i11	ID=Xetrov90010748mgName=rfwd3]RFWD3_AILMERFWD3_AILMEQ	Chr04	26756657	26756657	4.886477786	-2.8176298	0.11341649	-2.931046289	-2.874338044	9.51E-22	0.776368726	4.76E-10	2.05E-20	3.97E-20	1	2.29E-08	9.48E-19	5.691386031	2.831364779	2.939817853	2.937834346	3.33429904	5.844847637	6.026554571
TRINITY_DN123023_c7_g1_i1	ID=Xetrov90012166mgName=cdc14a-like]CC14A_HUMANCC14A_HUMANQ	Chr04	98843621	98843621	1.359100324	0.821257243	-0.333200463	1.154457706	0.987857474	0.09990315	0.626059342	0.08124766	0.046955469	0.164283631	1	0.187531739	0.090869694	1.332148572	0.911817467	1.735776067	1.919706871	1.933406358	0.799092988	-0.10584334
TRINITY_DN123053_c6_g1_i6	ID=Xetrov90011566mgName=kars]SYK_MOUSESYK_MOUSEQ	Chr04	66768322	66768322	6.699523747	0.257795792	0.17277704	0.085018752	0.171407272	0.372922054	0.675796413	0.834538524	0.552995837	0.466574963	1	0.895384222	0.636245812	6.801852982	6.728311607	6.866990759	6.656925661	6.888316672	6.248654215	6.61195992
TRINITY_DN123068_c8_g1_i1	ID=Xetrov90012413mgName=mief1]MID51_XENTRMID51_XENTRQ	Chr04	110655543	110655543	1.420391515	-3.088548557	-0.216988662	-2.871559895	-2.980054226	4.23E-10	0.754609195	0.000201351	5.79E-09	5.38E-09	1	0.001923031	6.75E-08	2.653366079	-1.282738664	-0.673161681	-0.390126606	-0.061974088	2.188982649	2.315103921
TRINITY_DN123113_c1_g4_i1	ID=Xetrov90012667mgName=grm7]GRM7_MOUSEGRM7_MOUSEQ	Chr04	120076410	120076410	1.15742217	0.921797816	-0.155057138	1.076854954	0.999326385	0.084425747	0.833652054	0.129996838	0.060365387	0.144226808	1	0.257394031	0.110751341	0.75496463	-0.075572274	1.620652788	1.605573921	2.064120104	0.244382352	0.619491047
TRINITY_DN123157_c1_g5_i1	ID=Xetrov90012430mgName=LOC100488248-like]GALR2_MOUSEGALR2_MOUSEQ	Chr04	111559951	111559951	0.864428779	-3.202686853	-0.11877775	-3.083909103	-3.143297978	0.000131537	0.916589302	0.020071929	0.000351891	0.000670721	1	0.071672134	0.001615781	-1.603365741	-0.594969662	-1.699817326	-1.098675235	-1.547242199	2.823870929	1.747407883
TRINITY_DN123200_c2_g3_i1	ID=Xetrov90011923mgName=LOC100497300]CA123_XENLACA123_XENLAQ	Chr04	87003189	87003189	4.486479767	0.042832374	0.401729288	-0.358896914	-0.15803227	0.898814814	0.411091916	0.461410027	0.639683322	0.924498973	1	0.605399415	0.712468061	4.790503405	4.974201648	4.542124194	4.15537963	3.986006293	4.636650239	3.99739583
TRINITY_DN123241_c2_g4_i7	ID=Xetrov90010286mgName=abtb2-like2]ABTB2_MOUSEABTB2_MOUSEQ	Chr04	7156837	7156837	2.997482405	-2.707374399	-0.275612736	-2.431761663	-2.569568031	1.20E-08	0.66412603	0.000963597	1.78E-07	1.23E-07	1	0.006904576	1.61E-06	2.737403522	1.436307105	1.139058476	1.518785555	1.154293588	4.053824578	4.488423389
TRINITY_DN123270_c3_g2_i2	ID=Xetrov90011838mgName=atp6v0b]VATO_BOVINVATO_BOVINQ	Chr04	82184633	82184633	5.079909451	-0.564724087	0.220310759	-0.785034846	-0.674879467	0.038962429	0.573940421	0.052569741	0.014405877	0.078791978	1	0.139807586	0.035778847	5.271208011	4.707363339	5.139136817	4.615398122	4.597712306	5.386712838	5.528097677
TRINITY_DN123280_c1_g2_i8	ID=Xetrov90011438mgName=ctu2]CTU2_XENTRCTU2_XENTRQ	Chr04	60737862	60737862	4.468479145	-1.908992008	-0.050454237	-1.858537771	-1.883764889	6.66E-10	0.905737603	9.52E-05	2.94E-09	8.24E-09	1	0.001025615	3.59E-08	5.176034681	3.114300015	3.366355542	3.39304964	3.518860766	5.571745577	4.915574217
TRINITY_DN123295_c6_g2_i2	ID=Xetrov90012164mgName=dbt]ODB2_MOUSEODB2_MOUSEQ	Chr04	98799493	98799493	6.129710453	-0.535495603	0.276947529	-0.812443132	-0.673969368	0.045912423	0.472088607	0.041160736	0.012730234	0.08949302	1	0.118628908	0.032423662	6.351591664	6.057772153	5.983561801	5.629473591	5.643963769	6.544451422	6.421129589
TRINITY_DN123319_c1_g1_i3	ID=Xetrov90011807mgName=gadd45a]GA45A_FELCAGA45A_FELCAQ	Chr04	80098648	80098648	3.303910362	-0.939649816	-0.229659679	-0.709990137	-0.824819977	0.006322813	0.631835844	0.158049605	0.017017894	0.01862127	1	0.293783097	0.040878798	3.814024316	2.59492331	2.677152157	3.02962987	3.086157196	3.735349462	3.655182967
TRINITY_DN123321_c0_g1_i1	ID=Xetrov90012579mgName=tusc2]TUSC2_MOUSETUSC2_MOUSEQ	Chr04	116802640	116802640	4.35829068	-1.57684572	0.205451833	-1.782297553	-1.679571636	1.03E-07	0.623764665	0.000104421	3.40E-08	9.28E-07	1	0.001111407	3.47E-07	4.986409937	3.251009991	3.688009239	3.283243931	3.486589114	5.231305023	4.946410622
TRINITY_DN123338_c2_g1_i10	ID=Xetrov90012352mgName=hsd17b7]DHB7_RATDHB7_RATQ	Chr04	108796839	108796839	1.808019256	0.452363866	-0.260170496	0.712534362	0.582449114	0.354784408	0.701412205	0.283557514	0.232009935	0.448569525	1	0.436328738	0.320144839	1.916716345	2.146562669	2.249996941	2.196285738	1.200503657	1.740791068	0.415732629
TRINITY_DN123364_c1_g1_i2	ID=Xetrov90012120mgName=tada1]TADA1_XENLATADA1_XENLAQ	Chr04	96857867	96857867	4.589158902	-1.72928209	0.060977642	-1.790259733	-1.759770912	1.55E-09	0.878615282	5.04E-05	2.08E-09	1.83E-08	1	0.000604244	2.60E-08	5.398845507	3.807689297	3.381168933	3.539850791	3.585675263	5.373391815	5.196883545
TRINITY_DN123446_c2_g1_i3	ID=Xetrov90011514mgName=ist1]IST1_HUMANIST1_HUMANQ	Chr04	63418732	63418732	4.178616228	-0.789016006	-0.109435267	-0.679580739	-0.734298373	0.00859646	0.795036121	0.12225275	0.015038104	0.023915082	1	0.247000169	0.037031619	4.702637414	3.626851271	4.009241066	3.884541596	3.653690181	4.427710171	4.543709646
TRINITY_DN123505_c1_g1_i4	ID=Xetrov90010730mgName=siah1]SIAH1_HUMANSIAH1_HUMANQ	Chr04	26043816	26043816	4.640612728	-1.214158814	-0.093492408	-1.120666406	-1.16741261	8.17E-06	0.805557304	0.005869974	2.25E-05	5.35E-05	1	0.028817497	0.000138464	5.340026447	3.928142975	3.956806186	4.07907681	4.069302594	5.079160808	5.161067928
TRINITY_DN123553_c1_g1_i6	ID=Xetrov90011092mgName=zbtb3]ZBTB3_MOUSEZBTB3_MOUSEQ	Chr04	39733312	39733312	3.811958555	-2.210472812	0.047007959	-2.25748077	-2.233976791	6.46E-11	0.919981618	2.04E-05	1.86E-10	9.08E-10	1	0.000281764	2.72E-09	4.88688098	2.568999812	2.420308776	2.420316622	2.407270544	4.360285806	4.706612754
TRINITY_DN123581_c1_g4_i3	ID=Xetrov90012404mgName=nptxr]NPTXR_HUMANNPTXR_HUMANQ	Chr04	110247185	110247185	2.246924241	0.470708034	-0.223974643	0.694682677	0.582695355	0.42078514	0.783115996	0.382175758	0.317566058	0.513427883	1	0.533584806	0.410285735	2.557978913	0.673110356	2.042016312	2.614189327	3.329108476	1.803937997	1.022178853
TRINITY_DN123601_c4_g1_i3	ID=Xetrov90011034mgName=arl2]ARL2_HUMANARL2_HUMANQ	Chr04	38233084	38233084	3.929820373	-1.126852722	0.14120075	-1.268053472	-1.197453097	0.000350683	0.752425922	0.007865415	0.000183812	0.001594084	1	0.036068866	0.000914217	4.399776107	3.522659273	3.289917367	3.211267166	3.22676437	4.441959802	4.576708037
TRINITY_DN123606_c9_g1_i1	ID=Xetrov90011101mgName=lrrn4cl]LRN4L_HUMANLRN4L_HUMANQ	Chr04	39819168	39819168	0.942509586	1.098333462	0.048544463	1.049788999	1.07406123	0.035607085	0.946765713	0.131737279	0.039001092	0.073528022	1	0.259763337	0.078412581	0.936593749	0.673110356	1.297377534	1.275794348	1.789658719	-0.210646118	-0.291872949
TRINITY_DN123642_c1_g2_i3	ID=Xetrov90012662mgName=arl8b]ARL8B_RATARL8B_RATQ	Chr04	119713238	119713238	1.70568059	0.253629632	-0.452713188	0.706342821	0.479986227	0.572707833	0.463923567	0.247218292	0.283450208	0.654303752	1	0.396984597	0.374980894	1.699253438	0.939059211	1.650306238	2.177521017	2.294619593	1.251493469	1.459681391
TRINITY_DN123715_c3_g1_i1	ID=Xetrov90011818mgName=lrrc40]LRC40_XENTRLRC40_XENTRQ	Chr04	80786527	80786527	3.401652713	-0.762664932	1.484335031	-2.246999963	-1.504832447	0.021917377	0.004585202	3.99E-05	1.52E-05	0.050414102	0.976344227	0.00049601	9.71E-05	3.803665332	3.234613103	3.047744537	1.66066165	3.104500979	3.863683013	3.995363377
TRINITY_DN123750_c1_g4_i1	ID=Xetrov90012539mgName=amt]GCST_HUMANGCST_HUMANQ	Chr04	115500929	115500929	2.541100016	-0.534566795	0.58892468	-1.123491475	-0.829029135	0.248510387	0.387943978	0.109881387	0.077686182	0.337735365	1	0.229807549	0.134593348	2.796061613	3.149711064	1.717215554	1.764901922	1.646773287	2.628395095	3.155608049
TRINITY_DN123839_c5_g2_i1	ID=Xetrov90010513mgName=sigirr]SIGIR_RATSIGIR_RATQ	Chr04	13992438	13992438	0.864883959	1.42787379	-0.221365901	1.64923969	1.53855674	0.002085467	0.722710656	0.005907085	0.000855101	0.007403333	1	0.028943408	0.003493847	-0.264911575	1.316778333	0.896682352	1.488655787	1.542994841	-0.210646118	0.119887986
TRINITY_DN123892_c2_g1_i2	ID=Xetrov90010500mgName=sdhaf2]SDHF2_MOUSESDHF2_MOUSEQ	Chr04	13668632	13668632	4.450997864	0.78676892	0.130235879	0.656533041	0.721650981	0.005686384	0.746316458	0.089572067	0.010859814	0.017066876	1	0.20003937	0.028568499	3.939967555	4.873661602	4.733209572	4.629274151	4.663113962	3.778659641	4.176694023
TRINITY_DN123938_c1_g2_i6	ID=Xetrov90011347mgName=rspry1]RSPRY_MACFARSPRY_MACFAQ	Chr04	53797798	53797798	5.308898732	-3.118409751	0.272651532	-3.391061283	-3.254735517	6.31E-29	0.472105193	9.84E-14	1.49E-27	4.49E-27	1	9.08E-12	1.26E-25	6.274455113	3.040758656	3.235525216	2.948941928	3.365056259	6.407391985	6.309820552
TRINITY_DN123968_c6_g1_i2	ID=Xetrov90010960mgName=Xetrov90010960mg]ExpAA=8972PredHel=4Topology=i21-43o53-72i84-106o121-143i	Chr04	36309088	36309088	6.847976285	1.766242333	-0.199908738	1.96615107	1.866196701	1.15E-06	0.684981125	1.84E-05	2.61E-07	8.71E-06	1	0.000258498	2.30E-06	4.937503579	6.881852944	7.11754159	7.524495154	7.808173295	5.894910524	5.681342381
