ID_fa	ID_trans	dNdS	dN	dS
RBH_pair_5163.fa	TRINITY_D108236_c0_g1_i1	0.0763	0.1193	1.5643
RBH_pair_2826.fa	TRINITY_D137234_c2_g1_i12	0.062	0.097	1.5646
RBH_pair_3802.fa	TRINITY_D128856_c0_g2_i2	0.0804	0.1259	1.5656
RBH_pair_2169.fa	TRINITY_D139810_c0_g1_i1	0.2327	0.3644	1.5656
RBH_pair_7508.fa	TRINITY_D124467_c11_g1_i3	0.021	0.0329	1.5657
RBH_pair_10446.fa	TRINITY_D132087_c4_g1_i3	0.078	0.1222	1.5658
RBH_pair_3162.fa	TRINITY_D136714_c1_g2_i2	0.034	0.0532	1.5659
RBH_pair_1501.fa	TRINITY_D120137_c0_g1_i2	0.0487	0.0763	1.5659
RBH_pair_3824.fa	TRINITY_D125797_c6_g1_i4	0.0494	0.0774	1.566
RBH_pair_8709.fa	TRINITY_D121020_c0_g2_i2	0.0526	0.0824	1.5663
RBH_pair_10787.fa	TRINITY_D130860_c0_g1_i2	0.0254	0.0398	1.5667
RBH_pair_8997.fa	TRINITY_D141226_c1_g1_i4	0.0631	0.0988	1.5667
RBH_pair_1354.fa	TRINITY_D116065_c0_g1_i5	0.0634	0.0993	1.567
RBH_pair_4538.fa	TRINITY_D124869_c2_g2_i5	0.0358	0.0561	1.5671
RBH_pair_3528.fa	TRINITY_D136609_c4_g1_i2	0.0407	0.0637	1.5671
RBH_pair_9298.fa	TRINITY_D138707_c4_g1_i4	0.1754	0.2749	1.5674
RBH_pair_10708.fa	TRINITY_D119508_c1_g2_i1	0.0971	0.1522	1.5675
RBH_pair_4224.fa	TRINITY_D132202_c4_g1_i1	0.0583	0.0913	1.5676
RBH_pair_3663.fa	TRINITY_D116594_c0_g1_i2	0.066	0.1036	1.5681
RBH_pair_9768.fa	TRINITY_D139888_c0_g1_i3	0.1624	0.2546	1.5681
RBH_pair_3477.fa	TRINITY_D134990_c1_g1_i2	0.0736	0.1154	1.5685
RBH_pair_7917.fa	TRINITY_D125789_c3_g1_i3	0.0777	0.1218	1.5685
RBH_pair_6136.fa	TRINITY_D139435_c0_g1_i18	0.0469	0.0736	1.5689
RBH_pair_5862.fa	TRINITY_D117891_c6_g1_i3	0.0965	0.1515	1.5694
RBH_pair_3511.fa	TRINITY_D143045_c2_g3_i4	0.5963	0.936	1.5695
RBH_pair_6482.fa	TRINITY_D126306_c2_g1_i1	0.0167	0.0262	1.5697
RBH_pair_2174.fa	TRINITY_D122210_c0_g1_i10	0.0448	0.0703	1.5697
RBH_pair_2940.fa	TRINITY_D112414_c0_g1_i1	0.086	0.135	1.5697
RBH_pair_9360.fa	TRINITY_D133054_c0_g3_i1	0.0424	0.0666	1.5704
RBH_pair_10528.fa	TRINITY_D117226_c0_g1_i7	0.0149	0.0234	1.5706
RBH_pair_6623.fa	TRINITY_D122024_c5_g3_i2	0.1344	0.2111	1.571
RBH_pair_6213.fa	TRINITY_D132574_c4_g1_i7	0.1165	0.1831	1.5711
RBH_pair_10435.fa	TRINITY_D141154_c9_g1_i4	0.0013	0.0021	1.5712
RBH_pair_3577.fa	TRINITY_D127828_c0_g2_i1	0.0035	0.0056	1.5713
RBH_pair_4754.fa	TRINITY_D126301_c1_g2_i3	0.0424	0.0666	1.5713
RBH_pair_9323.fa	TRINITY_D114941_c5_g4_i1	0.0273	0.0429	1.5715
RBH_pair_8715.fa	TRINITY_D122709_c0_g1_i2	0.1281	0.2013	1.5715
RBH_pair_641.fa	TRINITY_D132399_c1_g1_i1	0.452	0.7104	1.5718
RBH_pair_6070.fa	TRINITY_D118391_c0_g2_i3	0.04	0.0629	1.5721
RBH_pair_5973.fa	TRINITY_D141150_c1_g1_i1	0.0819	0.1287	1.5722
RBH_pair_10653.fa	TRINITY_D134864_c5_g1_i5	0.1306	0.2053	1.5722
RBH_pair_10381.fa	TRINITY_D139707_c4_g4_i1	0.0315	0.0495	1.5724
RBH_pair_4120.fa	TRINITY_D126222_c2_g1_i1	0.0216	0.0339	1.5728
RBH_pair_5610.fa	TRINITY_D141899_c2_g2_i2	0.0752	0.1183	1.5728
RBH_pair_1696.fa	TRINITY_D141900_c0_g1_i1	0.1228	0.1931	1.573
RBH_pair_6074.fa	TRINITY_D119733_c0_g1_i1	0.0375	0.0589	1.5731
RBH_pair_5641.fa	TRINITY_D125404_c1_g1_i2	0.0673	0.1058	1.5731
RBH_pair_2333.fa	TRINITY_D127472_c5_g1_i5	0.0501	0.0788	1.5732
RBH_pair_7462.fa	TRINITY_D123973_c2_g1_i1	0.0604	0.095	1.5732
RBH_pair_5956.fa	TRINITY_D124106_c1_g1_i1	0.1298	0.2043	1.5733
RBH_pair_5003.fa	TRINITY_D116235_c5_g2_i2	0.0304	0.0479	1.5734
RBH_pair_6761.fa	TRINITY_D137723_c0_g3_i1	0.0579	0.091	1.5735
RBH_pair_5105.fa	TRINITY_D125025_c1_g2_i2	0.0235	0.037	1.5736
RBH_pair_6954.fa	TRINITY_D132277_c3_g1_i8	0.0823	0.1294	1.5737
RBH_pair_9974.fa	TRINITY_D126394_c6_g1_i5	0.0601	0.0947	1.5738
RBH_pair_10589.fa	TRINITY_D125880_c5_g1_i4	0.0602	0.0948	1.574
RBH_pair_603.fa	TRINITY_D138643_c0_g1_i5	0.0367	0.0578	1.5741
RBH_pair_7295.fa	TRINITY_D144077_c3_g2_i1	0.0172	0.027	1.5743
RBH_pair_5465.fa	TRINITY_D143597_c7_g1_i2	0.0589	0.0927	1.5743
RBH_pair_9919.fa	TRINITY_D126116_c1_g1_i1	0.0709	0.1115	1.5743
RBH_pair_10384.fa	TRINITY_D121975_c3_g2_i2	0.1265	0.1991	1.5745
RBH_pair_4555.fa	TRINITY_D116381_c0_g1_i1	0.0121	0.019	1.5746
RBH_pair_6272.fa	TRINITY_D139586_c2_g1_i1	0.0703	0.1107	1.5746
RBH_pair_8708.fa	TRINITY_D143271_c6_g1_i1	0.0425	0.0668	1.5747
RBH_pair_7813.fa	TRINITY_D126153_c1_g1_i1	0.0109	0.0171	1.575
RBH_pair_6412.fa	TRINITY_D115898_c2_g2_i3	0.0417	0.0656	1.5754
RBH_pair_1486.fa	TRINITY_D138588_c0_g1_i4	0.0651	0.1025	1.5756
RBH_pair_8090.fa	TRINITY_D135094_c2_g2_i3	0.0265	0.0417	1.5762
RBH_pair_1122.fa	TRINITY_D120721_c4_g1_i1	0.0059	0.0093	1.5766
RBH_pair_8191.fa	TRINITY_D141854_c2_g1_i1	0.0928	0.1462	1.5767
RBH_pair_10137.fa	TRINITY_D136484_c0_g1_i1	0.0539	0.085	1.5771
RBH_pair_9353.fa	TRINITY_D131593_c4_g2_i7	0.0758	0.1196	1.5772
RBH_pair_9110.fa	TRINITY_D126623_c2_g1_i2	0.0276	0.0435	1.5774
RBH_pair_1119.fa	TRINITY_D137239_c4_g1_i3	0.0332	0.0524	1.5775
RBH_pair_9024.fa	TRINITY_D121859_c0_g1_i5	0.0763	0.1203	1.5777
RBH_pair_2832.fa	TRINITY_D125534_c1_g1_i3	0.1254	0.1979	1.5778
RBH_pair_2598.fa	TRINITY_D115952_c6_g1_i2	0.0192	0.0303	1.578
RBH_pair_2201.fa	TRINITY_D137830_c4_g2_i1	0.0542	0.0855	1.578
RBH_pair_5680.fa	TRINITY_D117965_c3_g2_i1	0.1355	0.2139	1.5785
RBH_pair_10410.fa	TRINITY_D124638_c0_g2_i12	0.0397	0.0627	1.5786
RBH_pair_1071.fa	TRINITY_D118637_c3_g4_i3	0.1187	0.1875	1.5793
RBH_pair_2756.fa	TRINITY_D121031_c8_g1_i6	0.1572	0.2483	1.5793
RBH_pair_9744.fa	TRINITY_D135215_c10_g1_i3	0.0129	0.0204	1.5794
RBH_pair_2186.fa	TRINITY_D129758_c4_g1_i4	0.0256	0.0404	1.5795
RBH_pair_9632.fa	TRINITY_D120945_c3_g1_i2	0.0685	0.1082	1.5797
RBH_pair_5149.fa	TRINITY_D122357_c5_g2_i7	0.2049	0.3236	1.5797
RBH_pair_9672.fa	TRINITY_D131532_c0_g1_i3	0.0188	0.0298	1.58
RBH_pair_4618.fa	TRINITY_D127730_c0_g1_i4	0.0514	0.0813	1.58
RBH_pair_5998.fa	TRINITY_D118338_c4_g2_i1	0.0503	0.0794	1.5801
RBH_pair_2813.fa	TRINITY_D137318_c2_g1_i6	0.0874	0.1381	1.5801
RBH_pair_4915.fa	TRINITY_D140491_c3_g1_i1	0.0357	0.0564	1.5802
RBH_pair_5333.fa	TRINITY_D130417_c1_g1_i5	0.0311	0.0491	1.5805
RBH_pair_10790.fa	TRINITY_D129250_c0_g1_i1	0.1176	0.1859	1.5806
RBH_pair_7104.fa	TRINITY_D141070_c0_g1_i8	0.0152	0.0241	1.5807
RBH_pair_7929.fa	TRINITY_D142499_c1_g1_i4	0.0381	0.0603	1.5812
RBH_pair_9578.fa	TRINITY_D131878_c0_g1_i4	0.0711	0.1124	1.5814
RBH_pair_7665.fa	TRINITY_D129164_c4_g1_i2	0.0984	0.1556	1.5815
RBH_pair_721.fa	TRINITY_D117791_c0_g1_i1	0.0946	0.1497	1.5822
RBH_pair_4095.fa	TRINITY_D112725_c0_g1_i1	0.0764	0.121	1.5833
RBH_pair_9689.fa	TRINITY_D139932_c1_g2_i1	0.1948	0.3084	1.5833
RBH_pair_1008.fa	TRINITY_D138756_c5_g1_i3	0.1207	0.1911	1.5834
RBH_pair_4745.fa	TRINITY_D138724_c0_g2_i4	0.0444	0.0703	1.5837
RBH_pair_9472.fa	TRINITY_D124343_c6_g1_i5	0.0889	0.1409	1.5837
RBH_pair_9856.fa	TRINITY_D122488_c2_g1_i1	0.0494	0.0783	1.584
RBH_pair_2121.fa	TRINITY_D130285_c4_g1_i2	0.071	0.1125	1.584
RBH_pair_815.fa	TRINITY_D115024_c0_g1_i3	0.0854	0.1352	1.584
RBH_pair_914.fa	TRINITY_D121394_c9_g1_i2	0.0311	0.0492	1.5842
RBH_pair_1011.fa	TRINITY_D143368_c2_g1_i2	0.0625	0.099	1.5845
RBH_pair_10585.fa	TRINITY_D116287_c4_g1_i1	0.0483	0.0765	1.585
RBH_pair_8569.fa	TRINITY_D120601_c5_g4_i1	0.0049	0.0078	1.5852
RBH_pair_4460.fa	TRINITY_D139900_c2_g1_i1	0.0145	0.0231	1.5854
RBH_pair_8296.fa	TRINITY_D133561_c0_g1_i1	0.0633	0.1004	1.5855
RBH_pair_402.fa	TRINITY_D134790_c1_g1_i1	0.1305	0.2069	1.5857
RBH_pair_2828.fa	TRINITY_D121997_c7_g2_i1	0.088	0.1396	1.5858
RBH_pair_8944.fa	TRINITY_D117819_c1_g1_i1	0.0884	0.1402	1.5861
RBH_pair_2509.fa	TRINITY_D117490_c7_g1_i1	0.08	0.1269	1.5863
RBH_pair_6847.fa	TRINITY_D134458_c0_g1_i1	0.0327	0.052	1.5871
RBH_pair_6221.fa	TRINITY_D127863_c0_g2_i16	0.0296	0.047	1.5872
RBH_pair_10126.fa	TRINITY_D120926_c2_g2_i4	0.0506	0.0804	1.5877
RBH_pair_7222.fa	TRINITY_D124607_c0_g1_i2	0.0952	0.1511	1.5878
RBH_pair_7675.fa	TRINITY_D138183_c5_g2_i4	0.0378	0.06	1.588
RBH_pair_5755.fa	TRINITY_D131119_c0_g1_i1	0.2841	0.4511	1.5881
RBH_pair_8486.fa	TRINITY_D128929_c3_g1_i1	0.1147	0.1822	1.5882
RBH_pair_2516.fa	TRINITY_D136425_c0_g2_i1	0.1544	0.2453	1.5882
RBH_pair_7102.fa	TRINITY_D115438_c5_g1_i1	0.2233	0.3547	1.5882
RBH_pair_3356.fa	TRINITY_D133474_c1_g1_i1	0.1178	0.1871	1.5883
RBH_pair_2123.fa	TRINITY_D126031_c2_g2_i1	0.0354	0.0563	1.5887
RBH_pair_83.fa	TRINITY_D139952_c2_g1_i1	0.0769	0.1221	1.5888
RBH_pair_2481.fa	TRINITY_D112923_c0_g1_i1	0.0786	0.1248	1.5891
RBH_pair_7114.fa	TRINITY_D125557_c3_g1_i16	0.0261	0.0414	1.5894
RBH_pair_9157.fa	TRINITY_D121746_c3_g2_i2	0.027	0.043	1.5896
RBH_pair_8348.fa	TRINITY_D130330_c3_g1_i2	0.0786	0.1249	1.5898
RBH_pair_8524.fa	TRINITY_D116785_c1_g1_i9	0.0123	0.0195	1.5899
RBH_pair_3931.fa	TRINITY_D116622_c5_g6_i1	0.0324	0.0515	1.5905
RBH_pair_2303.fa	TRINITY_D130392_c9_g3_i1	0.4734	0.7529	1.5905
RBH_pair_152.fa	TRINITY_D142008_c1_g1_i7	0.3189	0.5074	1.591
RBH_pair_10486.fa	TRINITY_D142594_c4_g1_i3	0.0019	0.003	1.5913
RBH_pair_3380.fa	TRINITY_D130356_c1_g1_i2	0.0336	0.0534	1.5916
RBH_pair_2539.fa	TRINITY_D140428_c3_g3_i1	0.082	0.1305	1.5917
RBH_pair_4054.fa	TRINITY_D116118_c1_g1_i6	0.1228	0.1955	1.5917
RBH_pair_4665.fa	TRINITY_D126422_c1_g1_i1	0.0643	0.1023	1.5918
RBH_pair_5196.fa	TRINITY_D131584_c9_g1_i1	0.0829	0.1319	1.5919
RBH_pair_6787.fa	TRINITY_D122730_c7_g1_i1	0.0159	0.0253	1.5922
RBH_pair_1560.fa	TRINITY_D136037_c1_g2_i4	0.125	0.199	1.5923
RBH_pair_9319.fa	TRINITY_D115906_c3_g3_i1	0.0721	0.1149	1.5924
RBH_pair_7587.fa	TRINITY_D142814_c4_g2_i3	0.0687	0.1094	1.5925
RBH_pair_5246.fa	TRINITY_D127918_c1_g1_i1	0.0362	0.0577	1.5927
RBH_pair_7904.fa	TRINITY_D130518_c4_g1_i4	0.0027	0.0043	1.5929
RBH_pair_3670.fa	TRINITY_D112574_c0_g1_i2	0.0814	0.1298	1.5938
RBH_pair_3638.fa	TRINITY_D140213_c0_g1_i4	0.085	0.1354	1.5938
RBH_pair_4940.fa	TRINITY_D124580_c2_g1_i2	0.1198	0.1909	1.5938
RBH_pair_7210.fa	TRINITY_D137414_c3_g1_i6	0.0482	0.0769	1.594
RBH_pair_9017.fa	TRINITY_D133016_c6_g1_i9	0.022	0.0351	1.5942
RBH_pair_7762.fa	TRINITY_D127111_c2_g1_i1	0.0811	0.1293	1.5942
RBH_pair_2037.fa	TRINITY_D119256_c2_g2_i1	0.0036	0.0058	1.5943
RBH_pair_5377.fa	TRINITY_D138350_c3_g1_i2	0.0402	0.0642	1.5943
RBH_pair_9345.fa	TRINITY_D128713_c4_g1_i1	0.0153	0.0243	1.5945
RBH_pair_7117.fa	TRINITY_D131837_c2_g1_i1	0.0583	0.0929	1.5945
RBH_pair_8618.fa	TRINITY_D130615_c0_g1_i2	0.0748	0.1193	1.5945
RBH_pair_4167.fa	TRINITY_D132294_c7_g1_i3	0.014	0.0224	1.5949
RBH_pair_6342.fa	TRINITY_D112646_c0_g1_i1	0.0441	0.0704	1.595
RBH_pair_5000.fa	TRINITY_D113005_c0_g1_i1	0.0756	0.1206	1.595
RBH_pair_8655.fa	TRINITY_D129027_c1_g3_i4	0.0582	0.0929	1.5951
RBH_pair_3721.fa	TRINITY_D115850_c3_g1_i2	0.0511	0.0816	1.5961
RBH_pair_7346.fa	TRINITY_D134518_c1_g1_i6	0.0408	0.0652	1.5962
RBH_pair_9108.fa	TRINITY_D116399_c2_g1_i3	0.2232	0.3562	1.5962
RBH_pair_2888.fa	TRINITY_D131501_c1_g4_i1	0.042	0.0671	1.5965
RBH_pair_1858.fa	TRINITY_D138522_c0_g1_i4	0.0565	0.0903	1.5968
RBH_pair_5600.fa	TRINITY_D122400_c0_g3_i3	0.0595	0.0951	1.5969
RBH_pair_6737.fa	TRINITY_D124489_c5_g5_i1	0.0231	0.0368	1.597
RBH_pair_1360.fa	TRINITY_D140261_c1_g4_i1	0.11	0.1757	1.5972
RBH_pair_7741.fa	TRINITY_D129265_c1_g1_i5	0.0181	0.0289	1.5975
RBH_pair_8617.fa	TRINITY_D140082_c1_g1_i4	0.0233	0.0372	1.5975
RBH_pair_8792.fa	TRINITY_D129516_c0_g1_i5	0.0156	0.0249	1.598
RBH_pair_6092.fa	TRINITY_D140043_c0_g1_i2	0.1068	0.1706	1.598
RBH_pair_1044.fa	TRINITY_D122971_c8_g1_i1	0.1602	0.2561	1.598
RBH_pair_10014.fa	TRINITY_D130240_c1_g1_i3	0.092	0.1471	1.5988
RBH_pair_6056.fa	TRINITY_D118670_c2_g1_i5	0.0248	0.0397	1.5991
RBH_pair_8171.fa	TRINITY_D125020_c3_g1_i6	0.0396	0.0633	1.5991
RBH_pair_770.fa	TRINITY_D134057_c1_g1_i1	0.0848	0.1356	1.5993
RBH_pair_6346.fa	TRINITY_D115541_c0_g1_i6	0.0299	0.0479	1.5994
RBH_pair_5513.fa	TRINITY_D143225_c1_g1_i2	0.0481	0.0769	1.5995
RBH_pair_8176.fa	TRINITY_D128528_c3_g1_i3	0.024	0.0383	1.5999
RBH_pair_8249.fa	TRINITY_D129128_c4_g2_i2	0.0678	0.1084	1.6
RBH_pair_1470.fa	TRINITY_D121671_c1_g4_i2	0.0362	0.058	1.6004
RBH_pair_6485.fa	TRINITY_D126239_c2_g1_i7	0.0924	0.1479	1.6006
RBH_pair_6779.fa	TRINITY_D134706_c0_g3_i3	0.021	0.0336	1.6007
RBH_pair_9071.fa	TRINITY_D119834_c1_g2_i5	0.0227	0.0363	1.6021
RBH_pair_1096.fa	TRINITY_D137266_c1_g3_i1	0.1345	0.2155	1.6026
RBH_pair_4794.fa	TRINITY_D115459_c0_g1_i1	0.1018	0.1631	1.6028
RBH_pair_3909.fa	TRINITY_D132374_c0_g2_i3	0.0792	0.1269	1.6029
RBH_pair_7107.fa	TRINITY_D127341_c1_g1_i2	0.057	0.0914	1.6035
RBH_pair_2125.fa	TRINITY_D134106_c1_g2_i1	0.0696	0.1116	1.6035
RBH_pair_9422.fa	TRINITY_D126794_c1_g1_i3	0.0239	0.0382	1.6037
RBH_pair_9415.fa	TRINITY_D136958_c0_g1_i5	0.0494	0.0791	1.6037
RBH_pair_9228.fa	TRINITY_D143958_c0_g1_i1	0.0991	0.1589	1.6037
RBH_pair_5675.fa	TRINITY_D122040_c1_g1_i1	0.0512	0.0821	1.6038
RBH_pair_7472.fa	TRINITY_D120635_c0_g2_i2	0.0784	0.1258	1.6043
RBH_pair_995.fa	TRINITY_D126451_c0_g1_i1	0.0666	0.1069	1.6045
RBH_pair_2213.fa	TRINITY_D122424_c0_g1_i8	0.0316	0.0506	1.6048
RBH_pair_5892.fa	TRINITY_D137947_c0_g1_i7	0.1244	0.1997	1.6051
RBH_pair_652.fa	TRINITY_D123306_c17_g1_i1	0.065	0.1044	1.6052
RBH_pair_1282.fa	TRINITY_D118921_c0_g2_i1	0.1291	0.2072	1.6054
RBH_pair_2575.fa	TRINITY_D120910_c3_g1_i1	0.001	0.0016	1.6055
RBH_pair_2522.fa	TRINITY_D123017_c1_g3_i2	0.0075	0.0121	1.6059
RBH_pair_2986.fa	TRINITY_D134087_c1_g1_i7	0.0689	0.1107	1.6059
RBH_pair_9268.fa	TRINITY_D141979_c3_g1_i3	0.0792	0.1272	1.606
RBH_pair_7988.fa	TRINITY_D131676_c0_g1_i6	0.0361	0.058	1.6062
RBH_pair_8282.fa	TRINITY_D126886_c1_g1_i1	0.04	0.0643	1.6062
RBH_pair_6504.fa	TRINITY_D136196_c0_g1_i1	0.0781	0.1255	1.6062
RBH_pair_9052.fa	TRINITY_D117932_c5_g1_i4	0.0954	0.1532	1.6066
RBH_pair_3834.fa	TRINITY_D137030_c2_g3_i1	0.1649	0.265	1.6067
RBH_pair_8267.fa	TRINITY_D133725_c0_g1_i1	0.0325	0.0523	1.6068
RBH_pair_1662.fa	TRINITY_D126105_c3_g1_i7	0.0472	0.0758	1.6068
RBH_pair_4611.fa	TRINITY_D138838_c0_g1_i4	0.1003	0.1612	1.6069
RBH_pair_524.fa	TRINITY_D121521_c3_g1_i1	0.0585	0.0941	1.6072
RBH_pair_2126.fa	TRINITY_D143439_c3_g1_i6	0.0247	0.0397	1.6074
RBH_pair_3859.fa	TRINITY_D120505_c0_g4_i1	0.1298	0.2086	1.6076
RBH_pair_5205.fa	TRINITY_D143038_c1_g1_i1	0.0515	0.0828	1.6078
RBH_pair_6871.fa	TRINITY_D129854_c6_g1_i1	0.0953	0.1532	1.6079
RBH_pair_1142.fa	TRINITY_D127766_c2_g1_i4	0.0467	0.0751	1.6083
RBH_pair_10269.fa	TRINITY_D125846_c2_g1_i3	0.0663	0.1066	1.6085
RBH_pair_6909.fa	TRINITY_D120994_c1_g1_i5	0.0168	0.027	1.6086
RBH_pair_6029.fa	TRINITY_D130740_c2_g1_i1	0.1313	0.2112	1.6086
RBH_pair_8275.fa	TRINITY_D141653_c2_g1_i3	0.1132	0.1822	1.6087
RBH_pair_5338.fa	TRINITY_D133780_c1_g1_i1	0.043	0.0692	1.609
RBH_pair_8794.fa	TRINITY_D128239_c3_g1_i1	0.0477	0.0768	1.6092
RBH_pair_5880.fa	TRINITY_D132696_c0_g1_i1	0.02	0.0322	1.6093
RBH_pair_2429.fa	TRINITY_D137880_c1_g1_i7	0.0486	0.0783	1.6093
RBH_pair_6263.fa	TRINITY_D144165_c4_g1_i1	0.1132	0.1822	1.6093
RBH_pair_3761.fa	TRINITY_D120864_c3_g1_i1	0.0437	0.0704	1.6094
RBH_pair_4777.fa	TRINITY_D132575_c0_g4_i5	0.0407	0.0654	1.6096
RBH_pair_3932.fa	TRINITY_D127688_c2_g1_i4	0.051	0.082	1.6096
RBH_pair_8321.fa	TRINITY_D126018_c5_g1_i3	0.001	0.0016	1.6098
RBH_pair_8163.fa	TRINITY_D135192_c0_g1_i2	0.0745	0.12	1.6098
RBH_pair_5412.fa	TRINITY_D132778_c1_g1_i3	0.0633	0.1019	1.6101
RBH_pair_10494.fa	TRINITY_D128251_c4_g1_i2	0.1251	0.2014	1.6105
RBH_pair_6706.fa	TRINITY_D132214_c0_g1_i5	0.0077	0.0124	1.6108
RBH_pair_5891.fa	TRINITY_D141038_c1_g1_i6	0.0646	0.1041	1.6108
RBH_pair_4147.fa	TRINITY_D135254_c6_g1_i10	0.0172	0.0277	1.6112
RBH_pair_9577.fa	TRINITY_D120754_c6_g2_i2	0.0467	0.0752	1.6112
RBH_pair_8693.fa	TRINITY_D129624_c7_g1_i4	0.0819	0.132	1.6114
RBH_pair_9902.fa	TRINITY_D123188_c6_g3_i1	0.2414	0.3891	1.6119
RBH_pair_4081.fa	TRINITY_D140755_c0_g5_i1	0.028	0.0452	1.612
RBH_pair_8912.fa	TRINITY_D127078_c0_g1_i2	0.0643	0.1037	1.6121
RBH_pair_4503.fa	TRINITY_D134903_c0_g1_i7	0.106	0.171	1.6122
RBH_pair_10047.fa	TRINITY_D122282_c1_g1_i2	0.0789	0.1273	1.6124
RBH_pair_6830.fa	TRINITY_D124515_c6_g1_i1	0.076	0.1225	1.6125
RBH_pair_6527.fa	TRINITY_D129989_c4_g2_i2	0.0119	0.0191	1.6126
RBH_pair_8182.fa	TRINITY_D139436_c5_g1_i1	0.0476	0.0767	1.6127
RBH_pair_1537.fa	TRINITY_D137130_c4_g1_i4	0.0751	0.121	1.6127
RBH_pair_4579.fa	TRINITY_D133637_c5_g1_i2	0.1078	0.1739	1.6129
RBH_pair_3409.fa	TRINITY_D118354_c1_g3_i3	0.0899	0.145	1.6132
RBH_pair_5348.fa	TRINITY_D143039_c0_g1_i3	0.0337	0.0543	1.6135
RBH_pair_4740.fa	TRINITY_D135320_c0_g2_i1	0.1068	0.1723	1.6135
RBH_pair_9817.fa	TRINITY_D127774_c1_g1_i5	0.05	0.0807	1.6137
RBH_pair_5085.fa	TRINITY_D115485_c2_g5_i2	0.0598	0.0966	1.6137
RBH_pair_9910.fa	TRINITY_D142304_c0_g1_i1	0.0727	0.1173	1.6137
RBH_pair_4584.fa	TRINITY_D138930_c4_g1_i1	0.0355	0.0573	1.6142
RBH_pair_7854.fa	TRINITY_D119299_c1_g2_i2	0.012	0.0194	1.6144
RBH_pair_352.fa	TRINITY_D100173_c0_g1_i2	0.108	0.1744	1.6144
RBH_pair_8210.fa	TRINITY_D130372_c1_g2_i2	0.0709	0.1145	1.6145
RBH_pair_1305.fa	TRINITY_D142344_c3_g1_i1	0.0285	0.0461	1.6146
RBH_pair_2604.fa	TRINITY_D119046_c2_g2_i7	0.0522	0.0843	1.6149
RBH_pair_8218.fa	TRINITY_D128973_c2_g1_i1	0.1189	0.192	1.6149
RBH_pair_3775.fa	TRINITY_D110529_c0_g1_i3	0.0895	0.1445	1.615
RBH_pair_6465.fa	TRINITY_D123068_c8_g1_i1	0.0436	0.0704	1.6151
RBH_pair_10202.fa	TRINITY_D120000_c4_g1_i3	0.0677	0.1094	1.6152
RBH_pair_4416.fa	TRINITY_D120931_c6_g2_i1	0.1174	0.1897	1.6154
RBH_pair_6246.fa	TRINITY_D120283_c13_g3_i1	0.0787	0.1271	1.6155
RBH_pair_1798.fa	TRINITY_D141434_c1_g1_i1	0.0521	0.0842	1.6157
RBH_pair_10077.fa	TRINITY_D143018_c0_g1_i1	0.0077	0.0124	1.6158
RBH_pair_10593.fa	TRINITY_D129859_c2_g4_i3	0.0589	0.0952	1.6163
RBH_pair_6933.fa	TRINITY_D115454_c2_g4_i4	0.1586	0.2563	1.6164
RBH_pair_7439.fa	TRINITY_D138600_c3_g1_i1	0.0455	0.0736	1.6166
RBH_pair_6292.fa	TRINITY_D141522_c4_g3_i2	0.0496	0.0801	1.6169
RBH_pair_7231.fa	TRINITY_D139690_c4_g1_i1	0.128	0.2071	1.6174
RBH_pair_8883.fa	TRINITY_D128463_c4_g1_i2	0.0609	0.0985	1.6176
RBH_pair_5022.fa	TRINITY_D138383_c0_g1_i6	0.0191	0.0309	1.6177
RBH_pair_5057.fa	TRINITY_D124778_c2_g4_i3	0.0268	0.0434	1.6182
RBH_pair_1562.fa	TRINITY_D138372_c0_g3_i1	0.5072	0.8208	1.6182
RBH_pair_6284.fa	TRINITY_D137077_c2_g2_i2	0.0291	0.0471	1.6183
RBH_pair_6210.fa	TRINITY_D125673_c1_g1_i7	0.0241	0.039	1.6189
RBH_pair_4232.fa	TRINITY_D137445_c0_g1_i4	0.0194	0.0314	1.619
RBH_pair_10194.fa	TRINITY_D118906_c3_g2_i4	0.0315	0.051	1.6195
RBH_pair_1419.fa	TRINITY_D143800_c6_g2_i2	0.2943	0.4766	1.6198
RBH_pair_9821.fa	TRINITY_D122105_c1_g1_i1	0.1033	0.1674	1.62
RBH_pair_3418.fa	TRINITY_D128541_c5_g2_i1	0.1313	0.2128	1.62
RBH_pair_9837.fa	TRINITY_D129466_c0_g2_i1	0.1249	0.2023	1.6201
RBH_pair_4286.fa	TRINITY_D129938_c3_g3_i1	0.0639	0.1036	1.6203
RBH_pair_3822.fa	TRINITY_D118956_c3_g2_i1	0.0834	0.1351	1.6203
RBH_pair_8864.fa	TRINITY_D114069_c3_g1_i5	0.1021	0.1655	1.6203
RBH_pair_10590.fa	TRINITY_D120827_c4_g1_i7	0.0851	0.138	1.6205
RBH_pair_8547.fa	TRINITY_D131228_c1_g2_i2	0.0311	0.0504	1.6207
RBH_pair_10271.fa	TRINITY_D129276_c5_g1_i1	0.0138	0.0224	1.6208
RBH_pair_600.fa	TRINITY_D139635_c0_g2_i5	0.0725	0.1175	1.6208
RBH_pair_124.fa	TRINITY_D138125_c2_g7_i2	0.1629	0.2641	1.6209
RBH_pair_2079.fa	TRINITY_D136772_c1_g1_i2	0.1139	0.1846	1.6211
RBH_pair_3871.fa	TRINITY_D133168_c6_g2_i1	0.1183	0.1918	1.6214
