chr	logFC.XY46.XX46	sexb
Chr04	1.953573983	Famale
Chr07	1.953436376	Famale
Chr04	1.952638109	Famale
Chr04	1.951896579	Famale
Chr03	1.951876927	Famale
Chr10	1.950983531	Famale
Chr01	1.950798217	Famale
Chr08	1.95051909	Famale
Chr08	1.949938826	Famale
Chr04	1.949695306	Famale
Chr03	1.949149646	Famale
Chr05	1.948847985	Famale
Chr07	1.948781619	Famale
Chr08	1.947771898	Famale
Chr01	1.947141525	Famale
Chr05	1.946770964	Famale
Chr06	1.945026709	Famale
Chr04	1.944917084	Famale
Chr02	1.944211117	Famale
Chr05	1.944163536	Famale
Chr01	1.942713048	Famale
Chr01	1.942699899	Famale
Chr01	1.942577165	Famale
Chr05	1.942163514	Famale
Chr07	1.941731145	Famale
Chr02	1.940582974	Famale
Chr01	1.94024133	Famale
Chr03	1.939564228	Famale
Chr05	1.938928561	Famale
Chr02	1.936807097	Famale
Chr02	1.936094603	Famale
Chr09	1.935951428	Famale
Chr06	1.935775315	Famale
Chr04	1.935655052	Famale
Chr05	1.935451187	Famale
Chr01	1.934968421	Famale
Chr01	1.934655346	Famale
Chr01	1.934239297	Famale
Chr05	1.933936681	Famale
Chr01	1.931700361	Famale
Chr07	1.931510014	Famale
Chr03	1.93079385	Famale
Chr10	1.930724047	Famale
Chr05	1.930213176	Famale
Chr02	1.930056922	Famale
Chr02	1.929234761	Famale
Chr09	1.929207711	Famale
Chr08	1.929174274	Famale
Chr03	1.928298573	Famale
Chr08	1.927210566	Famale
Chr04	1.925280389	Famale
Chr01	1.925263597	Famale
Chr10	1.924749911	Famale
Chr01	1.924179779	Famale
Chr03	1.923949187	Famale
Chr02	1.923800745	Famale
Chr08	1.923549303	Famale
Chr10	1.923173425	Famale
Chr02	1.923104006	Famale
Chr03	1.922276782	Famale
Chr08	1.921907085	Famale
Chr10	1.921815663	Famale
Chr06	1.920294211	Famale
Chr04	1.920131761	Famale
Chr02	1.917733875	Famale
Chr04	1.917222387	Famale
Chr09	1.91674981	Famale
Chr05	1.916319746	Famale
Chr03	1.915469523	Famale
Chr02	1.915031265	Famale
Chr07	1.914424174	Famale
Chr05	1.913751199	Famale
Chr04	1.913652987	Famale
Chr05	1.913402185	Famale
Chr05	1.913160556	Famale
Chr03	1.912544387	Famale
Chr02	1.912217939	Famale
Chr08	1.911840908	Famale
Chr05	1.911344877	Famale
Chr01	1.910905381	Famale
Chr09	1.909977794	Famale
Chr03	1.909714546	Famale
Chr04	1.909405125	Famale
Chr06	1.90876828	Famale
Chr04	1.908444685	Famale
Chr09	1.908290901	Famale
Chr09	1.908246314	Famale
Chr02	1.907934927	Famale
Chr09	1.907287456	Famale
Chr04	1.907108857	Famale
Chr02	1.906263454	Famale
Chr07	1.905919354	Famale
Chr08	1.905581011	Famale
Chr01	1.904809484	Famale
Chr02	1.902073746	Famale
Chr02	1.901748077	Famale
Chr01	1.901409225	Famale
Chr01	1.899564546	Famale
Chr05	1.898806487	Famale
Chr07	1.898510298	Famale
Chr02	1.898250727	Famale
Chr01	1.897887918	Famale
Chr01	1.897506364	Famale
Chr04	1.897473603	Famale
Chr08	1.896796769	Famale
Chr02	1.896021387	Famale
Chr02	1.895030378	Famale
Chr09	1.89484212	Famale
Chr07	1.894644761	Famale
Chr08	1.893529058	Famale
Chr09	1.893489631	Famale
Chr02	1.893435782	Famale
Chr05	1.892923436	Famale
Chr02	1.891642079	Famale
Chr01	1.891580933	Famale
Chr04	1.891507813	Famale
Chr06	1.890315741	Famale
Chr07	1.890023971	Famale
Chr06	1.890002227	Famale
Chr05	1.889700798	Famale
Chr02	1.889356571	Famale
Chr04	1.888289918	Famale
Chr09	1.887206638	Famale
Chr01	1.887161746	Famale
Chr06	1.885925037	Famale
Chr04	1.885121036	Famale
Chr01	1.883235702	Famale
Chr03	1.883037707	Famale
Chr02	1.88254503	Famale
Chr03	1.881658916	Famale
Chr04	1.881460219	Famale
Chr08	1.879789424	Famale
Chr03	1.877770866	Famale
Chr08	1.876527166	Famale
Chr08	1.876269992	Famale
Chr05	1.876256483	Famale
Chr03	1.875960686	Famale
Chr09	1.874980253	Famale
Chr02	1.873005823	Famale
Chr03	1.872786105	Famale
Chr04	1.872698622	Famale
Chr07	1.872517598	Famale
Chr08	1.872462822	Famale
Chr02	1.872302608	Famale
Chr04	1.871984435	Famale
Chr03	1.871096893	Famale
Chr06	1.869172223	Famale
Chr04	1.868595379	Famale
Chr08	1.86852475	Famale
Chr05	1.86538827	Famale
Chr02	1.864883878	Famale
Chr02	1.864821935	Famale
Chr05	1.862899046	Famale
Chr07	1.862858798	Famale
Chr04	1.862116083	Famale
Chr04	1.860351144	Famale
Chr04	1.859413716	Famale
Chr08	1.859194411	Famale
Chr01	1.859040238	Famale
Chr04	1.858105499	Famale
Chr01	1.856426559	Famale
Chr07	1.855782386	Famale
Chr01	1.85451337	Famale
Chr01	1.853604898	Famale
Chr01	1.852141006	Famale
Chr01	1.850968937	Famale
Chr06	1.850632636	Famale
Chr02	1.850121327	Famale
Chr02	1.850052941	Famale
Chr03	1.849860432	Famale
Chr01	1.84974108	Famale
Chr04	1.849585365	Famale
Chr01	1.849376076	Famale
Chr10	1.849239235	Famale
Chr01	1.848523348	Famale
Chr04	1.848377648	Famale
Chr10	1.848001003	Famale
Chr08	1.847466805	Famale
Chr07	1.846772763	Famale
Chr06	1.846505821	Famale
Chr07	1.846204728	Famale
Chr10	1.845966326	Famale
Chr02	1.845680456	Famale
Chr03	1.845210416	Famale
Chr01	1.844434277	Famale
Chr07	1.843612189	Famale
Chr06	1.843588634	Famale
Chr01	1.843174244	Famale
Chr09	1.842527636	Famale
Chr03	1.841950316	Famale
Chr04	1.841005773	Famale
Chr07	1.84005569	Famale
Chr05	1.839744557	Famale
Chr04	1.838223957	Famale
Chr05	1.836379656	Famale
Chr01	1.83630707	Famale
Chr08	1.835834354	Famale
Chr08	1.833725487	Famale
Chr04	1.833600296	Famale
Chr03	1.83313192	Famale
Chr03	1.831663911	Famale
Chr04	1.831411369	Famale
Chr07	1.830995732	Famale
Chr05	1.830977236	Famale
Chr04	1.829583557	Famale
Chr03	1.827575295	Famale
Chr05	1.826290218	Famale
Chr07	1.826249308	Famale
Chr07	1.825590042	Famale
Chr01	1.825392676	Famale
Chr03	1.825342786	Famale
Chr04	1.824066215	Famale
Chr03	1.82373447	Famale
Chr04	1.822851655	Famale
Chr01	1.822543642	Famale
Chr08	1.820603606	Famale
Chr02	1.819712391	Famale
Chr09	1.819517665	Famale
Chr05	1.818729792	Famale
Chr02	1.818689642	Famale
Chr03	1.816265744	Famale
Chr03	1.815864159	Famale
Chr01	1.815623867	Famale
Chr05	1.815289302	Famale
Chr04	1.815125939	Famale
Chr10	1.814972795	Famale
Chr08	1.814882099	Famale
Chr09	1.812119665	Famale
Chr03	1.810778825	Famale
Chr05	1.808452539	Famale
Chr08	1.808145205	Famale
Chr01	1.807763158	Famale
Chr08	1.807351063	Famale
Chr08	1.807303185	Famale
Chr09	1.805213833	Famale
Chr07	1.804815069	Famale
Chr05	1.803962563	Famale
Chr10	1.803686154	Famale
Chr01	1.803565666	Famale
Chr03	1.80336797	Famale
Chr01	1.799819999	Famale
Chr08	1.796299121	Famale
Chr05	1.795885328	Famale
Chr06	1.795569046	Famale
Chr03	1.795024764	Famale
Chr08	1.794602315	Famale
Chr06	1.794168273	Famale
Chr01	1.793931032	Famale
Chr04	1.793704213	Famale
Chr05	1.792879831	Famale
Chr05	1.792718356	Famale
Chr01	1.790700773	Famale
Chr08	1.788759702	Famale
Chr08	1.788756391	Famale
Chr01	1.788517833	Famale
Chr04	1.788128349	Famale
Chr09	1.787837622	Famale
Chr05	1.786988289	Famale
Chr08	1.78633288	Famale
Chr03	1.786194462	Famale
Chr02	1.785840471	Famale
Chr06	1.784365843	Famale
Chr07	1.781919594	Famale
Chr03	1.78181434	Famale
Chr03	1.780922806	Famale
Chr04	1.779190584	Famale
Chr08	1.778833801	Famale
Chr04	1.778582372	Famale
Chr04	1.778494726	Famale
Chr06	1.777646834	Famale
Chr06	1.776925548	Famale
Chr05	1.776676262	Famale
Chr01	1.775850067	Famale
Chr06	1.77387282	Famale
Chr05	1.773802925	Famale
Chr01	1.773665556	Famale
Chr03	1.772609692	Famale
Chr01	1.772418169	Famale
Chr07	1.771638505	Famale
Chr08	1.771256334	Famale
Chr09	1.770639568	Famale
Chr01	1.770465096	Famale
Chr08	1.769988956	Famale
Chr09	1.769855229	Famale
Chr01	1.769801914	Famale
Chr03	1.769377071	Famale
Chr06	1.769112107	Famale
Chr07	1.767664572	Famale
Chr09	1.767114045	Famale
Chr05	1.765983111	Famale
Chr06	1.765235819	Famale
Chr02	1.765109119	Famale
Chr09	1.765025074	Famale
Chr09	1.763257464	Famale
Chr03	1.762906374	Famale
Chr03	1.76284359	Famale
Chr01	1.762720535	Famale
Chr07	1.762263692	Famale
Chr05	1.762220858	Famale
Chr03	1.761775672	Famale
Chr04	1.761070714	Famale
Chr08	1.760878205	Famale
Chr04	1.760545898	Famale
Chr03	1.759154059	Famale
Chr10	1.758172039	Famale
Chr01	1.757578604	Famale
Chr04	1.757164236	Famale
Chr01	1.756267626	Famale
Chr08	1.756204113	Famale
Chr03	1.756043286	Famale
Chr02	1.754672441	Famale
Chr03	1.754383567	Famale
Chr03	1.753953362	Famale
Chr02	1.753114505	Famale
Chr06	1.752353077	Famale
Chr06	1.752063414	Famale
Chr03	1.750486978	Famale
Chr02	1.749894777	Famale
Chr06	1.749449913	Famale
Chr01	1.749017382	Famale
Chr05	1.748517978	Famale
Chr02	1.748113381	Famale
Chr08	1.74790792	Famale
Chr01	1.74770414	Famale
Chr08	1.747545009	Famale
Chr06	1.747244967	Famale
Chr06	1.746722802	Famale
Chr02	1.746445532	Famale
Chr03	1.746255348	Famale
Chr01	1.746231792	Famale
Chr01	1.74573156	Famale
Chr06	1.745384536	Famale
Chr06	1.744115098	Famale
Chr02	1.74386284	Famale
Chr05	1.743431646	Famale
Chr05	1.742512209	Famale
Chr01	1.742315001	Famale
Chr08	1.74165404	Famale
Chr03	1.74161527	Famale
Chr01	1.741417192	Famale
Chr01	1.740086669	Famale
Chr08	1.739915244	Famale
Chr05	1.739464515	Famale
Chr04	1.739138225	Famale
Chr03	1.738755216	Famale
Chr04	1.73866205	Famale
Chr05	1.738125191	Famale
Chr03	1.737946237	Famale
Chr08	1.737795025	Famale
Chr04	1.737552441	Famale
Chr01	1.73710709	Famale
Chr08	1.733962627	Famale
Chr07	1.733649668	Famale
Chr01	1.732757955	Famale
Chr05	1.730951782	Famale
Chr04	1.730948354	Famale
Chr01	1.729657095	Famale
Chr02	1.729148756	Famale
Chr04	1.728899886	Famale
Chr01	1.728685236	Famale
Chr07	1.728424731	Famale
Chr04	1.728095849	Famale
Chr03	1.727979678	Famale
Chr03	1.727445697	Famale
Chr06	1.725943892	Famale
Chr03	1.725795877	Famale
Chr07	1.72538914	Famale
Chr09	1.72427885	Famale
Chr01	1.724260718	Famale
Chr07	1.723846272	Famale
Chr02	1.723650975	Famale
Chr08	1.723635558	Famale
Chr02	1.723042938	Famale
Chr03	1.722936158	Famale
Chr05	1.72257706	Famale
Chr04	1.722503373	Famale
Chr02	1.721825561	Famale
Chr02	1.721275875	Famale
Chr01	1.719612989	Famale
Chr07	1.719478848	Famale
Chr04	1.719452826	Famale
Chr07	1.718109065	Famale
Chr04	1.718051312	Famale
Chr05	1.717859549	Famale
Chr05	1.716937881	Famale
Chr09	1.715674043	Famale
Chr05	1.714882878	Famale
Chr04	1.714861738	Famale
Chr05	1.713968857	Famale
Chr04	1.713357805	Famale
Chr02	1.713263246	Famale
Chr10	1.712889389	Famale
Chr07	1.712486829	Famale
Chr03	1.712417298	Famale
Chr04	1.712055858	Famale
Chr07	1.711692301	Famale
Chr01	1.711432716	Famale
Chr04	1.70924402	Famale
Chr01	1.708683054	Famale
Chr08	1.708561342	Famale
Chr02	1.708490347	Famale
Chr10	1.708485545	Famale
Chr02	1.707841297	Famale
Chr05	1.707429116	Famale
Chr10	1.707083828	Famale
Chr07	1.706769368	Famale
Chr04	1.706425008	Famale
Chr09	1.705621182	Famale
Chr04	1.705194363	Famale
Chr08	1.705003926	Famale
Chr07	1.704186036	Famale
Chr03	1.704167767	Famale
Chr09	1.704126105	Famale
Chr03	1.703697607	Famale
Chr07	1.703583085	Famale
Chr02	1.703497794	Famale
Chr03	1.702901069	Famale
Chr08	1.700261855	Famale
Chr02	1.70025697	Famale
Chr01	1.70006347	Famale
Chr02	1.699908815	Famale
Chr08	1.699490073	Famale
Chr07	1.697982403	Famale
Chr05	1.697241099	Famale
Chr08	1.697169792	Famale
Chr03	1.696316415	Famale
Chr05	1.695849117	Famale
Chr10	1.694513393	Famale
Chr04	1.694348827	Famale
Chr05	1.694191674	Famale
Chr04	1.693704554	Famale
Chr07	1.692852191	Famale
Chr01	1.689991393	Famale
Chr05	1.689987076	Famale
Chr08	1.689875656	Famale
Chr04	1.689832203	Famale
Chr06	1.689607049	Famale
Chr06	1.689416204	Famale
Chr03	1.689240428	Famale
Chr08	1.689025881	Famale
Chr09	1.688114757	Famale
Chr08	1.687748087	Famale
Chr01	1.687108485	Famale
Chr03	1.686694673	Famale
Chr02	1.686203102	Famale
Chr04	1.685614796	Famale
Chr01	1.685138885	Famale
Chr03	1.684785295	Famale
Chr06	1.684077009	Famale
Chr01	1.682100394	Famale
Chr04	1.681005169	Famale
Chr10	1.68099627	Famale
Chr07	1.680021356	Famale
Chr01	1.678260159	Famale
Chr06	1.677672853	Famale
Chr03	1.677382372	Famale
Chr04	1.677273899	Famale
Chr04	1.675426246	Famale
Chr06	1.675170845	Famale
Chr08	1.673872736	Famale
Chr06	1.673833092	Famale
Chr07	1.673816022	Famale
Chr08	1.673399546	Famale
Chr07	1.672980611	Famale
Chr02	1.67297766	Famale
Chr08	1.670764076	Famale
Chr08	1.670393807	Famale
Chr01	1.669823132	Famale
Chr09	1.669811515	Famale
Chr04	1.66914781	Famale
Chr04	1.669078053	Famale
Chr08	1.668287469	Famale
Chr05	1.667900756	Famale
Chr10	1.667613916	Famale
Chr04	1.666691442	Famale
Chr02	1.666586722	Famale
Chr06	1.666551419	Famale
Chr05	1.66621962	Famale
Chr04	1.665946829	Famale
Chr07	1.665767268	Famale
Chr08	1.665451625	Famale
Chr03	1.665180935	Famale
Chr02	1.664734042	Famale
Chr02	1.664537382	Famale
Chr08	1.664097081	Famale
Chr01	1.663765303	Famale
Chr08	1.66333629	Famale
Chr08	1.662770864	Famale
Chr04	1.661989983	Famale
Chr10	1.657441075	Famale
Chr01	1.655970764	Famale
Chr01	1.655870207	Famale
Chr08	1.654458972	Famale
Chr02	1.654356359	Famale
Chr04	1.654000057	Famale
Chr02	1.653807253	Famale
Chr03	1.652037435	Famale
Chr09	1.651789422	Famale
Chr05	1.651214772	Famale
Chr07	1.650590341	Famale
Chr01	1.648795456	Famale
Chr06	1.648791112	Famale
Chr07	1.648750805	Famale
Chr03	1.648029264	Famale
Chr05	1.646791936	Famale
Chr02	1.646726086	Famale
Chr04	1.64656273	Famale
Chr01	1.646341858	Famale
Chr08	1.645713647	Famale
Chr07	1.645393404	Famale
Chr03	1.644007179	Famale
Chr01	1.644001963	Famale
Chr01	1.64307861	Famale
Chr04	1.642904885	Famale
Chr07	1.642871182	Famale
Chr10	1.639795656	Famale
Chr02	1.638467608	Famale
Chr09	1.637509338	Famale
Chr07	1.637383595	Famale
Chr08	1.636707243	Famale
Chr04	1.636388774	Famale
Chr01	1.635425047	Famale
Chr01	1.635346582	Famale
Chr03	1.635276466	Famale
Chr01	1.635119898	Famale
Chr04	1.634843104	Famale
Chr07	1.634314038	Famale
Chr03	1.633751598	Famale
Chr04	1.633631631	Famale
Chr08	1.633308433	Famale
Chr03	1.632722521	Famale
Chr06	1.631496908	Famale
Chr06	1.630469108	Famale
Chr03	1.630412563	Famale
Chr08	1.629082651	Famale
Chr04	1.628731063	Famale
Chr07	1.628145954	Famale
Chr03	1.626543839	Famale
Chr02	1.626316722	Famale
Chr03	1.625754236	Famale
Chr04	1.625592367	Famale
Chr03	1.625037092	Famale
Chr06	1.624651917	Famale
Chr01	1.62359811	Famale
Chr10	1.62320979	Famale
Chr03	1.622940902	Famale
Chr08	1.622834026	Famale
Chr08	1.621312381	Famale
Chr08	1.621266759	Famale
Chr06	1.621253652	Famale
Chr10	1.621076705	Famale
Chr03	1.620696412	Famale
Chr06	1.619978737	Famale
Chr04	1.619768219	Famale
Chr04	1.61853114	Famale
Chr02	1.618330742	Famale
Chr01	1.617696523	Famale
Chr07	1.61731598	Famale
Chr06	1.617280801	Famale
Chr05	1.616939654	Famale
Chr03	1.616757377	Famale
Chr04	1.616219879	Famale
Chr03	1.614553288	Famale
Chr09	1.612975137	Famale
Chr01	1.612935704	Famale
Chr04	1.612346377	Famale
Chr03	1.611267644	Famale
Chr01	1.610733788	Famale
Chr07	1.610591717	Famale
Chr05	1.610396235	Famale
Chr05	1.609801937	Famale
Chr06	1.609758356	Famale
Chr08	1.609615326	Famale
Chr04	1.609423478	Famale
Chr03	1.609093618	Famale
Chr06	1.608714692	Famale
Chr04	1.608544509	Famale
Chr02	1.60852385	Famale
Chr01	1.608402017	Famale
Chr05	1.607301458	Famale
Chr01	1.606228102	Famale
Chr05	1.605365968	Famale
Chr02	1.605072279	Famale
Chr07	1.604081015	Famale
Chr04	1.60266627	Famale
Chr07	1.602617236	Famale
Chr01	1.602497524	Famale
Chr10	1.601899852	Famale
Chr09	1.601782719	Famale
Chr04	1.601248242	Famale
Chr04	1.600555035	Famale
Chr06	1.600460715	Famale
Chr01	1.600404624	Famale
Chr08	1.600334287	Famale
Chr07	1.600182955	Famale
Chr04	1.599232054	Famale
Chr04	1.599045837	Famale
Chr09	1.598392029	Famale
Chr09	1.598260553	Famale
Chr03	1.598019471	Famale
Chr02	1.597738487	Famale
Chr02	1.595622518	Famale
Chr07	1.594876053	Famale
Chr07	1.5943157	Famale
Chr01	1.594195639	Famale
Chr03	1.593725272	Famale
Chr03	1.591192864	Famale
Chr10	1.589912264	Famale
Chr08	1.589138597	Famale
Chr02	1.588372609	Famale
Chr02	1.588292641	Famale
Chr01	1.587599624	Famale
Chr04	1.58754996	Famale
Chr09	1.587492161	Famale
Chr05	1.587060372	Famale
Chr08	1.58680448	Famale
Chr02	1.586177994	Famale
Chr03	1.585629834	Famale
Chr01	1.584766897	Famale
Chr07	1.584543246	Famale
Chr01	1.583447855	Famale
Chr02	1.582701443	Famale
Chr08	1.58266388	Famale
Chr08	1.582383364	Famale
Chr06	1.580820388	Famale
Chr01	1.579422995	Famale
Chr03	1.578950424	Famale
Chr09	1.578915881	Famale
Chr02	1.578442506	Famale
Chr05	1.577626233	Famale
Chr08	1.577534436	Famale
Chr04	1.577477512	Famale
Chr09	1.577363162	Famale
Chr06	1.576714306	Famale
Chr04	1.576415687	Famale
Chr09	1.576297795	Famale
Chr01	1.576212837	Famale
Chr04	1.57542285	Famale
Chr03	1.575039545	Famale
Chr02	1.573820815	Famale
Chr09	1.573697342	Famale
Chr04	1.573008607	Famale
Chr04	1.572844233	Famale
Chr02	1.572575223	Famale
Chr08	1.572525872	Famale
Chr09	1.57189241	Famale
Chr05	1.571701248	Famale
Chr02	1.571469758	Famale
Chr05	1.571403323	Famale
Chr01	1.569703348	Famale
Chr09	1.569596543	Famale
Chr07	1.569093925	Famale
Chr01	1.569039451	Famale
Chr06	1.567946376	Famale
Chr09	1.567804078	Famale
Chr01	1.567392543	Famale
Chr05	1.566763176	Famale
Chr04	1.566591382	Famale
Chr06	1.566237542	Famale
Chr04	1.564649631	Famale
Chr01	1.563806422	Famale
Chr06	1.561894171	Famale
Chr01	1.561542546	Famale
Chr01	1.561301318	Famale
Chr07	1.56088615	Famale
Chr01	1.557372162	Famale
Chr03	1.557081794	Famale
Chr04	1.556931206	Famale
Chr03	1.556485751	Famale
Chr02	1.554469096	Famale
Chr06	1.553474756	Famale
Chr01	1.553196395	Famale
Chr03	1.552652145	Famale
Chr05	1.55206889	Famale
Chr10	1.551289068	Famale
Chr08	1.550700712	Famale
Chr03	1.550631832	Famale
Chr08	1.550410477	Famale
Chr02	1.550237773	Famale
Chr09	1.550235404	Famale
Chr05	1.549650657	Famale
Chr01	1.548396379	Famale
Chr10	1.548382512	Famale
Chr09	1.548048222	Famale
Chr01	1.547641445	Famale
Chr06	1.547252766	Famale
Chr02	1.546937835	Famale
Chr01	1.546810849	Famale
Chr02	1.546695793	Famale
Chr01	1.546502711	Famale
Chr02	1.545535306	Famale
Chr03	1.544259829	Famale
Chr06	1.544096345	Famale
Chr04	1.543435977	Famale
Chr02	1.543274465	Famale
Chr05	1.541340528	Famale
Chr08	1.541237515	Famale
Chr01	1.540798718	Famale
Chr10	1.540241181	Famale
Chr06	1.539642911	Famale
Chr10	1.539178161	Famale
Chr04	1.53866723	Famale
Chr09	1.538607684	Famale
Chr09	1.537850841	Famale
Chr06	1.537422671	Famale
Chr01	1.53715607	Famale
Chr01	1.535934718	Famale
Chr08	1.534998081	Famale
Chr07	1.53456907	Famale
Chr01	1.533713629	Famale
Chr09	1.533490261	Famale
Chr05	1.533286012	Famale
Chr08	1.532846303	Famale
Chr02	1.532806301	Famale
Chr07	1.532741999	Famale
Chr08	1.531929041	Famale
Chr01	1.530269816	Famale
Chr01	1.529901306	Famale
Chr01	1.529426312	Famale
Chr01	1.52926857	Famale
Chr03	1.528007171	Famale
Chr02	1.527631475	Famale
Chr07	1.527491378	Famale
Chr01	1.527360255	Famale
Chr07	1.527231744	Famale
Chr02	1.526087169	Famale
Chr04	1.525779145	Famale
Chr06	1.52557154	Famale
Chr09	1.525437236	Famale
Chr01	1.525192828	Famale
Chr09	1.524867491	Famale
Chr02	1.524640146	Famale
Chr06	1.524492577	Famale
Chr05	1.523718553	Famale
Chr05	1.523606055	Famale
Chr03	1.523364182	Famale
Chr01	1.522522697	Famale
Chr02	1.522420652	Famale
Chr10	1.522374259	Famale
Chr04	1.521964773	Famale
Chr03	1.521083539	Famale
Chr05	1.52009342	Famale
Chr02	1.518996848	Famale
Chr06	1.518761221	Famale
Chr01	1.518336811	Famale
Chr04	1.518107601	Famale
Chr02	1.518104984	Famale
Chr03	1.517878624	Famale
Chr01	1.517278706	Famale
Chr07	1.516627644	Famale
Chr01	1.515513754	Famale
Chr01	1.515187244	Famale
Chr02	1.515039762	Famale
Chr01	1.513897188	Famale
Chr03	1.513361707	Famale
Chr02	1.51324624	Famale
Chr01	1.512440036	Famale
Chr06	1.511798596	Famale
Chr02	1.511378173	Famale
Chr08	1.511348125	Famale
Chr01	1.510765815	Famale
Chr10	1.510542078	Famale
Chr03	1.510010742	Famale
Chr03	1.50966903	Famale
Chr02	1.509607714	Famale
Chr08	1.509124999	Famale
Chr05	1.50853248	Famale
Chr01	1.507899996	Famale
Chr02	1.507881183	Famale
Chr08	1.507829166	Famale
Chr01	1.506103738	Famale
Chr06	1.505563593	Famale
Chr01	1.505206392	Famale
Chr01	1.504274385	Famale
Chr07	1.504138693	Famale
Chr06	1.503294111	Famale
Chr09	1.502498467	Famale
Chr03	1.501920924	Famale
Chr01	1.501648041	Famale
Chr01	1.50141549	Famale
Chr02	1.501243977	Famale
Chr04	1.500904875	Famale
Chr06	1.500696113	Famale
Chr02	1.500650509	Famale
Chr01	1.498534776	Famale
Chr01	1.498237206	Famale
Chr10	1.497657205	Famale
Chr04	1.497064762	Famale
Chr03	1.496535708	Famale
Chr06	1.495575575	Famale
Chr04	1.494539646	Famale
Chr05	1.493033749	Famale
Chr01	1.491310985	Famale
Chr05	1.491182611	Famale
Chr09	1.489926508	Famale
Chr05	1.489447074	Famale
Chr01	1.489431423	Famale
Chr06	1.488355696	Famale
Chr01	1.488190744	Famale
Chr06	1.487921933	Famale
Chr03	1.487915563	Famale
Chr07	1.48756503	Famale
Chr03	1.486689083	Famale
Chr03	1.48620942	Famale
Chr05	1.486074667	Famale
Chr08	1.485698243	Famale
Chr04	1.484655716	Famale
Chr04	1.484538027	Famale
Chr06	1.484371168	Famale
Chr10	1.482770792	Famale
Chr01	1.482412241	Famale
Chr05	1.4823986	Famale
Chr01	1.481816838	Famale
Chr08	1.481159713	Famale
Chr04	1.480317336	Famale
Chr02	1.48031389	Famale
Chr01	1.478822303	Famale
Chr09	1.478565311	Famale
Chr06	1.478564153	Famale
Chr06	1.478525174	Famale
Chr07	1.476538731	Famale
Chr09	1.475624108	Famale
Chr03	1.474512765	Famale
Chr03	1.473247926	Famale
Chr03	1.472773995	Famale
Chr03	1.472648193	Famale
Chr03	1.472471941	Famale
Chr01	1.471865125	Famale
Chr01	1.471731503	Famale
Chr08	1.470548157	Famale
Chr08	1.469683902	Famale
Chr01	1.468962472	Famale
Chr02	1.468703762	Famale
Chr04	1.468493476	Famale
Chr01	1.468475596	Famale
Chr09	1.468328553	Famale
Chr09	1.467613455	Famale
Chr02	1.466236097	Famale
Chr05	1.466119402	Famale
Chr02	1.466055613	Famale
Chr04	1.463930376	Famale
Chr01	1.463865725	Famale
Chr01	1.46319063	Famale
Chr04	1.462988868	Famale
Chr08	1.462868492	Famale
Chr02	1.462385676	Famale
Chr09	1.461744354	Famale
Chr01	1.461227003	Famale
Chr09	1.460993621	Famale
Chr03	1.460454855	Famale
Chr08	1.459176108	Famale
Chr07	1.45878295	Famale
Chr06	1.458256512	Famale
Chr03	1.458113779	Famale
Chr09	1.454502047	Famale
Chr08	1.452444586	Famale
Chr07	1.452374165	Famale
Chr05	1.452158832	Famale
Chr02	1.451951327	Famale
Chr02	1.451275272	Famale
Chr08	1.4505454	Famale
Chr01	1.450490078	Famale
Chr08	1.450220982	Famale
Chr10	1.450060023	Famale
Chr04	1.447309516	Famale
Chr04	1.446929609	Famale
Chr01	1.446234834	Famale
Chr05	1.446173353	Famale
Chr07	1.445298466	Famale
Chr01	1.444339192	Famale
Chr01	1.443831676	Famale
Chr03	1.443716837	Famale
Chr03	1.443442999	Famale
Chr01	1.443394449	Famale
Chr08	1.443230681	Famale
Chr03	1.443009615	Famale
Chr04	1.442012601	Famale
Chr08	1.441265071	Famale
Chr08	1.440694308	Famale
Chr08	1.440230183	Famale
Chr07	1.439761072	Famale
Chr02	1.437726311	Famale
Chr01	1.437672061	Famale
Chr04	1.437532221	Famale
Chr03	1.437494474	Famale
Chr03	1.437398147	Famale
Chr03	1.436671822	Famale
Chr05	1.435053615	Famale
Chr08	1.435051337	Famale
Chr02	1.434932002	Famale
Chr02	1.434391626	Famale
Chr03	1.434292729	Famale
Chr08	1.433692749	Famale
Chr07	1.433454323	Famale
Chr01	1.433271895	Famale
Chr06	1.432994988	Famale
Chr10	1.432890769	Famale
Chr06	1.432825758	Famale
Chr09	1.432824095	Famale
Chr05	1.432092308	Famale
Chr05	1.431587024	Famale
Chr03	1.43078172	Famale
Chr01	1.430440198	Famale
Chr01	1.428807758	Famale
Chr01	1.428571858	Famale
Chr02	1.428075401	Famale
Chr09	1.427812076	Famale
Chr02	1.426614079	Famale
Chr04	1.42633623	Famale
Chr04	1.426156078	Famale
Chr03	1.425816984	Famale
Chr07	1.424468774	Famale
Chr02	1.424325538	Famale
Chr05	1.424220947	Famale
Chr03	1.424218694	Famale
Chr07	1.423791374	Famale
Chr01	1.423727639	Famale
Chr06	1.423259034	Famale
Chr06	1.423133495	Famale
Chr01	1.422992708	Famale
Chr01	1.422412701	Famale
Chr02	1.422406687	Famale
Chr09	1.421885555	Famale
Chr03	1.421578992	Famale
Chr04	1.421232996	Famale
Chr03	1.421002043	Famale
Chr04	1.420790776	Famale
Chr05	1.420378175	Famale
Chr02	1.419247292	Famale
Chr01	1.41906021	Famale
Chr02	1.418973733	Famale
Chr03	1.418123511	Famale
